qid,label_en,description_en,exhibitions,ssid,reference_url
Q104032814,Untitled,painting by Milton Resnick 1979.0259P,"Eye & Mind: A Legacy of Art Collecting at Vanderbilt University (October 1, 2009-May 1, 2010)",26754470,https://library.artstor.org/#/asset/26754470
Q103306011,Nude Climbing the Staircase (Homage to Marcel Duchamp),sculpture by Salvador Dalí,"Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1 2010)|
The Dada Effect: An Anti-Aesthetic and Its Influence (March 16-May 27, 2017)",26758624,https://library.artstor.org/#/asset/26758624
Q103301538,Improvisation Front Page for Steichen the Photographer,photograph by Edward Jean Steichen,"Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1, 2010)",26754308,https://library.artstor.org/#/asset/26754308
Q102963052,Cassone with Mannerist Design Elements,furniture by Artist Unknown,"Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1, 2010)",26756282,https://library.artstor.org/#/asset/26756282
Q103299216,Diagram of Doom for Steichen the Photographer,photograph by Edward Jean Steichen,"Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1, 2010)",26754307,https://library.artstor.org/#/asset/26754307
Q102965152,Flowers 1964,print by Andy Warhol,"Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1, 2010)",26759016,https://library.artstor.org/#/asset/26759016
Q106577349,Illuminated leaf from a Book of Hours:  St. Margaret and the Dragon,drawing by Artist Unknown,"Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1, 2010)|
French 8040 Class Exhibit in Central Library Atrium, (April 2016-April 2017)",26755738,https://library.artstor.org/#/asset/26755738
Q102963048,Cassone from the Colonna family,furniture by Artist Unknown,"Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1, 2010)|
Out of the Vault: Stories of People and Things, (April 26 - September 9, 2016)",26755938,https://library.artstor.org/#/asset/26755938
Q106582604,A Drunken Peasant Pushed into a Pigsty,print by Pieter Bruegel,"Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1, 2010)|
Reflections of the Dutch Golden Age: Etchings by Adriaen van Ostade from the Vanderbilt University Fine Arts Gallery Collection, (March 15 - May 11, 2012)",26759407,https://library.artstor.org/#/asset/26759407
Q102973769,Swim/ROCI USA (Wax Fire Works),photograph by Robert Rauschenberg,"Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1, 2010)| 
The Dada Effect: An Anti-Aesthetic and Its Influence (March 16-May 27, 2017)",26758833,https://library.artstor.org/#/asset/26758833
Q102966045,Head in Profile,painting by Artist Unknown,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)",26753534,https://library.artstor.org/#/asset/26753534
Q103307013,Portrait of Edward Bridgen,painting by Benjamin Wilson,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)",26755777,https://library.artstor.org/#/asset/26755777
Q104032711,Una,print by Gerald L. Brockhurst 1975.014,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)",26753938,https://library.artstor.org/#/asset/26753938
Q103311063,Unité,print by Le Corbusier,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)",26753629,https://library.artstor.org/#/asset/26753629
Q106577338,Gordian Gill,print by Eric Gill,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)",26754306,https://library.artstor.org/#/asset/26754306
Q103300473,George Nugent Grenville Temple (After a painting by Thomas Gainsborough),print by John Keyse Sherwin,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)",26753916,https://library.artstor.org/#/asset/26753916
Q103309987,The Painter and His Pug,print by William Hogarth,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)",26753919,https://library.artstor.org/#/asset/26753919
Q103307059,Portrait of Jules Aimé Dalou,print by Alphonse Legros,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)",26753487,https://library.artstor.org/#/asset/26753487
Q103307047,Portrait of Joseph Montgomery Peters,painting by Charles Frederick Naegele,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)",26753696,https://library.artstor.org/#/asset/26753696
Q106566732,"En ces temps noirs de jactance et d'incroyance, Notre-Dame de la Fin des Terres vigilante  (In these dark times of vainglory and unbelief, Our Lady of Land's End keeps vigil)",print by Georges Rouault,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)",26758094,https://library.artstor.org/#/asset/26758094
Q105092032,Portrait of a Nobleman with Cap,paintingattributed to Lorenzo Lotto,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)",26753927,https://library.artstor.org/#/asset/26753927
Q105091588,Affair with Vanity,ceramics by Randall Lavender,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)",26755736,https://library.artstor.org/#/asset/26755736
Q103308552,Sir Edward J. Poynter,print by Alphonse Legros,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000) ",26753493,https://library.artstor.org/#/asset/26753493
Q103312537,Xénia,print by Gerald L. Brockhurst,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)|
Four Hundred Year of British Art, (3/14/13 - 6/15/13)",26758112,https://library.artstor.org/#/asset/26758112
Q103304801,"Mädchenkopf (Girl's Head), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art), Year 2, no. 1",print by Erich Heckel,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)|
History's Shadow: German Art and the Formulation of Identity (March 13 - June 5, 2014)",26754021,https://library.artstor.org/#/asset/26754021
Q103312062,"Vierge aux sept glaives (Virgin of the seven swords), Plate no. 53 from the series, Miserere",print by Georges Rouault,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)|
Reflections of War: Selections from the Vanderbilt University Fine Arts Gallery Collection, (March 14-May 13, 2011)",26758109,https://library.artstor.org/#/asset/26758109
Q102961918,Bartolomeus Spranger and His Wife Christina Müller,print by Aegidius Sadeler,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)|
The Allegorical Impulse, (10/17 - 12/5/02)|
Memento Mori - Looking at Death in Art and Illustration (March 12 - May 23, 2015)",26756867,https://library.artstor.org/#/asset/26756867
Q103300976,Head of a boy,sculpture by Artist Unknown,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)|
Up Close and Personal: Intimate Devotions and Everyday Objects in Late Antiquity (May 7 - September 4, 2015)",26755224,https://library.artstor.org/#/asset/26755224
Q103307478,Relief Portrait of a Boy,sculpture by Pietro Lombardo,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)|
Views From The Collection III (April 3-August 15, 2008)",26753712,https://library.artstor.org/#/asset/26753712
Q103299160,Denise Holding Her Child,print by Mary Cassatt,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)|
Views from the Collection I (August 17-October 1, 2006)",26755444,https://library.artstor.org/#/asset/26755444
Q104032249,Portrait of a Young Woman,painting by Jean-Baptiste Greuze 1971.004,"Face Value: The Portrait and the Formulation of Identity in Art (October 26-December 8, 2000)|
Views from the Collection II (Spring 2007)",26753699,https://library.artstor.org/#/asset/26753699
Q104032329,Selbstbildnis (Self-Portrait),print by Käthe Kollwitz 1979.0353P,"Face Value: The Portrait and the Formulation of Identity in Art; (October 26-December 8, 2000)|
History's Shadow: German Art and the Formulation of Identity, (March 13 - June 5, 2014)",26754564,https://library.artstor.org/#/asset/26754564
Q103298949,Crowned Corpus of Christ (from a Limoges workshop),sculpture by Artist Unknown,"Fall 1980; Fall 1981; Fall 1982; several times since|
Gods, Saints, and Rulers (April 12-August 15, 1992)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1, 2010)",26754284,https://library.artstor.org/#/asset/26754284
Q105091871,Incident at My Lai,painting by Joseph Schwarz,Fall 1980; May 1981,26755447,https://library.artstor.org/#/asset/26755447
Q102964094,"David and Goliath, after a ceiling design by Titian in the Santa Maria della Salute Church, Venice",print by Artist Unknown,"Fall 1980|
January 1983|
October 1984|
Views from the Collection II (Spring 2007)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University (October 1, 2009-May 1, 2010)",26753932,https://library.artstor.org/#/asset/26753932
Q102973245,"St. Matthew, after a ceiling design by Titian in the Santa Maria della Salute Church, Venice",drawing by Artist Unknown,"Fall 1980|
January 1983|
October 1984|
Views from the Collection II (Spring 2007)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University (October 1, 2009-May 1, 2010)",26753934,https://library.artstor.org/#/asset/26753934
Q102961480,"Abraham and Isaac, after a ceiling design by Titian in the Santa Maria della Salute Church, Venice",drawing by Artist Unknown,"Fall 1980|
January 1983|
October 1984|
Views from the Collection II (Spring 2007)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University (October 1, 2009-May 1, 2010)",26753931,https://library.artstor.org/#/asset/26753931
Q102962907,"Cain and Abel, after a ceiling design by Titian in the Santa Maria della Salute Church, Venice",drawing by Artist Unknown,"Fall 1980|
January 1983|
October 1984|
Views from the Collection II (Spring 2007)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University (October 1, 2009-May 1, 2010)",26753933,https://library.artstor.org/#/asset/26753933
Q102974180,The Feast of the Gods (after Ovid's Metamorphoses),sculpture by Guglielmo della Porta,"Fall 1982
Gods, Saints, and Rulers (April 12-August 15, 1992)",26753873,https://library.artstor.org/#/asset/26753873
Q105092033,Portrait of Queen Marie,print by Nicolas Larmessin III,"Fall 1982|
Gods, Saints, and Rulers (April 12-August 15, 1992)",26753644,https://library.artstor.org/#/asset/26753644
Q103301417,Icon with Images of the Virgin and Standing Saints,painting by Artist Unknown,"Fall 1982|
Gods, Saints, and Rulers (April 12-August 15, 1992)|
Byzantium: Art & Ritual (February 11-March 21, 1999)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University (October 1, 2009-May 1, 2010)",26754298,https://library.artstor.org/#/asset/26754298
Q103301821,Jean-Pierre Camus,print by Jean Morin,"Fall 1982|
Gods, Saints, and Rulers (April 12-August 15, 1992)|
The Spirit of France: 500 Years of French Art & Culture (September 5-October 10, 1993)|
The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753382,https://library.artstor.org/#/asset/26753382
Q102970740,Sake flask with a design in blue and brown underglaze of fish with a thin overglaze,ceramics by Artist Unknown,"February 21-March 28, 1997 for ""Looking East: Highlights of the Vanderbilt University Fine Arts Gallery's Collection of Asian Art""",26757216,https://library.artstor.org/#/asset/26757216
Q105096015,Life Along the River on the Eve of the Ch'ing-Ming Festival (reproduction),scroll painting by Chang Tse-tuan,"February 25 - March 20, 1981",26755521,https://library.artstor.org/#/asset/26755521
Q103298855,Corps and Visage (18),painting by Eugene Biel-Bienne,"Five Centuries of Drawing (June 11-September 23, 2010)",26753952,https://library.artstor.org/#/asset/26753952
Q102974896,The Vegetable Vendor,drawing by Cecile Delphine Gaudez-Chennevierre,"Five Centuries of Drawing (June 11-September 23, 2010)",26753641,https://library.artstor.org/#/asset/26753641
Q103309976,The Misery Comes Out from all Streets,drawing by Eugene Biel-Bienne,"Five Centuries of Drawing (June 11-September 23, 2010)",26753949,https://library.artstor.org/#/asset/26753949
Q105091962,Masculine,drawing by Gloria DeArcangelis,"Five Centuries of Drawing (June 11-September 23, 2010)",26756138,https://library.artstor.org/#/asset/26756138
Q103309171,Study,drawing by Artist Unknown,"Five Centuries of Drawing (June 11-September 23, 2010)",26753664,https://library.artstor.org/#/asset/26753664
Q103299147,Deep Grief is Silent (Tiefes Leid ist Stumm),drawing by Eugene Biel-Bienne,"Five Centuries of Drawing (June 11-September 23, 2010)",26753947,https://library.artstor.org/#/asset/26753947
Q103312418,Woman sans Flowers,drawing by Eugene Biel-Bienne,"Five Centuries of Drawing (June 11-September 23, 2010)",26753950,https://library.artstor.org/#/asset/26753950
Q103306836,Portrait,drawing by Artist Unknown,"Five Centuries of Drawing (June 11-September 23, 2010)",26753942,https://library.artstor.org/#/asset/26753942
Q103309257,"Successful Businessman Dozing, #38 from the series ""Têtes""",drawing by Eugene Biel-Bienne,"Five Centuries of Drawing (June 11-September 23, 2010)",26753948,https://library.artstor.org/#/asset/26753948
Q104032757,Untitled,drawing by Antoni Marí Ribas 1996.086,"Five Centuries of Drawing (June 11-September 23, 2010)",26757772,https://library.artstor.org/#/asset/26757772
Q104032755,Untitled,drawing by Antoni Marí Ribas 1996.084,"Five Centuries of Drawing (June 11-September 23, 2010)",26757770,https://library.artstor.org/#/asset/26757770
Q102965329,Four Studies of a Draped Torso,drawing by Jan de Bisschop,"Five Centuries of Drawing (June 11-September 23, 2010)",26753876,https://library.artstor.org/#/asset/26753876
Q103308238,Self Portrait of the Artist Sculpting a Bust of James Frazer,drawing by Emile-Antoine Bourdelle,"Five Centuries of Drawing (June 11-September 23, 2010)",26758934,https://library.artstor.org/#/asset/26758934
Q103299579,Encounters (6),painting by Eugene Biel-Bienne,"Five Centuries of Drawing (June 11-September 23, 2010)",26753951,https://library.artstor.org/#/asset/26753951
