Abstract Note,Access Date,Application Number,Archive,Archive Location,Artwork Size,Assignee,Attorney Agent,Author,Automatic Tags,Book Author,Call Number,Cast Member,Code,Code Number,Commenter,Committee,Composer,Conference Name,Contributor,Cosponsor,Counsel,Country,Court,DOI,Date,Date Added,Date Modified,Divinity Faculty,Edition,Editor,Extra,File Attachments,Filing Date,Guest,History,ISBN,ISSN,Interviewer,Issue,Issuing Authority,Journal Abbreviation,Language,Legal Status,Legislative Body,Library Catalog,Link Attachments,Manual Tags,Medium,Meeting Name,Notes,Num Pages,Number,Number Of Volumes,Pages,Place,Priority Numbers,Producer,Programming Language,Publication Year,Publisher,Recipient,References,Reporter,Reviewed Author,Rights,Running Time,Scale,Scriptwriter,Section,Series,Series Editor,Series Number,Series Text,Series Title,Session,Short Title,System,Translator,Type,Url,Version,Volume,Words By,qid,Key,Item Type,Title,Publication Title
,5/21/14 16:59,,,,,,,"Segovia, Fernando F.",Peer reviewed; Colonialism and neocolonialism; Bible --Marxist interpretations; Marxism and religion,,,,,,,,,,,,,,,10.1177/0142064X0002207507,9/1/99,5/21/14 16:59,8/25/21 16:08,"Segovia, Fernando F.",,,,C:\Users\xus12\Zotero\storage\NHUWMGUH\Segovia - 1999 - Notes Toward Refining the Postcolonial Optic.pdf,,,,,0142-064X,,75,,Journal for the Study of the New Testament,,,,EBSCOhost,,,,,,,,,103-114,,,,,1999,,,,,,,,,,,,,,,,,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000989851&site=ehost-live,,,,Q109417658,VGPNFSBN,journalArticle,Notes Toward Refining the Postcolonial Optic,Journal for the Study of the New Testament
"Despite documentation of intergroup conflict between African Americans and Irish immigrants during the mid-nineteenth to mid-twentieth centuries, few studies have comparatively considered the beneficence of religion as an adaptive, conciliatory mechanism for the two ethnic groups. Yet, literature supports the historic centrality of the Black Church for the former group and the indelible influence of Catholicism for the latter. This research examines common religious themes and organized efforts associated with these faith traditions for the two historically oppressed groups. Informed by Cultural Theory, this study compares and contrasts religious cultural dynamics to illumine adaptive features and activism. Exilic themes based on nationality, race, and/or ethnicity tied to biblical symbolism; social programs and self-help; as well as appropriation of Liberation Theology are common group patterns. Yet, findings also illustrate the inability of religion to foster substantial intergroup cooperation in light of other prevailing systemic forces.",1/5/15 22:28,,,,,,,"Barnes, Sandra L.",Religion; African American; immigrant; Irish,,,,,,,,,,,,,,,10.1177/0160597614560567,2014,1/5/15 22:28,6/16/21 19:33,"Barnes, Sandra L.",,,,C:\Users\xus12\Zotero\storage\98EHC58N\0160597614560567.html,,,,,"0160-5976,",,3,,Humanity & Society,en,,,has.sagepub.com,,,,,,,,,294-320,,,,,2014,,,,,,,,,,,,,,,,,,,,,http://has.sagepub.com/content/early/2014/12/05/0160597614560567,,39,,Q109417659,ID2WJWKT,journalArticle,Exiles in a Foreign Land A Comparative Analysis of the Historical Role of Religion for African Americans and Irish Immigrants,Humanity & Society
,10/21/14 17:42,,,,,,,"Seow, C. L. (Choon Leong)","Peer reviewed; Bible. Job --Criticism, Literary; Bible. Job --Language, style; Bible. Job 3-37; Poetics; Rhetoric in the Bible",,,,,,,,,,,,,,,10.1177/0309089210372912,2010-06,10/21/14 17:42,8/30/21 20:46,"Seow, C.L.",,,,,,,,,0309-0892,,4,,,,,,EBSCOhost,,,,,,,,,433-446,,,,,2010,,,,,,,,,,,,,,,,,Poetic closure in Job,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001789365&site=ehost-live,,34,,Q109417660,QS77B75X,journalArticle,Poetic closure in Job: the first cycle,Journal for the Study of the Old Testament
,12/11/14 21:29,,,,,,,"Sasson, J. M.",,,,,,,,,,,,,,,,10.1177/030908927800300505,2/1/78,12/11/14 21:29,12/11/14 21:29,"Sasson, Jack",,,,C:\Users\xus12\Zotero\storage\TWWHPN4G\49.html,,,,,"0309-0892, 1476-6728",,5,,Journal for the Study of the Old Testament,en,,,jot.sagepub.com,,,,,,,,,49-51,,,,,1978,,,,,,,,,,,,,,,,,Ruth III,,,,http://jot.sagepub.com/content/3/5/49,,3,,Q109417661,T8HJKURX,journalArticle,Ruth III: a Response,Journal for the Study of the Old Testament
,12/11/14 21:26,,,,,,,"Sasson, Jack M.",Peer reviewed; Women in the Bible; Bible. Ruth; Hebrew language--Terms--Geʼullah; Land--Biblical teaching; Marriage--Biblical teaching; Naomi (Biblical character); Redemption--Biblical teaching,,,,,,,,,,,,,,,10.1177/030908927800300506,1/1/78,12/11/14 21:26,8/25/21 15:20,"Sasson, Jack",,,,C:\Users\xus12\Zotero\storage\U627FVCB\Sasson - 1978 - The issue of ge'ullāh in Ruth.pdf,,,,,0309-0892,,5,,,,,,EBSCOhost,,,,,,,,,52-68,,,,,1978,,,,,,,,,,,,,,,,,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000781237&site=ehost-live,,,,Q109417662,EAB4BZC5,journalArticle,The issue of ge'ullāh in Ruth,Journal for the Study of the Old Testament
"The Hebrew historiographer has left a theological narrative recalling many moments in which God would abandon his people only to offer them repeated opportunities for renewals: after Paradise, after the Flood; with Abraham, Joseph, Moses, etc.  Modern biblical scholars single out one of these moments at which to initiate their reconstructions of Hebraic history.  When facing the dearth of extra-biblical evidence which directly and incontrovertibly authenticates the historicity of the biblical traditions, modern historiographers search their own pasts for models that give coherence and plausibility to the reconstruction they undertake.  This paper details three schemes, the German ""Rise of the nation-state,"" the American ""Social clashes"" and ""Nation of immigrants"" that are used as models by which to rebuild biblical history.",12/12/14 4:35,,,,,,,"Sasson, Jack M.","Peer reviewed; Sociology, Biblical; Israelites, Ancient; Historiography",,,,,,,,,,,,,,,10.1177/030908928100602101,10/1/81,12/12/14 4:35,8/25/21 15:04,"Sasson, Jack",,,,C:\Users\xus12\Zotero\storage\3D4FQ3VU\Sasson - 1981 - On choosing models for recreating Israelite pre-mo.pdf,,,,,0309-0892,,21,,Journal for the Study of the Old Testament,,,,EBSCOhost,,,,,,,,,3-24,,,,,1981,,,,,,,,,,,,,,,,,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000787746&site=ehost-live,,,,Q109417663,36NEWNBW,journalArticle,On choosing models for recreating Israelite pre-monarchic history,Journal for the Study of the Old Testament
,7/23/14 20:11,,,,,,,"Townes, Emilie M.","Feminist theology; Althaus-Reid, Marcella, 1952-2009; Women, Black",,,,,,,,,,,,,,,10.1177/096673500301100206,1/1/03,7/24/14 18:03,8/31/21 19:25,"Townes, Emilie",,,,C:\Users\xus12\Zotero\storage\KQTR7J69\Townes - 2003 - Panel reponse to Marcella Althaus-Reid's Indecent .pdf,,,,,0966-7350,,2,,Feminist Theology,,,,EBSCOhost,,,,,,,,,167-173,,,,,2003,,,,,,,,,,,,,,,,,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001546507&site=ehost-live,,11,,Q109417664,PCDR6WAS,journalArticle,Panel reponse to Marcella Althaus-Reid's Indecent theology,Feminist Theology
,,,,,,,,"Segovia, Fernando F.","Politics and Christianity; Hermeneutics; Liberation theology; Marginality, Social; Bible --Criticism, Feminist; Reader-response criticism; Criticism (Philosophy); Cuba--Foreign opinion; Cuban Americans; Isasi-Diáz, Ada María, 1943-2012; Mujerista theology; Right and left (Political science)",,,,,,,,,,,,,,,10.1177/0966735011411802,9/1/11,5/21/14 16:12,8/25/21 16:01,"Segovia, Fernando F.",,,,,,,,,0966-7350,,1,,Feminist Theology,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001869037&site=ehost-live&scope=cite,,,,,,,,21-27,,,,,2011,,,,,,,,,,,,,,,,,Mujerista theology,,,,,,20,,Q109417665,G47MHPCA,journalArticle,Mujerista theology: biblical interpretation and political theology,Feminist Theology
,,,,,,,,"Barnes, Sandra L.",Social Sciences (General) ; Sociology & Social History,,,,,,,,,,,,,,,10.1177/1078087413515174,2014,7/6/20 19:51,7/6/20 19:51,"Barnes, Sandra L.",,,"Place: Los Angeles, CA Publisher: SAGE Publications",,,,,,1078-0874,,4,,,eng,,,catalog.library.vanderbilt.edu,,,,,,,,,590–592,,,,,2014,,,,,,,,,,,,,,,,,Book Review,,,,,,50,,Q109417666,D3U8PDXH,journalArticle,"Book Review: Black Citymakers: How the Philadelphia Negro Changed Urban America, edited by Marcus Anthony Hunter",Urban Affairs Review
,,,,,,,,"Floyd-Thomas, Juan Marcial",,,,,,,,,,,,,,,,10.1179/1476994813Z.00000000016,2014,5/20/14 19:00,11/18/14 21:26,"Floyd-Thomas, Juan Marcial",,,,,,,,,1476-9948,,1,,,,,,Primo,,,,,,,,,4-8,,,,,2014,,,,,,,,,,,,,,,,,Between Jim Crow and the Swastika,,,,,,12,,Q109417667,2R5U756H,journalArticle,Between Jim Crow and the Swastika: African American Religio-Cultural Interpretations of the Holocaust,Black Theology
,10/6/20 14:43,,,,,,,"Vaughn, S Bruce",Faith; Grief; Autobiographies; Bible  . Genesis 1-11; Bereavement; God --   Hiddenness,,,,,,,,,,,,,,,10.1179/jpt.2003.13.1.005,2003,10/6/20 14:43,8/18/21 19:35,"Rogers-Vaughn, Bruce",,,,,,,,,1064-9867,,1,,Journal of Pastoral Theology,,,,EBSCOhost,,,,,,,,,36-45,,,,,2003,,,,,,,,,,,,,,,,,,,,,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0001425418&site=ehost-live&scope=site,,13,,Q109417668,E2B79CTD,journalArticle,Recovering grief in the age of grief recovery,Journal of Pastoral Theology
,7/27/20 19:22,,,,,,,"Hamman, Jaco J","Colonialism and neocolonialism; Masculinity; Pastoral theology -- Study and teaching; Rivera-Pagán, Luis N",,,,,,,,,,,,,,,10.1179/jpt.2007.17.2.003,2007,7/27/20 19:22,7/7/21 18:47,"Hamman, Jaco",,,,C:\Users\xus12\Zotero\storage\XCEAURAK\Hamman - 2007 - Reclaiming caritas in a hyper-masculine world a r.pdf,,,,,1064-9867,,2,,Journal of Pastoral Theology,,,,EBSCOhost,,,,,,,,,29-36,,,,,2007,,,,,,,,,,,,,,,,,Reclaiming caritas in a hyper-masculine world,,,,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLA0001681181&site=ehost-live&scope=site,,17,,Q109417669,GAFCTDC2,journalArticle,Reclaiming caritas in a hyper-masculine world: a response to Dr. Rivera-Pagán's Doing pastoral theology in a post-colonial context: some observations from the Caribbean,Journal of Pastoral Theology
,7/2/14 18:18,,Academic OneFile,,,,,"Geller, Jay","Gender identity; Hegel, Georg Wilhelm Friedrich",,,,,,,,,,,,,,,,1992-06,7/2/14 18:18,7/2/14 18:18,"Geller, Jay",,,173,C:\Users\xus12\Zotero\storage\QPHW23W4\retrieve.html,,,,,267929,,2,,,English,,,Gale,,,,,,,,,173,,,,,1992,,,,,,,,,,,,,,,,,,,,,http://go.galegroup.com/ps/i.do?id=GALE%7CA14410991&v=2.1&u=tel_a_vanderbilt&it=r&p=AONE&sw=w&asid=8f0d9d94b531685d16b8709753ecd8e5,,53,,Q109417670,A6FFNKVI,journalArticle,Hegel's self-conscious woman,Modern Language Quarterly
,7/1/14 18:46,,,,,,,"Geller, Jay",,,,,,,,,,,,,,,,10.1215/10679847-2-3-500,12/21/94,7/1/14 18:46,7/22/20 17:46,"Geller, Jay",,,,C:\Users\xus12\Zotero\storage\98ABMTA3\Geller - 1994 - JudenzopfChinesenzopf Of Jews and Queues.pdf; C:\Users\xus12\Zotero\storage\T5W4EMNF\500.html,,,,,"1067-9847, 1527-8271",,3,,positions,en,,,positions.dukejournals.org.proxy.library.vanderbilt.edu,,,,,,,,,500-537,,,,,1994,,,,,,,,,,,,,,,,,Judenzopf/Chinesenzopf,,,,http://positions.dukejournals.org.proxy.library.vanderbilt.edu/content/2/3/500,,2,,Q109417671,GF5W3JXV,journalArticle,Judenzopf/Chinesenzopf: Of Jews and Queues,positions
"Gloss: In special section: ""Unintended Reformations?"".",,,,,,,,"Lim, Paul C. H.","Bible; 1500-1699; Catholic-Protestant Relations; Christian Theology; Cultural Historical Approach; English Literature; European Literature; Gregory, Brad S.(1963- ); Prose; Protestant Writers; Reformation; The Unintended Reformation(2012)",,,,,,,,,,,,,,,10.1215/10829636-3644038,2016,6/21/18 19:49,6/21/18 19:49,"Lim, Paul",,,,,,,,,1082-9636,,3,,,English,,,discoverlibrary.vanderbilt.edu,,,,,,,,,555–582,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,46,,Q109417672,AHAA4KP6,journalArticle,"Not Solely Sola Scriptura, or, a Rejoinder to Brad S. Gregory's The Unintended Reformation",Journal of Medieval and Early Modern Studies
"In lieu of an abstract, here is a brief excerpt of the content: Laura Gillman Laura Gillman is Associate Professor of Women's Studies and Spanish at Virginia Tech University. Her intellectual and political interests and commitments include the racial and transnational dimension of feminist theory and politics; the intersections of race, class, gender, and post-colonial studies within the African diaspora and transnational Latina contexts; and feminist and anti-racist education and pedagogy within the U.S. academy. Stacey M. Floyd-Thomas Stacey M. Floyd-Thomas is a Social/Christian/Womanist ethicist and scholar. She is an assistant professor of Religious Studies, Women's Studies, and Black Studies in the Center for Interdisciplinary Studies at Virginia Tech University in Blacksburg, Virginia. In her scholarly research she examines the effects that the normative institutions of church, education, family, and nation-state formation have on defining marginalized groups and such institutions' undertaken tasks to subvert normative standards in order to define their own identities. Notes 1. Anzaldúa (1987) uses the term new mestiza consciousness to distinguish her model from the Chicano nationalist mestizo identity. She uses this term to confront the tradition of male dominance within her community. The new mestiza consciousness, which we also refer to as mestizaje, has as its primary purpose to validate Chicana selfhood. Her goals in this endeavor are twofold: (1) to break down the dualities that subordinate Chicanas in order to abandon contradictory notions of selfhood and embrace one's differences in a newly realized whole self. Her articulation of Chicana lesbian theory, for example, breaks down the dichotomy between male and female attributes through a reoriented conceptualization of sexuality and (2) to claim the indígena part of Chicana identity as an appeal to resist essentialized notions of identity in order to critique her culture's denial of the indigenous part of Chicana culture and history. Anzaldúa thus redefines Chicano cultural nationalism through gender and sexuality, paving the way for the consciousness of a fully racialized feminist Chicana. Chéla Sandoval draws on Anzaldúa's theoretical model of mestiza consciousness in order to create a method for Chicana empowerment. 2. For more on the relationship between women of color's literary tradition and its relation to history, see Katie Cannon (1988). 3. When we say re-member, we mean one thing: to reunite what has been separated when the border crossed over Mexico to form a New Mexico/Nuevo Mexico, by culturally acknowledging that unity through a way of being, a consciousness that the Chicana, the new mestiza, brings to this process. This re-membering fits squarely within recent trends among Chicano scholars who have begun to develop notions of ""trans-creation,"" a term to describe the process of a new cultural formation among Mexican and American Latino cultures. This process is deemed innovative and creative, developed from a history of living in cultural ambiguity. As cultural historian George J. Sanchez (1993) observes, Mexicans continue this custom in the United States as they live in the cultural-in-between, or borderlands. This is not a social imaginary but rather a reality of these people wherein the intent is to give this conscienticized process legitimacy as a geopolitical and cultural process. 4. Various theorists, as noted by Sandoval, have provided alternative terms for the differential mode, namely womanist, mestiza, third force, and hybrid. 5. In ""The Countryless Woman"" (1995), Castillo underscores their shared colonization, their shared entry into the transnational labor force into which Mexic-Amerindian women are born, and which was created out of Mexico's neo-colonialist relationship to the United States. Mexicans and MexicanAmericans alike have served a labor force controlled by U.S. policy. Mexico encourages the emigration of this labor force to alleviate its own depressed economy and the United States consumes this labor force without giving back to it the benefits enjoyed by U.S. residents. 6. For further elaboration of mujerista theology, see Isasi-Diaz's En la lucha/In the Struggle. 7. The maternal is a central theme in this novel. Although we do not have the time or space to develop the topic here, the reworking of the myth of Guadalupe as the mythic reincarnation of the ""good"" mother is one of the most intriguing aspects...",5/13/14 19:57,,,,,,,"Floyd-Thomas, Stacey M.; Laura Gillman",,,,,,,,,,,,,,,,10.1215/15366936-2.1.158,2001,5/13/14 19:57,6/30/21 15:42,"Floyd-Thomas, Stacey",,,"<p>Volume 2, Number 1, 2001</p>",C:\Users\xus12\Zotero\storage\K6IRRJ2A\Gillman and Floyd-Thomas - 2001 - Con un pie a cada ladoWith a Foot in Each Place .pdf; C:\Users\xus12\Zotero\storage\529M8HPN\2.1.gillman.html,,,,,1547-8424,,1,,,,,,Project MUSE,,,,,,,,,158-175,,,,,2001,,,,,,,,,,,,,,,,,Con un pie a cada lado/With a Foot in Each Place,,,,http://muse.jhu.edu/journals/meridians/v002/2.1.gillman.html,,2,,Q109417673,RIGN2GWJ,journalArticle,Con un pie a cada lado/With a Foot in Each Place: Mestizaje as Transnational Feminisms in Ana Castillo's So Far from God,"Meridians: feminism, race, transnationalism"
,5/28/14 20:41,,,,,,,"Barnes, Sandra L.",*Puerto Rico; *Religiosity; *Cultural Capital; *Dominican Republic; *Hispanic Americans; *Roman Catholicism,,,,,,,,,,,,,,,10.1300/J134v11n01_05,2007,5/28/14 20:41,6/16/21 19:19,"Barnes, Sandra L.",,,,C:\Users\xus12\Zotero\storage\9TQB7A3N\16.html,,,,,1087-5549,,1,,,English,,,ProQuest,,,,,,,,,107-134,,,,,2007,,,,,,,,,,,,,,,,,,,,,http://search.proquest.com/socabs/docview/61631087/C6BEB668113C48A1PQ/16?accountid=14816,,11,,Q109417674,UHDAQ4TM,journalArticle,An Intra-Ethnic Analysis of Social Affiliations Among Latinos in the United States,Journal of Poverty
,7/3/14 18:56,,,,,,,"Fortune, Marie M.; McClure, John S.",,,,,,,,,,,,,,,,10.1300/J154v04n01_01,2002,7/3/14 18:56,11/18/14 22:16,"McClure, John S.",,,,C:\Users\xus12\Zotero\storage\EDAHIF28\J154v04n01_01.html,,,,,1521-1037,,1,,,,,,Taylor and Francis+NEJM,,,,,,,,,1-7,,,,,2002,,,,,,,,,,,,,,,,,,,,,http://dx.doi.org/10.1300/J154v04n01_01,,4,,Q109417675,MZ6EMCN8,journalArticle,From the Co-Editors' Keyboards,Journal of Religion & Abuse
,5/21/14 19:33,,,,,,,"Segovia, Fernando F.",Peer reviewed,,,,,,,,,,,,,,,10.1177/002096430004400325,7/1/90,5/21/14 19:33,8/25/21 19:16,"Segovia, Fernando F.",,,,C:\Users\xus12\Zotero\storage\JIH6FVVG\Segovia - 1990 - The Johannine Approach to Mission.pdf,,,,,0020-9643,,3,,Interpretation,,,,EBSCOhost,,Book reviews,,,,,,,314-314,,,,,1990,,,,,,,,,,,,,,,,,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000593982&site=ehost-live,,44,,Q109417938,DBFI6SZ7,journalArticle,The Johannine Approach to Mission,Interpretation
,7/22/20 20:42,,Gale Academic OneFile,,,,,"Geller, Jay","Freud, Sigmund; Jewish culture; Psychoanalysts; Sublimation (Psychology)",,,,,,,,,,,,,,,10.1353/aim.0.0049,2009,7/22/20 20:42,6/30/21 18:37,"Geller, Jay",,,,,,,,,0065-860X,,2,,,English,,,Gale,,,,,,,,,169-184,,,,,2009,,,,,,,,,,,,,,,,,"""Of snips... and puppy dog tails""",,,,http://link.gale.com/apps/doc/A208226393/AONE?u=tel_a_vanderbilt&sid=zotero&xid=e30c3ca6,,66,,Q109417940,364XQVHC,journalArticle,"""Of snips... and puppy dog tails"": Freud's sublimation of 'Judentum'",American Imago
,7/27/20 15:18,,JSTOR,,,,,"GELLER, JAY",,,,,,,,,,,,,,,,10.1353/aim.2002.0016,2002,7/27/20 15:18,6/30/21 18:34,"Geller, Jay",,,Publisher: The Johns Hopkins University Press,,,,,,0065-860X,,3,,,,,,JSTOR,,,,,,,,,249-252,,,,,2002,,,,,,,,,,,,,,,,,The Wilkomirski Case,,,,https://www.jstor.org/stable/26304675,,59,,Q109417941,IJIFIS96,journalArticle,Preface,American Imago
,9/16/15 20:08,,,,,,,"Geller, Jay",,,,,,,,,,,,,,,,10.1353/aim.2002.0017,2002,9/16/15 20:08,6/30/21 18:28,"Geller, Jay",,,"<p>Volume 59, Number 3, Fall 2002</p>",C:\Users\xus12\Zotero\storage\MRW435VK\Geller - 2002 - The Wilkomirski Case Fragments or Figments.pdf; C:\Users\xus12\Zotero\storage\4ZPPKM8T\59.3geller01.html,,,,,1085-7931,,3,,,,,,Project MUSE,,,,,,,,,343-365,,,,,2002,,,,,,,,,,,,,,,,,,,,,http://muse.jhu.edu/journals/american_imago/v059/59.3geller01.html,,59,,Q109417943,N9RV6NXZ,journalArticle,The Wilkomirski Case: Fragments or Figments?,American Imago
,,,,,,,,"Geller, Jay",,,,,,,,,,,,,,,,10.1353/bio.2004.0064,2004,7/8/14 18:23,6/30/21 18:44,"Geller, Jay",,,,,,,,,0162-4962,,3,,,,,,,,Book reviews,,,,,,,654-657,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,27,,Q109417944,JQBH8G2K,journalArticle,Committed to Memory by Oren Baruch Stier,Biography
"Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.",5/14/20 21:13,,,,,,,"Geller, Jay",,,,,,,,,,,,,,,,10.1353/gsr.2018.0117,2018-10,6/11/20 18:50,6/30/21 18:41,"Geller, Jay",,,,C:\Users\xus12\Zotero\storage\6SZVARQQ\30.html,,,,,,,3,,,en,,,search-proquest-com.proxy.library.vanderbilt.edu,,Book Review,,,,,,,654-56,,,,,2018,,,,,,,,,,,,,,,,,,,,,https://search-proquest-com.proxy.library.vanderbilt.edu/docview/2130840504/33A9B14B7D374025PQ/30?accountid=14816,,41,,Q109417945,QRLXZATL,journalArticle,Space and Spatiality in Modern German-Jewish History eds. by Simone Lässig and Miriam Rürup (review) - ProQuest,German Studies Review
