Key,skipped,Divinity Faculty,Publication Year,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Item Type,Title
490,,"Sasson, Jack",2021,,,,,,2021,11/15/22 21:12,11/15/22 21:12,,,,,,,,Samson as Riddle,,,,,,Atlanta,,,,,,EBSCOhost,,,,,http://proxy.library.vanderbilt.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAn4984842&site=ehost-live&scope=site&scope=cite,,"Middle East; Bible . Judges--Criticism, interpretation; Bible . Judges--Criticism, Textual; Riddles; Samson,   (Biblical figure)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Ve-'Ed Ya'aleh (Gen 2:6): Essays in Biblical and Ancient Near Eastern Studies Presented to Edward L. Greenstein
491,,"Sasson, Jack",2001,90-6258-091-2,,,,,2001,12/15/14 19:30,5/1/15 14:53,12/15/14 19:30,,,,,,,,Uitgaven van het Nederlands Historisch-Archaeologisch Instituut te İstanbul 29,,,,Nederlands Instituut voor het Nabije Oosten,"Leiden, Nederland",,,,,,Hathi Trust,,,,C:\Users\xus12\Zotero\storage\PJ2RBAPE\004171812.html,,,"Accadian philology; Akkadian philology; Akkadian philology.; Assyrian philology; Babylonian philology; nne Assyro-Babylonian philology; Veenhof, K. R; Veenhof, Klaas R","Soldt, W. H. van.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Veenhof anniversary volume: studies presented to Klaas R. Veenhof on the occasion of his sixty-fifth birthday
492,,"Sasson, Jack",2010,,,,,,2010,12/12/14 13:27,5/1/15 14:44,,,,,,,,,,,,,Ege Yayınları Publications,Istanbul,,,,,,,,,,,,,,"Dönmez, Şevket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Veysel Donbaz'a Sunulan Yazılar DUB.SAR É.DUB.BA.A Studies presented in honour of Veysel Donbaz
493,,"Budwey, Stephanie A.",2017,978-3-643-13189-8,,,,,2017,6/22/18 18:59,7/13/20 15:14,,,,,,,,,Internationale Forschungen in feministischer Theologie und Religion ; Bd. 6.,,,,Lit Verlag,,German,,,,,catalog.princeton.edu,BT83.55 .V545 2017,,,,,,Feminism—Religious aspects—Christianity—Congresses; Feminist theology—Congresses,,"Jost, Renate; Jäger, Sarah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Vielfalt und Differenz : intersektionale Perspektiven auf Feminismus und Religion
494,,"Townes, Emilie",1995,0-8264-0830-3,,,,,1995,10/13/14 11:37,11/19/14 21:19,,,,,,,,,,,,,Continuum,New York,eng,,,,,Primo,BT704 .V56 1995,,,,,,"Feminist theology; Theology, Feminist; Children Crimes against Religious aspects; Children Crimes against Religious aspects Christianity; Violence Religious aspects Christianity; Women Crimes against Religious aspects; Women Crimes against Religious aspects Christianity","Fortune, Marie M.; Adams, Carol J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Violence against women and children : a Christian theological sourcebook
495,,"Michelson, David A.",2020,978-3-643-91363-0,,,,,2020,7/27/21 22:29,7/27/21 22:31,,,,,,,,,,,,,,,English,,,,,Open WorldCat,,,,,,,,"Religious life, elites, and medieval culture; Melville, Gert; Mixson, James D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Virtuosos of faith: monks, nuns, canons, and friars as elites of Medieval culture"
496,,"Harris, Forrest E",2010,1-60608-987-0,,,,,2010,5/15/14 18:43,9/14/15 19:15,,,,,,,,The children have come to birth,,,,,Cascade Books,"Eugene, Or",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001936519&site=ehost-live&scope=cite,,"Racism; United States--Race relations; Poor and the church; Social justice; Liberation theology; Womanist theology; African American churches; Black theology; African Americans--Socio-economic conditions; Bible. Kings II; Church and community; Community--Religious aspects--Christianity; Hezekiah, King of Judah; Laments; Prophetic office; Race relations and church; Salvation--Christianity; Suffering--Religious aspects--Christianity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Walk together children: black and womanist theologies, church and theological education"
497,,"Sheppard, Phillis",2015,,,,,,2015,7/12/18 19:02,7/12/18 19:20,,,,,,,,,,,,,Palgrave Macmillan,"New York, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Ways Through Pain: Theological Responses to Suffering in a “Not So Secular” Age (NOTE: This record was created from info on the cv, as there is no record of this book anywhere.)"
498,,"Segovia, Fernando F.",1992,0-8006-2577-3,,,,,1992,5/28/14 19:19,5/28/14 19:20,,,,,,,,,,,,,Fortress Press,Minneapolis,eng,,,,,Primo,BR1113 .J4 W4 1992,,,,,,"Hispanic Americans Religion; Theology, Doctrinal History 20th century","Goizueta, Roberto S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,We are a people! : initiatives in Hispanic American theology
499,,"Morrill, Bruce T.",2019,978-1-5326-3270-9 978-1-5326-3272-3 978-1-5326-3271-6,,,,,2019,6/11/20 18:58,6/11/20 18:58,,,,,,,,,,,,,Pickwick Publications,"Eugene, OR",English,,,,,Open WorldCat,,,,,,,,"Taylor, Porter C; Schmemann, Serge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,We give our thanks unto thee: essays in memory of Fr. Alexander Schmemann
500,,"Hamman, Jaco",2011,978-1-56699-407-1,,,,"$$C Contents: $$V What is theological <span class=""searchword"">field</span> <span class=""searchword"">education</span>? / Matthew Floding -- The art of supervision and formation / Charlene Jin Lee -- Ministerial reflection / Emily Click -- The use of case studies in <span class=""searchword"">field</span> <span class=""searchword"">education</span> / Tim Sensing -- The power of reflecting with peers / Donna R. Duensing -- The forming work of congregations / Lee Carroll -- Self-care and community / Jaco Hamman -- Ministerial ethics / Barbara Blodgett -- Language and leadership / Lorraine Ste-Marie -- Considerations for cross-cultural placement / Joanne Lindstrom -- Assessment and theological <span class=""searchword"">field</span> <span class=""searchword"">education</span> / Sarah B. Drummond., ""An Alban Institute Publication""--Cover., ""AL407""--P. [4] of cover.",2011,6/12/14 19:03,11/18/14 21:31,,,,,,,,,,,,,Alban Institute,"Herndon, VA",eng,,,,,Primo,BV4164.5 .W94 2010,,,,,,In-service guidance (Pastoral theological education); nne Pastoral theology Field work; Placements (Pastoral theological education); Theological field education; Pastoral theology Fieldwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Welcome to theological field education!
501,,"Miller-McLemore, Bonnie",2005,0-8272-4251-4,,,,,2005,10/20/14 16:54,7/13/20 21:36,,,,,,,,,,,,,Chalice Press,"St. Louis, Mo.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Christian education of children. Church work with children. Christian education of children. Church work with children,,,,"Miller-McLemore, Bonnie J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Welcoming children: a practical theology of childhood
502,,"Townes, Emilie",1999,0-8298-1305-5,,,,,1999,10/13/14 11:34,10/13/14 11:34,,,,,,,,,,,,,Pilgrim Press,"Cleveland, Ohio",eng,,,,,Primo,BT738.48 .W44 1999,,,,,,"Feminist theology; Theology, Feminist; Poor women United States; Poor women United States Social conditions; Public welfare Religious aspects; Public welfare Religious aspects Christianity; Public welfare United States","Brubaker, Pamela; Hobgood, Mary E.; Bounds, Elizabeth M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Welfare policy : feminist critiques
503,,"Meeks, M. Douglas",1985,0-687-44452-7,,,,,1985,4/30/14 16:09,8/20/20 16:45,,,,,,,,,,,,,Kingswood Books,Nashville,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001141877&site=ehost-live&scope=cite,,"Practice (Theology); Theology, Doctrinal; Theology--1980-; Tracy, David W.","Runyon, Theodore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Wesleyan theology today: a bicentennial theological consultation
504,,"Segovia, Fernando F.",1996,,,,,,1996,5/21/14 17:17,10/14/20 18:35,,,,,,,,,Society of Biblical Literature symposium,,,,Scholars Press,Atlanta,,,,,,EBSCOhost,,,,,,,New Testament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,What is John: readers and readings of the Fourth Gospel
505,,"Segovia, Fernando F.",1998,,,,,,1998,5/21/14 17:06,10/13/20 19:29,,,,,,,,,Society of Biblical Literature symposium,,,,Scholars Press,Atlanta,,,,,,EBSCOhost,,,,,,,New Testament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"What is John?, v 2: literary and social readings of the Fourth Gospel"
506,,"Segovia, Fernando F.",2007,1-60258-010-3,,,,,2007,5/21/14 16:21,10/13/20 18:41,,,,,,,,Johannine studies and the geopolitical,,,,,Baylor Univ Prress,"Waco, Tex",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001666912&site=ehost-live&scope=cite,,"Politics and Christianity; Postcolonialism; Sociology, Biblical; Bible. John --Criticism, interpretation; Horsley, Richard A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,What we have heard from the beginning
507,,"Seow, C.L.",1997,,,,,,1997,10/10/14 22:38,10/21/14 16:56,,,,,,,,"""Beyond them, my son, be warned""",Catholic Biblical quarterly. Monograph series,29,,,Catholic Biblical Association of America,"Washington, DC",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001240751&site=ehost-live&scope=cite,,Wisdom--Biblical teaching; Bible. Ecclesiastes --Authorship,"Barré, Michael L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Wisdom, you are my sister: studies in honor of Roland E. Murphy, O. Carm on the occasion of his eightieth birthday"
508,,"Knight, Douglas A.",2000,1-930675-01-1,,,,,2000,5/16/14 15:59,5/16/14 15:59,,,,,,,,,,,,,Brown Judaic Studies,"Providence, R.I",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000004857&site=ehost-live&scope=cite,,"Sociology, Biblical; Bible. Exodus 19-40; Bible. Old Testament --Law; Cities and towns, Ancient--Palestine; Sociology, Rural",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Wise and discerning mind"""
509,,"Geller, Jay",2020,978-0-8263-6163-9,,,,Charles H. Long's groundbreaking works on Africana religious studies serve as the backdrop to With This Root about My Person.,2020,6/11/20 18:50,6/23/20 16:29,5/14/20 20:59,,,,,,,,,,,,University of New Mexico Press,Albuquerque,English,,,,,Open WorldCat,,,,,,,,"Reid, Jennifer; Carrasco, Davíd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,With this root about my person: Charles H. Long and new directions in the study of religion
510,,"Levine, Amy-Jill",1999,978-0-585-24654-3,,,,"This new collection of fourteen integrated, original essays by prominent scholars and experienced teachers provides a comprehensive and accessible entree to current research on women and the origins of Christianity. Engaging for both the interested reader and the specialist in religion, Women and Christian Origins is sensitive to feminist theory and attentive to distinctions between the (re)construction of women's history in early Christian churches and ancient constructions of gender difference. ; Women's lives in the ancient Mediterranean / Judith P. Hallett -- Jewish women and Christian origins : some caveats / Ross S. Kraemer -- Jewish women and women's Judaism(s) at the beginning of Christianity / Ross S. Kraemer -- Women's religions and religious lives in the Greco-Roman city / Lynn R. LiDonnici -- Reconstructing ""real"" women in Gospel literature : the case of Mary Magdalene / Mary Rose D'Angelo -- (Re)presentations of women in the Gospels : John and Mark / Mary Rose D'Angelo -- Women in the Q communit(ies) and traditions / Amy-Jill Levine -- (Re)presentations of women in the Gospel of Matthew and Luke-Acts / Mary Rose D'Angelo -- Reading real women through the undisputed letters of Paul / Margaret Y. MacDonald -- Paul on women and gender / Elizabeth A. Castelli -- Rereading Paul : early interpreters of Paul on women and gender / Margaret Y. MacDonald -- Women, gender, and gnosis in gnostic texts and traditions / Anne McGuire -- Women, ministry, and church order in early Christianity / Francine Cardman -- Women as sources of redemption and knowledge in early Christian traditions / Gail Corrington Streete.",1999,10/28/16 18:46,10/28/16 18:47,,,,,,,,,,,,,Oxford University Press,,eng,,,,,discoverlibrary.vanderbilt.edu,,,,,,,"Christianity--Origin.; Women in Christianity--History--Early church, ca. 30-600.","Kraemer, Ross Shepard; D'Angelo, Mary Rose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Women & Christian origins
511,,"Levine, Amy-Jill",2019,978-1-62837-249-6,,,,"""In 1894, Anna Ely Rhoads became the first woman to join the Society of Biblical Literature and Exegesis, an academic society devoted to the study of the Bible and its ancient context. Since Rhoads, the participation of women in the Society has increased dramatically. In this volume essays from more than thirty leading women biblical scholars from around the world reflect on the accomplishments and challenges that women have encountered in the Society of Biblical Literature over the last 125 years. The volume provides a window into the personal dimensions behind the academic study of the Bible in the twentieth and twenty-first centuries for scholars and students""-- Provided by publisher.",2019,6/11/20 18:53,8/11/20 17:22,,,,,,,,,Biblical scholarship in North America; Number 29,,,,Society of Bible Literaure Press,Atlanta,eng,,,,,catalog.library.vanderbilt.edu,,,,,,,"History; Bible; Society of Biblical Literature; Criticism, interpretation, etc.; Women Biblical scholars","Tilford, Nicole L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Women and The Society of Biblical Literature
512,,"Townes, Emilie",1996,0-8170-1245-1,,,,,1996,10/13/14 12:44,12/10/14 15:21,,,,,,,,,,,,,Judson Press,"Valley Forge, PA",eng,,,,,Primo,BV4844 .W654 1996,,,,,,Devotional calendars; Christian devotional calendars; Daily readings (Spiritual exercises); Devotional exercises (Daily readings); Devotional yearbooks; Divine healing; Faith healing; Health Religious aspects Christianity; Health Religious aspects Christianity Meditations; nne Faith-cure; Spiritual healing; Spiritual healing Meditations; Spiritual therapies; Women Prayers and devotions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Women at the well : meditations on healing and wholeness
513,,"Townes, Emilie",2003,0-8170-1404-7,,,,,2003,10/13/14 12:19,7/18/18 15:30,,,,,,,,,,,,,Judson Press,"Valley Forge, PA",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Women; Religious aspects; Christianity; Christianity. Spiritual healing. Women. Genre/Form: Meditations. Prayers; English. Spiritual healing; Meditations. Health; Prayers and devotions,"Delloff, Linda-Marie; Glover-Williams, Bernadette",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Women at the well. vol. 2: meditations for quenching our thirst
514,,"Miller-McLemore, Bonnie",1991,978-0-8006-2420-0,,,,,1991,3/21/16 20:47,3/21/16 20:48,,,,,,,,,,,,,Fortress Press,Minneapolis,English,,,,,WorldCat Discovery Service,,,,,,,,"Glaz, Maxine; Stevenson-Moessner, Jeanne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Women in travail and transition: a new pastoral care
515,,"Miller-McLemore, Bonnie",2010,978-0-8006-6444-2,,,,,2010,10/14/14 2:11,10/14/14 2:11,,,,,,,,Are there limits to multicultural inclusion?,,,,,Fortress Pr,Minneapolis,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001823962&site=ehost-live&scope=cite,,"Pastoral theology; Feminism; Pluralism, Cultural; Women--Psychology","Stevenson-Moessner, Jeanne; Snorton, Teresa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Women out of order : risking change and creating care in a multicultural world
516,,"Seow, C.L.",1997,0-664-25728-3,,,,,1997,10/10/14 22:38,10/21/14 16:55,,,,,,,,Dangerous seductress or elusive lover,,,,,Westminster John Knox Press,"Louisville, Ky.",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001241539&site=ehost-live&scope=cite,,"Bible. Ecclesiastes; Bible. Old Testament --Language, style; Women in the Bible","Douglass, Jane Dempsey; Kay, James F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Women, gender, and Christian community"
517,,"Levine, Amy-Jill",2012,978-0-664-23707-3,,,,John Louis Kesler Circulating Library.,2012,8/6/14 13:00,8/6/14 13:02,,,,,,,,,,,,,Westminster John Knox Press,"Louisville, Ky",eng,,,,,Primo,BS491.3 .W66 2012,,,,,,Bible Commentaries; Bible Exegesis; Bible Interpretation; Women Middle East History; Women Rome History,"Newsom, Carol A. (Carol Ann); Ringe, Sharon H.; Lapsley, Jacqueline E.",,,,,,,,,,,,,,,,,,,"3rd ed., twentieth anniversary ed., rev. and updated.",,,,,,,,,,,,,,,,,,,,,,,,,,,book,Women's Bible commentary
518,,"Floyd-Thomas, Stacey",2014,978-1-135-69790-7,,,,"Like Laura Bauer and Allen Harris, my husband Juan and I met during the formative years of our professional identities. The setting for the meeting, interestingly enough, was a summer academic program where we lived intimately with several prolific academic couples. At the dawn of both of our graduate careers, having such exposure to couples who were able successfully to integrate their personal, professional, and philosophical selves allowed us to observe, critique, and imagine that such a pairing might be not only possible but also attractive. © 2001 by Elizabeth G. Creamer.",2014,11/22/22 18:26,11/22/22 18:26,,,,,,,,Seeing and being seen,,,,,,,English,,,Scopus,,Scopus,,,,C:\Users\xus12\Zotero\storage\Q5WSRWQ5\display.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Working Equal: Collaboration Among Academic Couples
519,,"Morrill, Bruce T.",2019,978-1-5326-7301-6 978-1-5326-7302-3 978-1-5326-7303-0,,,,,2019,6/11/20 18:58,6/11/20 18:58,,,,,,,,,,,,,Wipf and Stock,"Eugene, OR",English,,,,,Open WorldCat,,,,,,,,,,,,,Pierre Hegy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Worship as community drama: introduction to liturgy evaluation
520,,"Levine, Amy-Jill",2015,978-0-8173-8838-6,,,,"$$Ccontents$$VWriting Discourses -- God Save This Honorable Court: Religion and Civic Discourse / Jonathan Z. Smith -- An Early Moment in the Discourse of ""Terrorism"": Reflections on a Tale from Marco Polo / Bruce Lincoln -- ""A Storm on the Horizon"": Discomforting Democracy and the Feeling of Fairness / Ann Pellegrini -- Riting Social Formations -- Fear of Small Numbers / Arjun Appadurai -- Developing a Critical Consciousness: Feminist Studies in Religion / Judith Plaskozu -- Religious Practices and Communal Identity of Cochin Jews: Models, Metaphors, and Methods of Diasporic Religious Acculturation / Nathan Katz -- Righting the Discipline -- Regarding Origin: Beginnings, Foundations, and the Bicameral Formation of the Study of Religion / Tomoko Masuzawa -- De-Judaizing Jesus: Theological Need and Exegetical Execution / Amy-Jill Levine -- How to Theorize with a Hammer, or, On the Destruction and Reconstruction of Islamic Studies / Aaron W. Hughes -- Personal Self-Disclosure, Religious Studies Pedagogy, and the Skeptical Mission of the Public University / Martin S. Jaffee., $$Cbibliography_note$$VIncludes bibliographical references and index.",2015,11/3/16 19:14,11/3/16 19:15,11/3/16 19:14,,,,,,,,,,,,The University Alabama Press,"Tuscaloosa, Alabama",eng,,,,,discoverlibrary.vanderbilt.edu,AVAILABLE ONLINE,,,,,,"Electronic books; Comparative religion; Denominations, Religious; Religion, Comparative; Religions; Religions, Comparative; Religious denominations; World religions",,,,,,"Ramey, Steven W.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Writing religion: the case for the critical study of religion
521,,"Sasson, Jack",1982,90-6258-126-9 978-90-6258-126-9,,,,,1982,12/12/14 4:40,10/6/20 17:43,,,,,,,,,,,,,Brill Pubishers,Leiden,English,,,,,Open WorldCat,,,,,,,,"Kraus, F. R.; Driel, G. van.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Zikir šumim: Assyriological studies presented to F.R. Kraus on the occasion of his seventieth birthday
