qid,label_en,depicts_uuid,depicts,depicts_ref1_hash,depicts_ref1_statedIn,depicts_ref1_referenceUrl,depicts_ref1_retrieved_nodeId,depicts_ref1_retrieved_val,depicts_ref1_retrieved_prec
Q103308917,Standing figure with spiked crown and shaman's necklace,,,,,,,,
Q103308926,Standing figure with tapered head and elaborate ear ornaments,,,,,,,,
Q103308934,Standing human figure,,,,,,,,
Q103308942,Standing male figure,,,,,,,,
Q103308948,Standing male figure with birdhead,,,,,,,,
Q103308953,Standing male figure with elaborate body patterns,,,,,,,,
Q103308960,Standing male figure with incised patterns on arms and thighs,,,,,,,,
Q103308964,Standing male figure with stylized head and face,,,,,,,,
Q103308973,Standing male funerary figure,,,,,,,,
Q103308978,Standing Nude,,,,,,,,
Q103308983,Standing pan pipe player with bird headdress,,,,,,,,
Q103308992,Standing Vishnu,,,,,,,,
Q103308997,Standing warrior figure with headdress,,,,,,,,
Q103309002,Standing Woman,,,,,,,,
Q103309008,"Star, from the series ""Sun, Moon, and Stars"" (""Nichi-Getsu-Hoshi No Uchi"")",,,,,,,,
Q103309016,Stara Kobieta Wysiaduje,,,,,,,,
Q103309022,Starting the Day,,,,,,,,
Q103309027,Statue,,,,,,,,
Q103309040,Statue of Liberty,,,,,,,,
Q103309051,"Steam on Church Street, from the series ""Tribeca, 10013""",,,,,,,,
Q103309059,Stick or mallet for musical instrument,,,,,,,,
Q103309064,Still-life,,,,,,,,
Q103309070,Stirrup-spout vessel,,,,,,,,
Q103309076,Stone handle,,,,,,,,
Q103309087,Stone head of a Buddha,,,,,,,,
Q103309095,Stone seal,,,,,,,,
Q103309100,Stone tool,,,,,,,,
Q103309106,Stone tool,,,,,,,,
Q103309114,Stooped Jester,,,,,,,,
Q103309121,Stop!  Look!  Can We Criticize China? Style vs. Sense,,,,,,,,
Q103309128,Storage jar with faint red pigment,,,,,,,,
Q103309136,Storage jar with rounded bottom and geometric designs,,,,,,,,
Q103309143,"Strata, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q103309152,"Street Scene 1, Portfolio",,,,,,,,
Q103309160,Street Vendors,,,,,,,,
Q103309165,Studio in Palma de Mallorca from Creation in Space of Joan Miró,,,,,,,,
Q103309171,Study,,,,,,,,
Q103309178,"Study for ""Devil Says Hello #6""",,,,,,,,
Q103309184,"Study for ""Empty Room""",,,,,,,,
Q103309190,Study for a print (reclining man),,,,,,,,
Q103309199,"Study for a Square Dancer, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q103309204,Study for Sculpture I,,,,,,,,
Q103309210,Study for Sculpture II,,,,,,,,
Q103309216,Study for the Devil Says Hello No. 2,,,,,,,,
Q103309232,Submarí,,,,,,,,
Q103309244,Subway,,,,,,,,
Q103309257,"Successful Businessman Dozing, #38 from the series ""Têtes""",,,,,,,,
Q103309264,"Sugar Loaf & Plastic Balls, Rio de Janiero, Brazil",,,,,,,,
Q103309272,Suiteki (water dropper) with a Design of a Frog,,,,,,,,
Q103309282,Suiteki (water dropper) with a design of fans,,,,,,,,
Q103309293,Sumitsubo - Carpenter's Plumb Line,,,,,,,,
Q103309305,"Summer Noon, from American Abstract Artists 75th Anniversary Print Portfolio",,,,,,,,
Q103309309,"Summer Suite E ""Torso""",,,,,,,,
Q103309316,"Sunrise, San Remo",,,,,,,,
Q103309322,Superdrag - Rock Show,,,,,,,,
Q103309332,Sutra Container with a Chrysanthemum Design,,,,,,,,
Q103309341,SWF27,,,,,,,,
Q103309346,SWF97,,,,,,,,
Q103309357,Sword Handle with Silk Cord,,,,,,,,
Q103309365,Sword Handle with Unwrapped Cord,,,,,,,,
Q103309373,Sylvia Miles,,,,,,,,
Q103309379,Taieki Temjin Ki,,,,,,,,
Q103309385,Tan water bottle,,,,,,,,
Q103309399,Tantra design and calligraphy (Tantric Mandala),,,,,,,,
Q103309405,Taoist Immortal,,,,,,,,
Q103309414,Tapered ovoid storage jar,,,,,,,,
Q103309419,Teatr Im. Jana Kochanowskiego w Opolu,,,,,,,,
Q103309425,"Teito Gakei Ichiran (Choice Sights of the Capitol), four volumes",,,,,,,,
Q103309437,Ten Million Members by Christmas,,,,,,,,
Q103309445,"Tennessee Titans Opening Day, 09.12.1999, Nashville, TN",,,,,,,,
Q103309452,"Tenugui (Hand Towel) with a Design of Flowers, a Fence, and Water",,,,,,,,
Q103309458,Tenugui (Hand Towel) with a Scene from the Japanese Alps,,,,,,,,
Q103309467,Tewrdannckhs,,,,,,,,
Q103309471,Textile (blue & white with pink),,,,,,,,
Q103309479,Textile with a design of chrysanthemums and fringes,,,,,,,,
Q103309487,Textile with a design of grass orchids and chrysanthemums and furoshiki,,,,,,,,
Q103309493,Textile with a design of Nandina plants and Furoshiki,,,,,,,,
Q103309498,Textile with Chinese embroidery of birds and flowers,,,,,,,,
Q103309505,Textile with red paisley border,,,,,,,,
Q103309519,"Thanks for a Great Season, Tennessee Titans - AFC Champions",,,,,,,,
Q103309527,The Adoration of the Shepherds,,,,,,,,
Q103309533,"The Ark of Love, from ""Fables with a Twist""",,,,,,,,
Q103309541,The Backgammon Players,,,,,,,,
Q103309546,The Baker Sounding His Horn,,,,,,,,
Q103309557,The Basque Boy,,,,,,,,
Q103309565,The Bathers,,,,,,,,
Q103309573,The Bearing of the Cross,,,,,,,,
Q103309578,The Black Cloak (Mrs. Paul Mellon),,,,,,,,
Q103309586,The Blacksmith,,,,,,,,
Q103309592,The Bronco Buster (reproduction),,,,,,,,
Q103309598,The Burro Station,,,,,,,,
Q103309607,The Camera Never Lies,,,,,,,,
Q103309612,The Cobbler,,,,,,,,
Q103309618,"The Conversation, Rio de Contas, Brazil",,,,,,,,
Q103309621,The Corn Field,,,,,,,,
Q103309630,The Countess of Kildare after Sir Peter Lely),,,,,,,,
Q103309634,The Divers,,,,,,,,
Q103309642,The Doll,,,,,,,,
Q103309647,"The Drawing Lesson, Berthe Morisot and her Daughter",,,,,,,,
Q103309655,The Edge of the Forest,,,,,,,,
Q103309660,The Elastic Membrane,,,,,,,,
Q103309668,The Emancipation Approximation (Scene 5),,,,,,,,
Q103309673,The Empress,,,,,,,,
Q103309678,The Entombment,,,,,,,,
Q103309687,The Family,,,,,,,,
Q103309695,The Female Daoist Immortal Chang'e,,,,,,,,
Q103309701,The Forager,,,,,,,,
Q103309708,The Four Stages of Cruelty: Cruelty in Perfection Plate III,,,,,,,,
Q103309722,The Four Stages of Cruelty: First Stage of Cruelty Plate I,,,,,,,,
Q103309728,The Four Stages of Cruelty: Second Stage of Cruelty Plate II,,,,,,,,
Q103309741,The Four Stages of Cruelty: The Reward of Cruelty Plate IV,,,,,,,,
Q103309753,The Giddiest Grew Pale,,,,,,,,
Q103309763,"The Grand Dauphin, son of Louis XIV",,,,,,,,
Q103309776,The Grand Ole Opry welcomes Ralph Stanley,,,,,,,,
Q103309782,"The Great Screen and Choir, Burgos",,,,,,,,
Q103309787,The Green Man and the Three Queens,,,,,,,,
Q103309798,The Harling Gate,,,,,,,,
Q103309803,The Herdsman's Cottage or Sunset,,,,,,,,
Q103309808,The Hunchback,,,,,,,,
Q103309813,The Juggler,,,,,,,,
Q103309820,The Kabuki Actor Bando Mitsugoro as Honcho Tsunagoro,,,,,,,,
Q103309831,The Kabuki Actor Ichikawa Danjuro IV,,,,,,,,
Q103309842,The Kabuki Actor Ichikawa Danjuro VIII as Kazusa Shichibei,,,,,,,,
Q103309850,The Kabuki Actor Ichikawa Kyuzo as Hakamaiwa No Yasusuke,,,,,,,,
Q103309859,The Kabuki Actor Kawarazaki Gonjuri as Omon,,,,,,,,
Q103309867,The Kabuki Actor Matsumoto Koshiro as Omi Kotota,,,,,,,,
Q103309875,The Kabuki Actor Nakamura Shikan as Shigeki Masaemon,,,,,,,,
Q103309888,The Kabuki Actors Ichikawa Danjuro VIII as Kasugaya Tokijuro and Bando,,,,,,,,
Q103309895,"The Kabuki Actors Ichikawa Ebijuro as Katsuma Takubei, Ichikawa Ichizo",,,,,,,,
Q103309901,The Knifegrinder,,,,,,,,
Q103309906,"The Lamentations of Jeremiah, from ""Ten Wood Engravings for the Old Testament""",,,,,,,,
Q103309917,The Last Supper,,,,,,,,
Q103309925,"The Laughing Rembrandt, after Rembrandt",,,,,,,,
Q103309938,The Light,,,,,,,,
Q103309949,The Lonely Wayfarer,,,,,,,,
Q103309955,The Love Letter,,,,,,,,
Q103309960,The Making of Imari Pottery in Hizen Province,,,,,,,,
Q103309967,The Mirror (or By the Mirror),,,,,,,,
Q103309976,The Misery Comes Out from all Streets,,,,,,,,
Q103309981,The Old Fiddler Dreams,,,,,,,,
Q103309987,The Painter and His Pug,,,,,,,,
Q103309995,The Pater Familias,,,,,,,,
Q103310006,"The Peacable Kingdom, from ""Ten Wood Engravings from the Old Testament""",,,,,,,,
Q103310014,The Pear (La Poire d'Erik Satie),,,,,,,,
Q103310020,The Peasant Settling His Debt,,,,,,,,
Q103310030,The Pianist,,,,,,,,
Q103310035,The Pickett Guard,,,,,,,,
Q103310043,The Play's the Thing,,,,,,,,
Q103310049,The Poet Kahinomoto No Hitomaro,,,,,,,,
Q103310056,"The Portrait of Anibale Caracci, Drawn by Himself, After Anibale Caracci (Italian, 1560-1609)",,,,,,,,
Q103310063,The Quacksalver,,,,,,,,
Q103310070,The Raising of Lazarus (after Leandro Bassano),,,,,,,,
Q103310082,The Resurrection,,,,,,,,
Q103310090,The Right Honourable Henry Fox Esq.,,,,,,,,
Q103310097,"The Right Reverend William White, D.D.",,,,,,,,
Q103310104,"The Road is Wider Than Long: An Image Diary from the Balkans July-August 1938 A Series of Surrealist Poetry, edited by E.L.T. Mesens (Dedicated book)",,,,,,,,
Q103310108,The Schoolmaster,,,,,,,,
Q103310115,The Sculptor Zacharie Astruc,,,,,,,,
Q103310118,The Singers,,,,,,,,
Q103310124,The Skyscraper Window,,,,,,,,
Q103310135,The Spectacle Seller,,,,,,,,
Q103310140,The Starline Rhythm Boys in Person,,,,,,,,
Q103310148,The Steps,,,,,,,,
Q103310153,"The stirrup-spout vessel, depicting an old mountain god",,,,,,,,
Q103310160,"The Stock Market, from ""Fables with a Twist""",,,,,,,,
Q103310169,The Stoning of St. Stephen,,,,,,,,
Q103310176,"The Story of Jonah, from ""Ten Wood Engravings from the Old Testament""",,,,,,,,
Q103310185,The Sumo Wrestler Ozora,,,,,,,,
Q103310192,"The Temptation of St. Anthony, after Jacopo Tintoretto",,,,,,,,
Q103310199,The Three Judges,,,,,,,,
Q103310211,"The Treasury of Athens, Delphi",,,,,,,,
Q103310219,"The Vain Crow, from ""Fables with a Twist""",,,,,,,,
Q103310225,The Visitation,,,,,,,,
Q103310231,The Wandering Musicians,,,,,,,,
Q103310238,The Washer Woman,,,,,,,,
Q103310243,The Watchman,,,,,,,,
Q103310248,The Weight Lifter,,,,,,,,
Q103310254,The Whitebait Season,,,,,,,,
Q103310258,The Wilderness of Waters,,,,,,,,
Q103310264,"The Wolf and the Little Kids, from ""Fables with a Twist""",,,,,,,,
Q103310274,The Woman Winding Upon a Reel,,,,,,,,
Q103310285,The Woolworth through the Arch,,,,,,,,
Q103310293,The World Upside Down:  Ox in Net,,,,,,,,
Q103310301,The Year of the Child,,,,,,,,
Q103310308,There was an Old Painter from Maine,,,,,,,,
Q103310315,Theseus Battling the Minotaur,,,,,,,,
Q103310323,This Device on Hat or Helmet Means U.S. Marines,,,,,,,,
Q103310330,"Thomas Moore, after Sir Martin Archer Shee",,,,,,,,
Q103310336,Three Alphabets,,,,,,,,
Q103310346,Three Dimensional Plaster/Painting,,,,,,,,
Q103310358,Three Female Figures in a Landscape,,,,,,,,
Q103310363,Three Figures,,,,,,,,
Q103310368,Three Masted Black Schooner,,,,,,,,
Q103310376,Three part carving of an old falconer and a young boy beside a lantern,,,,,,,,
Q103310382,Three Women from a Famous Story (reproduction),,,,,,,,
Q103310394,Three Women in the Evening (reproduction),,,,,,,,
Q103310403,"Throat, from A Word Made Flesh (with verse from Emily Dickinson)",,,,,,,,
Q103310411,Throne with tapestry seat,,,,,,,,
Q103310418,"Title Page from Yumi-hari-tsuki, Juroppen (An Arrow Shot at the Moon, 16 Stories)",,,,,,,,
Q103310424,"Title Page of a Book Entitled Shimpen Kinbeibai, by Kyokutei, Bakin",,,,,,,,
Q103310432,Title Unknown,,,,,,,,
Q103310437,Title unknown [two male figures],,,,,,,,
Q103310443,Titus Manlius,,,,,,,,
Q103310449,"Tobae Akubi-dome (Caricatures to Prevent Yawning), Volumes 1 and 3",,,,,,,,
Q103310456,"Tobae Sangokushi (Caricatures of the Three Cities), three volumes",,,,,,,,
Q103310463,Tod packt eine frau (Death Seizes a Woman),,,,,,,,
Q103310472,Tomb Model: House,,,,,,,,
Q103310478,Tool head,,,,,,,,
Q103310486,Torso of Christ,,,,,,,,
Q103310492,Total eclipse of the sun,,,,,,,,
Q103310505,Totem,,,,,,,,
Q103310510,"Tower Fantasy, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q103310516,"Transit III, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q103310522,Transitional Side Chair,,,,,,,,
Q103310532,"Transl'umina Graphic, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q103310538,Tray with Carved & Painted Design of a Noh Mask & Noh Fan (with wooden box),,,,,,,,
Q103310544,Treaty in Vermillion,,,,,,,,
Q103310552,Tree Peony and Tea Cups,,,,,,,,
Q103310558,Trees Reflected,,,,,,,,
Q103310564,Triangular brown bottle,,,,,,,,
Q103310575,Troi,,,,,,,,
Q103310581,Tsuba (Sword Guard) with a Design of a Dragon and Waves,,,,,,,,
Q103310588,Tsuba (Sword Guard) with a Design of a Four-Petal Motif with a Bat,,,,,,,,
Q103310599,"Tsuba (Sword Guard) with a Design of a Guardian Figure on One Side, and the Sign Giving the Order to Dismount on the Other",,,,,,,,
Q103310609,"Tsuba (Sword Guard) with a Design of a Raven or Crow, Mountain Peaks, and Clouds",,,,,,,,
Q103310618,Tsuba (Sword Guard) with a Design of A Three-Petal Flower,,,,,,,,
Q103310622,Tsuba (Sword Guard) with a Design of an Eagle,,,,,,,,
Q103310630,Tsuba (Sword Guard) with a Design of Cherry Blossoms,,,,,,,,
Q103310638,Tsuba (Sword Guard) with a Design of Flower Blossoms on the Edges,,,,,,,,
Q103310646,Tsuba (Sword Guard) With a Design of Lotuses,,,,,,,,
Q103310655,Tsuba (Sword Guard) with a Design of Squirrels and Grapes,,,,,,,,
Q103310663,"Tsuba (Sword Guard) with a Design on One Side of Daruma  Holding a Fly Whisk, and Mountain Landscape on the Other",,,,,,,,
Q103310673,Tsuba (Sword Guard) with an Inlay Design of Bamboo,,,,,,,,
Q103310680,Tulip Leaf from Intimacy,,,,,,,,
Q103310684,Tulips from Intimacy,,,,,,,,
Q103310694,Turkish Musik,,,,,,,,
Q103310700,"Two Codes, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q103310705,"Two Corn Dogs Coming Right Up! Aug 19-29,1999",,,,,,,,
Q103310715,Two Horses,,,,,,,,
Q103310723,"Two Horses, a Book Illustration from The Manga, Vol. 6",,,,,,,,
Q103310733,Two Kabuki Actors as Matasuke and the Moneylender Kanekashi Ganroku,,,,,,,,
Q103310743,"Two Kabuki actors, one in female role",,,,,,,,
Q103310753,Two Monkeys on a Pine Cliff,,,,,,,,
Q103310763,Two Saints Adoring Madonna,,,,,,,,
Q103310770,"Two Seated Women, One About to Write a Poem Card and One About to Play",,,,,,,,
Q103310779,Two Travellers in a Winter Landscape (reproduction),,,,,,,,
Q103310785,Two Women Playing Musical Instruments Under a Willow Tree (reproduction),,,,,,,,
Q103310796,Two Women Travelling by Mount Fuji,,,,,,,,
Q103310800,"Two Women, a Man, and a Boy Gathering Seashells (facsimile)",,,,,,,,
Q103310812,"Two Zebra Nudes, New York",,,,,,,,
Q103310819,"U - DO - IT Copies 10 cents, Legal size 12 cents",,,,,,,,
Q103310827,U.S. Marines Active Service on Land and Sea,,,,,,,,
Q103310833,U.S. Navy,,,,,,,,
Q103310845,"U.S. Navy 'Here He Is, Sir' We Need Him and You Too!",,,,,,,,
Q103310854,Ukiyo E Shi Fu,,,,,,,,
Q103310864,Ulysses,,,,,,,,
Q103310870,Un Chevalier Louis XIII,,,,,,,,
Q103310878,Under Shelter,,,,,,,,
Q103310890,Une Bonne Fin de Mois (A Good Month's Work),,,,,,,,
Q103310903,Unidentified Boy (Blonde Bowl-cut Hair),,,,,,,,
Q103310911,Unidentified Boy (Wearing Glasses),,,,,,,,
Q103310919,Unidentified Man and Woman,,,,,,,,
Q103310925,Unidentified Woman,,,,,,,,
Q103310936,"Unidentified Woman (Short Blonde Hair, 1 of 16)",,,,,,,,
Q103310945,"Unidentified Woman (Short Blonde Hair, 10 of 16)",,,,,,,,
Q103310950,"Unidentified Woman (Short Blonde Hair, 11 of 16)",,,,,,,,
Q103310956,"Unidentified Woman (Short Blonde Hair, 12 of 16)",,,,,,,,
Q103310961,"Unidentified Woman (Short Blonde Hair, 13 of 16)",,,,,,,,
Q103310969,"Unidentified Woman (Short Blonde Hair, 14 of 16)",,,,,,,,
Q103310975,"Unidentified Woman (Short Blonde Hair, 15 of 16)",,,,,,,,
Q103310984,"Unidentified Woman (Short Blonde Hair, 2 of 16)",,,,,,,,
Q103310992,"Unidentified Woman (Short Blonde Hair, 3 of 16)",,,,,,,,
Q103310999,"Unidentified Woman (Short Blonde Hair, 4 of 16)",,,,,,,,
Q103311006,"Unidentified Woman (Short Blonde Hair, 5 of 16)",,,,,,,,
Q103311016,"Unidentified Woman (Short Blonde Hair, 6 of 16)",,,,,,,,
Q103311026,"Unidentified Woman (Short Blonde Hair, 7 of 16)",,,,,,,,
Q103311038,"Unidentified Woman (Short Blonde Hair, 8 of 16)",,,,,,,,
Q103311045,"Unidentified Woman (Short Blonde Hair, 9 of 16)",,,,,,,,
Q103311058,Unidentified Woman (Short Blonde Hair),,,,,,,,
Q103311063,Unité,,,,,,,,
Q103311071,United against HIV/AIDS Discussing AIDS at Workplace,,,,,,,,
Q103311077,United States Lines Europe-America (Image captioned: Leviathan at Southampton),,,,,,,,
Q103311086,"United We Serve; United War Work Campaign; $170,500,000",,,,,,,,
Q103311096,Unknown calligraphy,,,,,,,,
Q103311101,Untitled,,,,,,,,
Q103311109,Untitled,,,,,,,,
Q103311117,Untitled,,,,,,,,
Q103311125,Untitled,,,,,,,,
Q103311132,Untitled,,,,,,,,
Q103311136,Untitled,,,,,,,,
Q103311144,Untitled,,,,,,,,
Q103311150,Untitled,,,,,,,,
Q103311157,Untitled,,,,,,,,
Q103311163,Untitled,,,,,,,,
Q103311173,Untitled,,,,,,,,
Q103311185,Untitled,,,,,,,,
Q103311192,Untitled,,,,,,,,
Q103311200,Untitled,,,,,,,,
Q103311207,Untitled,,,,,,,,
Q103311217,Untitled,,,,,,,,
Q103311229,Untitled,,,,,,,,
Q103311244,Untitled,,,,,,,,
Q103311258,Untitled,,,,,,,,
Q103311271,Untitled,,,,,,,,
Q103311288,Untitled,,,,,,,,
Q103311303,Untitled,,,,,,,,
Q103311318,Untitled,,,,,,,,
Q103311327,Untitled,,,,,,,,
Q103311336,Untitled,,,,,,,,
Q103311341,Untitled,,,,,,,,
Q103311353,Untitled,,,,,,,,
Q103311358,Untitled,,,,,,,,
Q103311366,Untitled,,,,,,,,
Q103311370,Untitled,,,,,,,,
Q103311378,Untitled (#1056),,,,,,,,
Q103311384,Untitled (Beijing),,,,,,,,
Q103311390,Untitled (Dedicated poster),,,,,,,,
Q103311396,Untitled (Dedicated poster),,,,,,,,
Q103311406,Untitled (Dedicated poster),,,,,,,,
Q103311414,Untitled (for Ed Green),,,,,,,,
Q103311422,Untitled (Four male figures),,,,,,,,
Q103311431,"Untitled (from the ""Early Spring in February 2005"" suite, 1 of 3)",,,,,,,,
Q103311436,"Untitled (from the ""Early Spring in February 2005"" suite, 2 of 3)",,,,,,,,
Q103311448,"Untitled (from the ""Early Spring in February 2005"" suite, 3 of 3)",,,,,,,,
Q103311462,Untitled (half-figure of a woman),,,,,,,,
Q103311469,Untitled (Mother and child),,,,,,,,
Q103311476,Untitled (No. 16),,,,,,,,
Q103311483,Untitled (Pastoral scene w/ figure crossing a bridge),,,,,,,,
Q103311490,"Untitled (Presentation of the Christ child in the temple, after Federico Zuccaro)",,,,,,,,
Q103311499,Untitled (still life at a seashore),,,,,,,,
Q103311508,Untitled (Three women),,,,,,,,
Q103311512,Untitled abstract sculpture,,,,,,,,
Q103311519,Untitled from L'Histoire de France (Crack),,,,,,,,
Q103311523,Untitled from L'Histoire de France (Flags),,,,,,,,
Q103311530,Untitled from L'Histoire de France (Lemons),,,,,,,,
Q103311535,Untitled from L'Histoire de France (Stairs),,,,,,,,
Q103311540,"Untitled Illustration for Vers Un Monde Volange (Toward an Uncertain World), plate 5 of 8",,,,,,,,
Q103311546,Untitled maquette for a sculpture,,,,,,,,
Q103311552,Untitled Portrait,,,,,,,,
Q103311558,"Untitled-m-II, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q103311564,"Untitled, after Carol Maratta",,,,,,,,
Q103311569,"Untitled, Balcony Alexandria",,,,,,,,
Q103311575,"Untitled, from ""America: Now + Here"" a portfolio",,,,,,,,
Q103311583,"Untitled, from ""America: Now + Here"" a portfolio",,,,,,,,
Q103311590,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work",,,,,,,,
Q103311599,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work",,,,,,,,
Q103311613,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work",,,,,,,,
Q103311619,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work",,,,,,,,
Q103311627,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work",,,,,,,,
