inventory_number,string
#2009.012w,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012x,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012y,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.012z,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.013a,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.013b,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.013c,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.013d,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.013e,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.013f,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.013g,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.013h,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.013i,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.013j,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.013k,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.013l,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.013m,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.013n,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.014a,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.014b,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.014c,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.014d,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.014e,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.014f,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.014g,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.014h,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.014i,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.014j,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.014k,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.014l,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.014m,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.014n,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.014o,"Eichenberg, Fritz (American illustrator, printmaker, and engraver, 1901-1990)"
#2009.014p,"Eichenberg, Fritz (1901-1990, born Cologne, Germany, died Peace Dale, RI)"
#2009.014q,"Eichenberg, Fritz (1901-1990, born Cologne, Germany, died Peace Dale, RI)"
#2009.014r,"Eichenberg, Fritz (1901-1990, born Cologne, Germany, died Peace Dale, RI)"
#2009.014s,"Eichenberg, Fritz (1901-1990, born Cologne, Germany, died Peace Dale, RI)"
#2009.014t,"Eichenberg, Fritz (1901-1990, born Cologne, Germany, died Peace Dale, RI)"
#2009.015,"Ferrato, Donna (American photographer, born 1949)"
#2009.016,"Ferrato, Donna (American photographer, born 1949)"
#2009.017,"Ferrato, Donna (American photographer, born 1949)"
#2009.018,"Ferrato, Donna (American photographer, born 1949)"
#2009.019,"Ferrato, Donna (American photographer, born 1949)"
#2009.020,"Lennard, Erica (American photographer, born 1950)"
#2009.021,"Lennard, Erica (American photographer, born 1950)"
#2009.022,"Lennard, Erica (American photographer, born 1950)"
#2009.023,"Hamilton, Grant E. (American cartoonist, illustrator, and editor, 1862-1926)"
#2009.028,"Walker, W. H. (British watercolorist and illustrator, 1906-1926)"
#2010.001,"Richter, Gerhard (German painter, born 1932)"
#2010.002a,"Michael, Creighton (American sculptor, born 1949)"
#2010.002b,"Michael, Creighton (American sculptor, born 1949)"
#2010.002c,"Michael, Creighton (American sculptor, born 1949)"
#2010.002d,"Michael, Creighton (American sculptor, born 1949)"
#2010.002e,"Michael, Creighton (American sculptor, born 1949)"
#2010.002f,"Michael, Creighton (American sculptor, born 1949)"
#2010.002g,"Michael, Creighton (American sculptor, born 1949)"
#2010.002h,"Michael, Creighton (American sculptor, born 1949)"
#2010.003,"Pennell, Joseph (American printmaker, illustrator, and author, ca. 1860-1926)"
#2010.004,"Artist Unknown (1697-1764, born London, England)"
#2010.005,"Cotman, John Sell (English painter and etcher, 1782-1842)"
#2010.006,"Hoffmann, E.P."
#2010.007,"Martínez, Raúl (Cuban painter, 1927-1995)"
#2010.009,Artist Unknown
#2010.010,"Creightney, Karsten  (1976-, born Albuquerque, New Mexico)"
#2010.011,"Taylor, Fred (English painter, illustrator, and poster artist, 1875-1963)"
#2010.012,"Taylor, Fred (English painter, illustrator, and poster artist, 1875-1963)"
#2010.013,"Kruger, Barbara (American conceptual artist, designer, and writer, born 1945)"
#2010.014,"Ferrato, Donna (American photographer, born 1949)"
#2010.015,"Ferrato, Donna (American photographer, born 1949)"
#2011.001,"Williams, John Scott (British painter and graphic artist, 1877-1976)"
#2011.002,Artist Unknown
#2011.003,Artist Unknown
#2011.004,"Chu Ming (Taiwanese sculptor, born 1938)"
#2011.005,"Warren, Gabriel (1955-, born New Haven, CT)"
#2011.006,"Gibson, Ralph (American photographer, born 1939)"
#2011.007,"Gibson, Ralph (American photographer, born 1939)"
#2011.008,"Gibson, Ralph (American photographer, born 1939)"
#2011.009,"Gibson, Ralph (American photographer, born 1939)"
#2011.010,"Gibson, Ralph (American photographer, born 1939)"
#2011.011a,"Hogarth, William (English painter and engraver, 1697-1764)"
#2011.011b,"Hogarth, William (English painter and engraver, 1697-1764)"
#2011.011c,"Hogarth, William (English painter and engraver, 1697-1764)"
#2011.011d,"Hogarth, William (English painter and engraver, 1697-1764)"
#2011.012a-b,"Hogarth, William (English painter and engraver, 1697-1764)"
#2011.012c-d,"Hogarth, William (English painter and engraver, 1697-1764)"
#2011.012e-f,"Hogarth, William (English painter and engraver, 1697-1764)"
#2011.012g-h,"Hogarth, William (English painter and engraver, 1697-1764)"
#2011.012i-j,"Hogarth, William (English painter and engraver, 1697-1764)"
#2011.012k,"Hogarth, William (English painter and engraver, 1697-1764)"
#2011.012l,"Hogarth, William (English painter and engraver, 1697-1764)"
#2011.013,"Raymond, José Luis (1954-)"
#2011.014,"Raymond, José Luis (1954-)"
#2011.015,"Campos-Pons, María Magdalena (Cuban installation artist, painter, and photographer, born 1959)"
#2012.001a,"Bird, Jim (British painter, born 1937)"
#2012.001b,"Camacho, Jorge (Cuban painter, born 1934)"
#2012.001c,"Castillo, Jorge (Spanish painter, sculptor, and printmaker, born 1933)"
#2012.001d,"Christo (American sculptor and environmental artist, born 1935)"
#2012.001e,"Guinovart, Josep (Spanish painter, born 1927)"
#2012.001f,"Hernández Pijuan, Joan (Spanish painter and printmaker, born 1931)"
#2012.001g,"Lam, Wifredo (Cuban painter, sculptor, and draftsman, 1902-1982)"
#2012.001h,"Matta, Roberto (Chilean painter and printmaker, 1911-2002)"
#2012.001i,"Miró, Joán (Spanish painter, printmaker, and ceramicist, 1893-1983)"
#2012.001k,"Ràfols-Casamada, Albert (Spanish painter, born 1923)"
#2012.001l,"Sutherland, Graham Vivian (English painter and printmaker, 1903-1980)"
#2012.001m,"Tamayo, Rufino (Mexican painter, printmaker, and sculptor, 1899-1991)"
#2012.001n,"Tàpies, Antoni (Spanish painter, 1923-2012)"
#2012.001o,"Télémaque, Hervé (French painter and sculptor, born 1937)"
#2012.001p,"Veličković, Vladimir (Serbian painter and printmaker, born 1935)"
#2012.001q,"Vieira da Silva, Maria Helena (French painter, tapestry designer, and printmaker, 1908-1992)"
#2012.001r,"Zao Wou-ki (French painter and printmaker, born in China, 1921-2013)"
#2012.002,"Piranesi, Giovanni Battista (Italian draftsman, architect, and etcher, 1720-1778)"
#2012.003,"Hinterreiter, Hans (Swiss painter, born 1902-1989)"
#2012.004a,"Michael, Creighton (American sculptor, born 1949)"
#2012.004b,"Michael, Creighton (American sculptor, born 1949)"
#2012.004c,"Michael, Creighton (American sculptor, born 1949)"
#2012.004d,"Michael, Creighton (American sculptor, born 1949)"
#2012.004e,"Michael, Creighton (American sculptor, born 1949)"
#2012.004f,"Michael, Creighton (American sculptor, born 1949)"
#2012.004g,"Michael, Creighton (American sculptor, born 1949)"
#2012.005,"Van Hoesen, Beth (American printmaker, born 1926)"
#2012.006,"Van Hoesen, Beth (American printmaker, born 1926)"
#2012.007,"Van Hoesen, Beth (American printmaker, born 1926)"
#2012.008a,"Adams, Alice (American sculptor, born 1930)"
#2012.008aa,"Pozzi, Lucio (American painter, born 1935)"
#2012.008b,"Anuszkiewicz, Richard Joseph (American painter, born 1930)"
#2012.008bb,"Price, Joanna Webster (1956-)"
#2012.008c,"Barnet, Will (American painter and printmaker, 1911-2012)"
#2012.008cc,"Rabinovich, Raquel (Argentine-American painter and sculptor, born 1929)"
#2012.008d,"Boothe, Power Robert (American painter, born 1945)"
#2012.008dd,"Rabkin, Leo (American painter, sculptor and collector, born 1919)"
#2012.008e,"Boretz, Naomi (American painter, active 20th century)"
#2012.008ee,"Riese, Beatrice (American painter, 1917-2004)"
#2012.008f,"Brown, Marvin P. (American painter, educator, born 1943)"
#2012.008ff,"Roser, Ce (American painter, active 20th century)"
#2012.008g,"Bushnell, Kenneth Wayne (American painter, designer, and scenographer, born 1933)"
#2012.008gg,"Rousseau, Irene Victoria (1941-)"
#2012.008h,"Cohen, Jean (1927-2013, born Brooklyn, NY, died Long Island, NY)"
#2012.008hh,"Schwerin von Krosigk, Wifred Graf"
#2012.008i,"Eckstein, Ruth (1916-2011, born Nuremberg, Germany, died Newton, MA)"
#2012.008ii,"Seawright, James (American sculptor, born 1936)"
#2012.008j,"Evertz, Gabriele"
#2012.008jj,"Silverstein, Louis (ca. 1980)"
#2012.008k,"Gilbert, Helen (1938-2001)"
#2012.008kk,"Slobodkina, Esphyr (American painter, illustrator, and textile designer, 1914-2002, born in Russia)"
#2012.008l,"Goodyear, John L. (American painter and sculptor, born 1930 )"
#2012.008ll,"Stroud, Peter (American painter, born 1921)"
#2012.008m,"Gross, James (American painter, active 20th century)"
#2012.008mm,"Wells, Mac (1925-2009, born Cleveland, OH)"
#2012.008n,"Heald, Paul (American painter, born 1936)"
#2012.008nn,"Westfall, Stephen (American painter and critic, born 1953)"
#2012.008o,"Hill, Clinton J. (American painter and printmaker, born 1922)"
#2012.008p,"Jackson, Ward (1928-2004, born Petersburg, VA, died New York, NY)"
#2012.008q,"Juszczk, James Joseph (1943-, born Chicago, IL)"
#2012.008r,"Keller, Martha (American painter, born 1949)"
#2012.008s,"Lassaw, Ibram (American sculptor, 1913-2003)"
#2012.008t,"Logemann, Jane Marie (1942-, born Milwaukee, WI)"
#2012.008u,"Longo, Vincent (American painter, born 1923)"
#2012.008v,"Mann, Katinka (1925-, born New York, NY)"
#2012.008w,"Manter, Nancy (1952-)"
#2012.008x,"Meadmore, Clement (Australian sculptor, 1929-2005, active in the United States)"
#2012.008y,"Murata, Hiroshi (American painter and printmaker, born 1941)"
#2012.008z,"Obering, Mary (Amrerican painter, born 1937)"
#2012.009,"Ferrato, Donna (American photographer, born 1949)"
#2012.010,"Ferrato, Donna (American photographer, born 1949)"
#2012.011,"Ferrato, Donna (American photographer, born 1949)"
#2012.012,"Ferrato, Donna (American photographer, born 1949)"
#2012.013,"Ferrato, Donna (American photographer, born 1949)"
#2012.014,"Ferrato, Donna (American photographer, born 1949)"
#2012.015,"Ferrato, Donna (American photographer, born 1949)"
#2012.016,"Ferrato, Donna (American photographer, born 1949)"
#2013.001,"Sawka, Jan (Polish painter, printmaker, and sculptor, 1946-2012)"
#2013.003,"Czerniawski, Jerzy (Polish graphic designer, born 1947)"
#2013.004,Artist Unknown
#2013.005,Artist Unknown
#2013.006,Artist Unknown
#2013.007,Artist Unknown
#2013.008,"Dwurnik, Edward (Polish painter, draftsman, and sculptor, born 1943)"
#2013.009,"Starowieysky, Franciszek (1930-, born Bratkówka, Poland)"
#2013.010,"Cieslewicz, Roman (Polish graphic artist, 1930-1996)"
#2013.011,Artist Unknown
#2013.012,"Sawka, Jan (Polish painter, printmaker, and sculptor, 1946-2012)"
#2013.013,"Slowicki, M."
#2013.014,"Lustyk, Danka"
#2013.015,"Klimowski, Andrzej (Polish printmaker, born 1949)"
#2013.016,"Klimowski, Andrzej (Polish printmaker, born 1949)"
#2013.017,"Klimowski, Andrzej (Polish printmaker, born 1949)"
#2013.018,"Klimowski, Andrzej (Polish printmaker, born 1949)"
#2013.019,"Get-Stankiewicz, Eugeniusz (1942-2011, born Oszmianie, died Wroclawiu)"
#2013.020,"Chwedczuk, M"
#2013.021,"Krauze, A"
#2013.022,"Get-Stankiewicz, Eugeniusz (1942-2011, born Oszmianie, died Wroclawiu)"
#2013.023,"Di Suvero, Mark (American sculptor, born 1933)"
#2013.024,"Clergue, Lucien (French photographer, born 1934)"
#2013.025,"Clergue, Lucien (French photographer, born 1934)"
#2013.026,"Clergue, Lucien (French photographer, born 1934)"
#2013.027,"Clergue, Lucien (French photographer, born 1934)"
#2013.028,"Clergue, Lucien (French photographer, born 1934)"
#2013.029,"Clergue, Lucien (French photographer, born 1934)"
#2013.030,"Clergue, Lucien (French photographer, born 1934)"
#2013.031,"Clergue, Lucien (French photographer, born 1934)"
#2013.032,"William Wylie (American photographer, 1957 CE-)"
#2013.033,"William Wylie (American photographer, 1957 CE-)"
#2013.034,"William Wylie (American photographer, 1957 CE-)"
#2013.035a,"Muniz, Vik (American photographer, born 1961)"
#2013.035b,"Gibson, Ralph (1939-, born Los Angeles, CA)"
#2013.035c,"Close, Chuck (American painter and printmaker, born 1940)"
#2013.035d,"Mann, Sally (American photographer, born 1951)"
#2013.035e,"Viola, Bill (American video artist and sound installation artist, born 1951)"
#2013.035f,"Salle, David (American painter, born 1952)"
#2013.035g,"Fischl, Eric (American painter and sculptor, born 1948)"
#2013.035h,"Serrano, Andres (American photographer, born 1953)"
#2013.035i,"Reed, Lou (American musician and photographer, born 1942)"
#2013.035j,"Gornik, April (American painter, born 1953)"
#2013.035k,"Bleckner, Ross (American painter, born 1949)"
#2013.035l,"Simmons, Laurie (American photographer, born 1949)"
#2013.035m,"Harris, Lyle Ashton (American painter, video artist, and performance artist, born 1965)"
#2013.036,"Kempson, Michael (1961-, born Kapunda, Australia)"
#2013.037,"Ferrato, Donna (American photographer, born 1949)"
#2013.038,"Ferrato, Donna (American photographer, born 1949)"
#2013.039,"Ferrato, Donna (American photographer, born 1949)"
#2013.040,"Ferrato, Donna (American photographer, born 1949)"
#2013.041,"Ferrato, Donna (American photographer, born 1949)"
#2013.042,"Ferrato, Donna (American photographer, born 1949)"
#2013.043,"Ferrato, Donna (American photographer, born 1949)"
#2013.044,"Ferrato, Donna (American photographer, born 1949)"
#2013.045,"Ferrato, Donna (American photographer, born 1949)"
#2013.046,"Ferrato, Donna (American photographer, born 1949)"
#2013.047,"Ferrato, Donna (American photographer, born 1949)"
#2013.048,"Ferrato, Donna (American photographer, born 1949)"
#2013.049,"Ferrato, Donna (American photographer, born 1949)"
#2013.050,"Ferrato, Donna (American photographer, born 1949)"
#2013.051,"Ferrato, Donna (American photographer, born 1949)"
#2014.001,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2014.003,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2014.004,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2014.005,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2014.006,"Warhol, Andy (American painter, printmaker, and filmmaker, 1928-1987)"
#2014.007,"William Wylie (American photographer, 1957 CE-)"
#2014.008,"William Wylie (American photographer, 1957 CE-)"
#2014.009,"William Wylie (American photographer, 1957 CE-)"
#2014.010,"William Wylie (American photographer, 1957 CE-)"
