accession_number,qid,label_en,description_en,creator,instance_of,inception_val,inception_earliest_date_val,inception_latest_date_val,height_val,width_val,thickness_val,diameter_val,style_period,rights,media_url,status
2015.031,Q104031956,"Emma, from the series, I Am Unbeatable",photograph by Donna Ferrato 2015.031,Q11821277,Q125191,2014-01-01T00:00:00Z,,,10.5,16.25,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759973/representation-view,assessed to in copyright
2015.032,Q104032297,"Sarah, from the series, I Am Unbeatable",photograph by Donna Ferrato 2015.032,Q11821277,Q125191,2014-01-01T00:00:00Z,,,13.25,20,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759974/representation-view,assessed to in copyright
2015.033,Q104032680,"Tommy and Sarah, from the series, I Am Unbeatable",photograph by Donna Ferrato 2015.033,Q11821277,Q125191,2014-01-01T00:00:00Z,,,13.25,20,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759975/representation-view,assessed to in copyright
2018.004.1,Q102964032,"Damár and Tofifirár (with Koos Breukel), Sa-Er / Asmat, Papua, 21-11-2011, #2",photograph by Roy Villevoye,Q22237655,Q125191,2014-01-01T00:00:00Z,2011-01-01T00:00:00Z,2017-01-01T00:00:00Z,24,32,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760410/representation-view,assessed to in copyright
2018.004.3,Q102964037,"Damár and Tofifirár, Sa-Er / Asmat, Papua, 21-11-2011, #1",photograph by Roy Villevoye,Q22237655,Q125191,2014-01-01T00:00:00Z,2011-01-01T00:00:00Z,2017-01-01T00:00:00Z,24,32,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760412/representation-view,assessed to in copyright
2018.004.2,Q103299002,"Damár and Tofifirár, Sa-Er / Asmat, Papua, 21-11-2011, #4",photograph by Roy Villevoye,Q22237655,Q125191,2014-01-01T00:00:00Z,2011-01-01T00:00:00Z,2017-01-01T00:00:00Z,48,32,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760411/representation-view,assessed to in copyright
2016.005.26,Q105095884,Work Hard; Wrok Hard,print by Aaron Cohick,,Q11060274,2014-01-01T00:00:00Z,,,20,16,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760212/representation-view,assessed to in copyright
2016.005.22,Q105092081,Safekeeping: Katherine J. Fries MFA Thesis Exhibition,print by Katherine J. Fries,Q105090685,Q11060274,2014-01-01T00:00:00Z,,,11.75,19.75,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760208/representation-view,assessed to in copyright
2016.003.3,Q102969070,Not Yet,print by Michael Krueger,Q67237646,Q11060274,2014-01-01T00:00:00Z,,,29,41,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760182/representation-view,assessed to in copyright
2016.006.2,Q105091865,Ida Mae,print by Willie Cole,Q8021437,Q11060274,2014-01-01T00:00:00Z,,,63.5,22.5,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760214/representation-view,assessed to in copyright
2016.006.3,Q105092015,Pearl,print by Willie Cole,Q8021437,Q11060274,2014-01-01T00:00:00Z,,,63.5,22.5,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760215/representation-view,assessed to in copyright
2018.005.07,Q103550995,"Composition in Grey (Collage) (Barcelona), from the ongoing project Material Witness",photograph by John Fraser,Q100741993,Q125191,2015-01-01T00:00:00Z,2013-01-01T00:00:00Z,2016-01-01T00:00:00Z,11,17,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760419/representation-view,assessed to in copyright
2018.005.01,Q103551008,Composition in White (London) from the ongoing project Material Witness,photograph by John Fraser,Q100741993,Q125191,2015-01-01T00:00:00Z,2014-01-01T00:00:00Z,2016-01-01T00:00:00Z,11,17,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760413/representation-view,assessed to in copyright
2018.005.11,Q103551023,"Composition of Rectangles (Grey) (Reykjavik), from the ongoing project Material Witness",photograph by John Fraser,Q100741993,Q125191,2015-01-01T00:00:00Z,2013-01-01T00:00:00Z,2016-01-01T00:00:00Z,11,17,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760423/representation-view,assessed to in copyright
2018.005.02,Q103551086,"London Grey (London), from the ongoing project Material Witness",photograph by John Fraser,Q100741993,Q125191,2015-01-01T00:00:00Z,2014-01-01T00:00:00Z,2016-01-01T00:00:00Z,11,17,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760414/representation-view,assessed to in copyright
2018.005.09,Q103551123,"Three Grey Rectangles With White Graffiti (Barcelona), from the ongoing project Material Witness",photograph by John Fraser,Q100741993,Q125191,2015-01-01T00:00:00Z,2013-01-01T00:00:00Z,2016-01-01T00:00:00Z,11,17,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760421/representation-view,assessed to in copyright
2018.005.05,Q103551127,"Two White Rectangles (2014), from the ongoing project Material Witness",photograph by John Fraser,Q100741993,Q125191,2015-01-01T00:00:00Z,2014-01-01T00:00:00Z,2016-01-01T00:00:00Z,11,17,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760417/representation-view,assessed to in copyright
2018.005.10,Q103551161,"White Portal (Reykjavik), from the ongoing project Material Witness",photograph by John Fraser,Q100741993,Q125191,2015-01-01T00:00:00Z,2013-01-01T00:00:00Z,2016-01-01T00:00:00Z,11,17,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760422/representation-view,assessed to in copyright
2018.005.08,Q103551183,"White Square & Rectangles (Barcelona), from the ongoing project Material Witness",photograph by John Fraser,Q100741993,Q125191,2015-01-01T00:00:00Z,2013-01-01T00:00:00Z,2016-01-01T00:00:00Z,11,17,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760420/representation-view,assessed to in copyright
2017.003.27,Q102976171,Untitled from Political Abstraction,photograph by Ralph Gibson,Q1233831,Q125191,2015-01-01T00:00:00Z,,,24,32,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760396/representation-view,assessed to in copyright
2017.003.25,Q102976179,Untitled from Political Abstraction (Bottle),photograph by Ralph Gibson,Q1233831,Q125191,2015-01-01T00:00:00Z,,,24,32,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760394/representation-view,assessed to in copyright
2017.003.24,Q102976187,Untitled from Political Abstraction (Building and Nude),photograph by Ralph Gibson,Q1233831,Q125191,2015-01-01T00:00:00Z,,,24,32,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760393/representation-view,assessed to in copyright
2017.003.19,Q102976198,Untitled from Political Abstraction (Bush and Graffiti),photograph by Ralph Gibson,Q1233831,Q125191,2015-01-01T00:00:00Z,,,24,32,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760388/representation-view,assessed to in copyright
2017.003.22,Q102976222,Untitled from Political Abstraction (Graffiti and Silhouette),photograph by Ralph Gibson,Q1233831,Q125191,2015-01-01T00:00:00Z,,,24,32,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760391/representation-view,assessed to in copyright
2017.003.21,Q102976232,Untitled from Political Abstraction (Hanger and Nude),photograph by Ralph Gibson,Q1233831,Q125191,2015-01-01T00:00:00Z,,,24,32,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760390/representation-view,assessed to in copyright
2017.003.26,Q102976248,Untitled from Political Abstraction (Pool),photograph by Ralph Gibson,Q1233831,Q125191,2015-01-01T00:00:00Z,,,24,32,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760395/representation-view,assessed to in copyright
2017.003.20,Q102976254,Untitled from Political Abstraction (Shoe and Nude),photograph by Ralph Gibson,Q1233831,Q125191,2015-01-01T00:00:00Z,,,24,32,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760389/representation-view,assessed to in copyright
2017.003.13,Q102976264,Untitled from Political Abstraction (Skyscraper and Man),photograph by Ralph Gibson,Q1233831,Q125191,2015-01-01T00:00:00Z,,,24,32,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760382/representation-view,assessed to in copyright
2017.003.14,Q102976270,Untitled from Political Abstraction (Text and Plant),photograph by Ralph Gibson,Q1233831,Q125191,2015-01-01T00:00:00Z,,,24,32,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760383/representation-view,assessed to in copyright
2017.003.23,Q102976277,Untitled from Political Abstraction (Traffic Light and Hat),photograph by Ralph Gibson,Q1233831,Q125191,2015-01-01T00:00:00Z,,,24,32,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760392/representation-view,assessed to in copyright
2016.005.06,Q105091966,Matt Runkle and Alexandra Janezic MFA Thesis Show,print by Alexandra Janezic and Matt Runkle,Q105090652,Q11060274,2015-01-01T00:00:00Z,,,13,8.75,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760192/representation-view,assessed to in copyright
2016.009,Q105091692,"Celebrating the 50th Anniversary of the Father Ryan vs. Pearl High Game, the Game that Changed the South",print by CMC for Hatch Show Print,Q102160836,Q11060274,2015-01-01T00:00:00Z,,,22,14.75,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760221/representation-view,assessed to in copyright
2016.005.02,Q105091579,A Manifesto,print by J. Suzanne Powney,Q105090580,Q11060274,2015-01-01T00:00:00Z,,,16.5,11.75,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760188/representation-view,assessed to in copyright
2016.005.24,Q103296729,Amend the Second Amendment,print by Jessica Spring,Q49724699,Q11060274,2015-01-01T00:00:00Z,,,19,12.5,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760210/representation-view,assessed to in copyright
2016.005.18,Q105095880,"Rights, Writes, Rites",print by Karen Zimmermann,,Q11060274,2015-01-01T00:00:00Z,,,21.25,13.75,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760204/representation-view,assessed to in copyright
2016.005.10,Q105092314,Untitled (Best Wishes),print by Kathleen O'Connell,Q105090643,Q11060274,2015-01-01T00:00:00Z,,,18,12,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760196/representation-view,assessed to in copyright
2016.005.03,Q105095876,The Best Laid Plans,print by Katie Risseeuw,,Q11060274,2015-01-01T00:00:00Z,,,14,11,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760189/representation-view,assessed to in copyright
2016.005.04,Q105092346,"Washington, DC; Taxation Without Representation",print by Kerry McAleer-Keeler,Q105090585,Q11060274,2015-01-01T00:00:00Z,,,14,11.25,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760190/representation-view,assessed to in copyright
2016.005.20,Q105091593,"AMERICA IS NOT FOR SALE, VOTE WHILE IT STILL MATTERS, VOTE BERNIE SANDERS",print by Levi Sherman and Carly Gomez,Q105090658,Q11060274,2015-01-01T00:00:00Z,,,17.75,13,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760206/representation-view,assessed to in copyright
2016.005.09,Q105095878,This is Your Brain on Books,print by Mare Blocker,,Q11060274,2015-01-01T00:00:00Z,,,17,12.5,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760195/representation-view,assessed to in copyright
2016.005.23,Q105092105,Smash Bang,print by Patrick Gosnell,Q105090655,Q11060274,2015-01-01T00:00:00Z,,,19,12.75,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760209/representation-view,assessed to in copyright
2016.005.05,Q105091947,Making Babies: a Look at an Early Sex Manual,print by Sara Langworthy,Q105090671,Q11060274,2015-01-01T00:00:00Z,,,16.5,8.25,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760191/representation-view,assessed to in copyright
2016.005.25,Q105091713,Controversial Fossil by Chelsea Werner-Jatzke,print by Sarah Hulsey,Q105090691,Q11060274,2015-01-01T00:00:00Z,,,24.5,14,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760211/representation-view,assessed to in copyright
2016.005.08,Q105091736,Des Moines Film Society Presents Premiere Event: Metropolis,print by Sarah McCoy,Q105090613,Q11060274,2015-01-01T00:00:00Z,,,18,12,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760194/representation-view,assessed to in copyright
2016.003.4,Q105092315,Untitled (black & white),print by Travis Millard,Q105090605,Q11060274,2015-01-01T00:00:00Z,,,30,40,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760183/representation-view,assessed to in copyright
2016.003.5,Q105092319,Untitled (seven-color),print by Travis Millard,Q105090605,Q11060274,2015-01-01T00:00:00Z,,,30,40,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760184/representation-view,assessed to in copyright
2018.005.15,Q103550926,"Black Void With Reflection (Lisbon), from the ongoing project Material Witness",photograph by John Fraser,Q100741993,Q125191,2016-01-01T00:00:00Z,2015-01-01T00:00:00Z,2016-01-01T00:00:00Z,11,17,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760427/representation-view,assessed to in copyright
2018.005.06,Q103551001,"Composition in Light Grey with Four Circular Forms (Reykjavik), from the ongoing project Material Witness",photograph by John Fraser,Q100741993,Q125191,2016-01-01T00:00:00Z,2015-01-01T00:00:00Z,2016-01-01T00:00:00Z,11,17,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760418/representation-view,assessed to in copyright
2018.005.14,Q103551016,"Composition of Rectangles (B, G, W) (Lisbon), from the ongoing project Material Witness",photograph by John Fraser,Q100741993,Q125191,2016-01-01T00:00:00Z,2015-01-01T00:00:00Z,2016-01-01T00:00:00Z,11,17,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760426/representation-view,assessed to in copyright
2018.005.04,Q103551032,"Dark Grey Enclosure (Hafnarfjordur), from the ongoing project Material Witness",photograph by John Fraser,Q100741993,Q125191,2016-01-01T00:00:00Z,2015-01-01T00:00:00Z,2016-01-01T00:00:00Z,11,17,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760416/representation-view,assessed to in copyright
2018.005.12,Q103551039,"Divided Grey With Blue Accent (Lisbon), from the ongoing project Material Witness",photograph by John Fraser,Q100741993,Q125191,2016-01-01T00:00:00Z,2015-01-01T00:00:00Z,2016-01-01T00:00:00Z,11,17,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760424/representation-view,assessed to in copyright
2018.005.13,Q103551150,"White on White (Lisbon), from the ongoing project Material Witness",photograph by John Fraser,Q100741993,Q125191,2016-01-01T00:00:00Z,2015-01-01T00:00:00Z,2016-01-01T00:00:00Z,11,17,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760425/representation-view,assessed to in copyright
2018.005.03,Q103551175,"White Rectangles (Reykjavik), from the ongoing project Material Witness",photograph by John Fraser,Q100741993,Q125191,2016-01-01T00:00:00Z,2015-01-01T00:00:00Z,2016-01-01T00:00:00Z,11,17,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760415/representation-view,assessed to in copyright
2016.003.6,Q105092142,Tafty [East Nashville Robot Works],print by Tim Hooper,Q105090682,Q11060274,2016-01-01T00:00:00Z,,,36.5,30.25,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760185/representation-view,assessed to in copyright
2018.006,Q103301682,Is You Is or Is You Ain't,print by Allison Saar,Q4727179,Q11060274,2017-01-01T00:00:00Z,,,13,9,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760428/representation-view,assessed to in copyright
2020.005,Q103300332,G2 Cover 11.06.2020,print by Lubaina Himid,Q6695060,Q11060274,2020-01-01T00:00:00Z,,,12,10,,,,IN COPYRIGHT,https://forum.jstor.org/assets/28884744/representation-view,assessed to in copyright
2015.015,Q103311414,Untitled (for Ed Green),drawing by Harvey Quaytman,Q5677520,Q93184,,,,12.25,9.25,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759957/representation-view,assessed to in copyright
2009.009y,Q103550944,"Blow Winds from King Lear, Act III Scene 2 by William Shakespeare",image by Fritz Eichenberg,Q2605345,Q478798,,,,6.25,4,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759605/representation-view,assessed to in copyright
2009.009r,Q106566573,"Alas, Poor Yorick-, from Shakespeare's Seven Tragedies, Hamlet, Act V Scene 1 by William Shakespeare.",image by Fritz Eichenberg,Q2605345,Q478798,,,,6.5,4,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759598/representation-view,assessed to in copyright
2009.009d,Q106566574,"Out, Damned Spot, from Shakespeare's Seven Tragedies, Macbeth, Act V Scene 1 by William Shakespeare.",image by Fritz Eichenberg,Q2605345,Q478798,,,,6.25,4,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759584/representation-view,assessed to in copyright
2009.009i,Q106566600,"Antony leaves Cleopatra, from Shakespeare's Seven Tragedies, Antony and Cleopatra, Act I Scene 3 by William Shakespeare.",image by Fritz Eichenberg,Q2605345,Q478798,,,,6.25,4,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759589/representation-view,assessed to in copyright
2009.012r,Q106566601,"Asleep on the Bench, from The Idiot, Chapter 8 by Fyodor Dostoevsky.",image by Fritz Eichenberg,Q2605345,Q478798,,,,8,5,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759649/representation-view,assessed to in copyright
2009.012q,Q106566609,"Attempted Suicide, from The Idiot, Chapter 7 by Fyodor Dostoevsky.",image by Fritz Eichenberg,Q2605345,Q478798,,,,8,5,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759648/representation-view,assessed to in copyright
2009.012h,Q106566616,"Burning the Money, from The Idiot, Chapter 16 by Fyodor Dostoevsky.",image by Fritz Eichenberg,Q2605345,Q478798,,,,8,5,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759639/representation-view,assessed to in copyright
2009.009o,Q106566633,"Chessboard (Vignette), from Shakespeare's Seven Tragedies, Hamlet, by William Shakespeare.",image by Fritz Eichenberg,Q2605345,Q478798,,,,3.5,3.75,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759595/representation-view,assessed to in copyright
2009.009j,Q106566646,"Cleopatra's Death, from Shakespeare's Seven Tragedies, Antony and Cleopatra, Act V Scene 2 by William Shakespeare.",image by Fritz Eichenberg,Q2605345,Q478798,,,,6.5,4,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759590/representation-view,assessed to in copyright
2009.012w,Q106566652,"Comforting Nastasya, from The Idiot, Chapter 8 by Fyodor Dostoevsky.",image by Fritz Eichenberg,Q2605345,Q478798,,,,8,5,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759654/representation-view,assessed to in copyright
2009.012aa,Q106566658,"Consoling the Murderer, from The Idiot, Chapter 11 by Fyodor Dostoevsky.",image by Fritz Eichenberg,Q2605345,Q478798,,,,8,5,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759632/representation-view,assessed to in copyright
