orcid,givenNames,familyName,startDate,endDate,department,organization
0000-0002-5145-5107,Jamie,Wiggleton,2009-06,,,Vanderbilt University School of Nursing
0000-0002-7873-3031,Daniel,Liebler,2003,2016-12-31,Biochemistry,Vanderbilt University School of Medicine
0000-0001-6922-8503,Meredith,Duncan,2016-04,2020-07,Cardiovascular Medicine,Vanderbilt University Medical Center
0000-0003-3794-4382,Hendrik,Edelman,1967,1969,University libraries,Vanderbilt University
0000-0002-6190-0526,Benjamin,Smallheer,2006-05,2016-07,,Vanderbilt University School of Nursing
0000-0002-4846-7860,Chesney,Oravec,2012-05-21,2014-07-31,Neurological Surgery,Vanderbilt University Medical Center
0000-0002-9245-993X,Bettina,Wilm,2002-09-01,2006-07-31,Cardiovascular Research,Vanderbilt University Medical Center
0000-0002-9245-993X,Bettina,Wilm,1999-09-20,2002-08-31,Cell Biology,Vanderbilt University
0000-0003-0127-6677,Leanne,Boehm,2017-01-01,,,Vanderbilt University School of Nursing
0000-0003-0127-6677,Leanne,Boehm,2005-10-01,2018-08-01,,Vanderbilt University Medical Center
0000-0003-3182-2966,Andrew,Hale,2020-03-15,,Vanderbilt Genetics Institute,Vanderbilt University Medical Center
0000-0001-6963-7112,Yingjun,Yan,2011,,,Vanderbilt University Medical Center 
0000-0003-2109-8003,jing,wang,2018-08-07,,Accounting,Vanderbilt University
0000-0002-7548-7568,Mariana,Ciobanu,2015-09-21,,Pediatrics,Vanderbilt University Medical Center
0000-0003-4656-2466,lawrence,gaines,,,psychiatry,Vanderbilt University Medical Center
0000-0002-5557-2079,Jin,Chen,1997-06-01,,Medicine,Vanderbilt University School of Medicine
0000-0003-1759-3634,Melissa,Duff,2016-08-01,,,Vanderbilt University Medical Center
0000-0002-4994-2651,Yan,Yan,2016-08,,Department of Biological Sciences,Vanderbilt University
0000-0002-3465-266X,Logan,Martin,2018,,,Vanderbilt University Medical Center
0000-0002-5024-4383,Lizandra,Jimenez,2015-11-11,,Cell and Developmental Biology,Vanderbilt University
0000-0002-1204-9202,Ana,Marin Dias Carneiro,2010,,Pharmacology,Vanderbilt University
0000-0002-9667-2316,XIAOYONG ,WANG,2019-02-11,,Medicine,Vanderbilt University Medical Center
0000-0003-4510-7453,Ahra ,Kim,2017-06-26,,Biostatistics,Vanderbilt University Medical Center
0000-0003-0051-336X,Matthew,Singh,2014-05,2015-07,Psychology,Vanderbilt University
0000-0003-1065-991X,Debasis,Banik,2019-01-10,2021-05-31,Chemical and Biomolecular Engineering,Vanderbilt University
0000-0001-9805-969X,Rachel,Delgado,2017-10-01,,Nephrology,Vanderbilt University Medical Center
0000-0002-7099-7382,Madeleine,Casad,2016,,Center for Digital Humanities,Vanderbilt University
0000-0002-7099-7382,Madeleine,Casad,2016,,Cinema and Comparative Literature,Vanderbilt University
0000-0003-3445-2112,Ariel,Raybuck,2017,,PMI,Vanderbilt University Medical Center
0000-0003-3445-2112,Ariel,Raybuck,2012,2017,PMI,Vanderbilt University Medical Center
0000-0002-4450-8637,HOLLY,SMITH,2007-01-08,,Cardiovascular Medicine,Vanderbilt University Medical Center
0000-0002-9066-7305,Brian,Craig,2011-07,,Surgery,Vanderbilt University Medical Center
0000-0001-6651-6083,Dhara,Patel,2016-08,,Chemistry ,Fisk and Vanderbilt University 
0000-0002-7926-8055,Jason,Stephenson,2014-01-01,,Molecular Physiology and Biophysics,Vanderbilt University
0000-0003-4189-4920,Jennifer,Dunn,2012-10-01,,,Vanderbilt University Medical Center
0000-0002-2643-0813,Mohamed R,Ahmed,2010-07-01,2016-12-15,Pharmacology,Vanderbilt University
0000-0002-2643-0813,Mohamed R,Ahmed,2003-12-01,2010-06-30,Pharmacology,Vanderbilt University
0000-0001-9459-2462,Brett,Nabit,2018-08,,Pharmacology,Vanderbilt University
0000-0003-4513-3782,Jessica,Jones,2017-08-14,,Epidemiology,Vanderbilt University Medical Center
0000-0002-2998-7377,Andrew,Flowers,2018-01-02,,Telehealth,Vanderbilt University Medical Center
0000-0002-5963-8987,Rainelli,Koumangoye,2012-07-01,,Anesthesiology,Vanderbilt University Medical Center
0000-0001-9178-5226,Courtney,Lovejoy,2019-01,,Biochemistry,Vanderbilt University
0000-0002-8342-8859,Wei,Lei,2011-03-25,,Pediatrics,Vanderbilt University Medical Center
0000-0003-2404-0261,Walter,Lee,2015-03-15,,Anesthesiology,Vanderbilt University Medical Center
0000-0003-0761-610X,Alva,Bethurum,2020-07,2021-07,Division of General Surgery,Vanderbilt University Medical Center
0000-0002-0860-9027,Veronika,Kondev,2017-08,,,Vanderbilt University
0000-0002-9515-4541,Timothy,Haeffner,2005-01-19,,Institute for Space and Defense Electronics,Vanderbilt University
0000-0002-3937-7038,Allison ,Hanlon,,,Dermatology,Vanderbilt University School of Medicine
0000-0002-9901-7165,Laura,Huston,2005-08,,Orthopaedics and Rehabilitation,Vanderbilt University Medical Center
0000-0003-3424-4743,Katy,Justiss,,,Eskind Biomedical Library,Vanderbilt University Medical Center
0000-0002-8484-1514,Tu,Hong,2011-06-01,2017-08-11,Electrical Engineering and Computer Science,Vanderbilt University
0000-0003-3298-537X,Timothy,Meyer,2015-06-01,,,Vanderbilt University Law School
0000-0003-0476-4369,Amanda,Bell,2013-08-15,,Teaching and Learning,Vanderbilt University
0000-0003-0476-4369,Amanda,Bell,2015-08-15,2016-05-15,Teaching and Learning,Vanderbilt University
0000-0002-1639-8426,Kathy,Gracey,1993,,Psychiatry,Vanderbilt University Medical Center
0000-0003-1433-9139,Emily,Brumfield,2016-06,2019-08,Department of Emergency Medicine,Vanderbilt University Medical Center
0000-0001-8299-9265,Callie,Jewett,2018-07-01,,Department of Orthopaedics,Vanderbilt University Medical Center
0000-0002-1622-7037,Isom,Kelly,2016-09-01,,Biomedical Engineering,Vanderbilt University
0000-0002-9659-8291,Gregroy,Turner,2004-03,2006-05,Vanderbilt University Institute of Imaging Science,Vanderbilt University
0000-0002-8722-6808,Mark,Klemencic,2018-10-01,,Department of Psychiatry and Behavioral Sciences,Vanderbilt University Medical Center
0000-0003-0047-8330,Hui,Nian,2010-09-01,,Biostatistics,Vanderbilt University Medical Center
0000-0001-9116-9407,Felipe,Barrera-Osorio,2020-07-01,,"Leaadership, Policy and Organizations",Vanderbilt University
0000-0001-6083-1090,Martina,Prugger,2018-03-01,2020-09-30,Biochemistry,Vanderbilt University
0000-0003-2676-516X,Muhammad Owais Abdul,Ghani,2018-12-09,,Pediatric Surgery,Vanderbilt University Medical Center
0000-0001-8592-4015,Dudley,McNitt,2019-05-22,,Division of Rheumatology& Immunology,Vanderbilt University Medical Center
0000-0002-2201-9090,Katarzyna,Steinka-Fry,2009-01,,Peabody Research Institute,Vanderbilt University
0000-0002-6524-3869,Jessalyn,Baljon,2017-08,,Biomedical Engineering,Vanderbilt University
0000-0002-1468-8972,James,Blair,2007-11-05,,Anesthesiology,Vanderbilt University Medical Center
0000-0002-1984-1040,Haoxiang,Luo,2014-08-15,,Department of Mechanical Engineering,Vanderbilt University
0000-0002-1984-1040,Haoxiang,Luo,2007,2014,Department of Mechanical Engineering,Vanderbilt University
0000-0002-1717-3368,Jarod,Fincher,2019-07-01,,Biochemistry,Vanderbilt University
0000-0001-5362-7235,Steven,Townsend,2014-08-15,,Chemistry,Vanderbilt University
0000-0003-3568-381X,J. Caleb,Snider,2015-07-21,2020-10-06,Biomedical Engineering,Vanderbilt University
0000-0002-8524-0657,Justus,Ndukaife,2017-08-16,,Electrical Engineering,Vanderbilt University
0000-0003-2851-8330,Aimal,Khan,2020-09-01,,Surgery,Vanderbilt University Medical Center
0000-0001-5236-0823,William,Bolus,2017-11,2018-10,Molecular Physiology and Biophysics,Vanderbilt University
0000-0003-2192-5865,Arya,Nakhe,2018-08-14,,Molecular Physiology and Biophysics,Vanderbilt University
0000-0001-8323-490X,Ozioma,Chioma,2016-08-26,,Infectious Diseases,Vanderbilt University Medical Center
0000-0003-4041-1616,Emily,Cornish,2013-12,,Center for Research on Men's Health,Vanderbilt University
0000-0001-5023-8197,Michael,Orr,2020-06-29,,Vanderbilt Institute for Clinical and Translational Research,Vanderbilt University Medical Center
0000-0002-2094-8793,Suzanne,Nolan,2019-07-01,,Pharmacology,Vanderbilt University
0000-0002-5590-5400,Jason,Hughes,2018-08-01,,Molecular Physiology and Biophyscis,Vanderbilt University
0000-0002-3352-7808,Mary Shannon,Byers,,,Epidemiology,Vanderbilt University Medical Center
0000-0001-8645-7797,Martin,Montenovo,2019-09-01,,Surgery,Vanderbilt University Medical Center
0000-0002-3122-2605,Sarah,Groves,,,,Vanderbilt University
0000-0002-6786-8635,Oakyoon,Cha,2018-03-14,2021-02-28,Department of Psychology,Vanderbilt University
0000-0003-2348-1444,Aleksandr,Shamanaev,2018-11-26,,PMI,Vanderbilt University Medical Center
0000-0002-3879-6660,Kristina,Betters,2017-08-01,,Pediatrics,Vanderbilt University
0000-0003-3363-8425,Paul,King,1968-09,,"ME, Engineering, BME",Vanderbilt University
0000-0001-5718-3328,Kevin,Buell,2018-07-01,,Internal Medicine,Vanderbilt University Medical Center
0000-0001-6982-3097,Ashley,Christensen,2017-08,,,Vanderbilt University
0000-0002-6915-5591,Justin,Gilmer,2016-05-01,,Materials Science,Vanderbilt University
0000-0003-4264-5897,Maria Luisa SP,Jorge,2013-08-01,,Earth and Environmental Sciences,Vanderbilt University
0000-0002-2892-8113,Megha,Talati,,,Medicine,Vanderbilt University Medical Center
0000-0002-7405-6459,Kellie,Williford,2016-08,,,Vanderbilt University
0000-0003-2333-9050,Ahmad,Yanis,2020-10-01,,Pediatric Infectious Diseases,Vanderbilt University Medical Center
0000-0001-5619-5482,Christy,Erving,2017-08-16,,Sociology,Vanderbilt University
0000-0003-1468-635X,Darlene,Kilbury,2014-12-01,,Nursing,Vanderbilt University Medical Center
0000-0002-6439-7399,Amanda,Goodwin,2010-06-01,,Teaching and Learning,Vanderbilt University
0000-0001-9081-7046,Hyunseung,Oh,2014-08-14,2019-07-31,Economics,Vanderbilt University
0000-0002-6120-2496,Spencer,DesAutels,2015-01-05,,Center for Knowledge Management,Vanderbilt University Medical Center
0000-0001-5864-881X,Christopher,Simpson,2011-02-11,,Biomedical Informatics,Vanderbilt University Medical Center
0000-0001-7863-364X,Lance,Riley,2019-08-05,,Biomedical Engineering,Vanderbilt University
0000-0003-3799-3571,Ansley,Petherick,2019-06,2020-06,Biological Sciences ,Vanderbilt University
0000-0001-9543-8678,Elizabeth,Lawrence,2015-10-01,,Cell and Developmental Biology,Vanderbilt University
0000-0001-9614-3038,zhenwei,lu,2010-11-16,,biochemistry,Vanderbilt University Medical Center
0000-0001-7052-4836,James,Wynn,2012,2015,Pediatrics,Vanderbilt University
0000-0001-5568-0507,Rachel,Howe,2015-11,,Neurology,Vanderbilt University Medical Center
0000-0002-7935-5968,Timothy,Hanusa,1985-08,,Chemistry,Vanderbilt University
0000-0001-6712-5076,Seth,Zost,2018-10-22,,Vanderbilt Vaccine Center,Vanderbilt University Medical Center
0000-0002-8889-2618,Valeriano,Aiello,2017-08-16,2018-08-15,Department of Mathematics,Vanderbilt University
0000-0003-2887-6082,Jian,Zhang,2017-01,,Biomedical Engineering,Vanderbilt University
0000-0003-1564-5373,Arabinda,Mishra,2004-10-04,,Radiology,Vanderbilt University
0000-0002-3342-1747,Stephen,Camarata,1990-07-01,,Hearing & Speech Sciences,Vanderbilt University School of Medicine
0000-0001-5203-0058,Jamila,Pitts,2018-02-15,2020-07-07,Psychiatry,Vanderbilt University
0000-0002-8998-2658,John,Gadbery,2018,,Biological Sciences,Vanderbilt University
0000-0002-8724-5777,ALICAN,GULSEVIN,2018-08-06,,Chemistry,Vanderbilt University
0000-0002-0285-6852,Tadarro,Richardson,,,,Vanderbilt University Medical Center
0000-0002-4833-4507,Fred,Bess,1976-07-01,,Hearing & Speech Sciences,Vanderbilt University Medical Center
0000-0001-5188-5265,Leonardo,Abbrescia,2020-08-17,,Mathematics,Vanderbilt University
0000-0003-1643-6979,Reyna,Gordon,2016-07-01,,Otolaryngology,Vanderbilt University Medical Center
0000-0003-1643-6979,Reyna,Gordon,2015-07-01,2016-06-30,Otolaryngology,Vanderbilt University Medical Center
0000-0002-8777-3940,Mias,Pretorius,1996-07-01,,Anesthesiology,Vanderbilt University Medical Center
0000-0002-0750-8275,Wenbiao,Chen,2013-07-01,,Molecular Physiology & Biophysics,Vanderbilt University
0000-0002-0750-8275,Wenbiao,Chen,2008-09-01,2013-06-30,Molecular Physiology & Biophysics,Vanderbilt University
0000-0002-3284-4473,LeAnn,Lam,2017-06,,Department of Obstetrics & Gynecology,Vanderbilt University Medical Center
0000-0001-9662-1925,Li Min,Chen,2014-07,,Radiology and Radiological Sciences,Vanderbilt University School of Medicine
0000-0001-7926-9958,Dain,Beezer,2012-08,2017-06,Chemistry,Vanderbilt University
0000-0001-9781-2985,Amy,Non,2012,2015,Anthropology,Vanderbilt University
0000-0002-5715-6597,Kathryn,Humphreys,2018-08-17,,Psychology and Human Development,Vanderbilt University
0000-0003-3988-8855,Janet,Carpenter,1998,2003,,Vanderbilt University
0000-0002-1423-9974,Sara,Jones,2017-08-01,,"Peabody College, Department of Teaching and Learning",Vanderbilt University
0000-0003-1022-8650,Nicholas,Negretti,2020-08,,Division of Neonatology,Vanderbilt University Medical Center
0000-0001-6352-8062,Jeeyeon,Cha,,,,Vanderbilt University Medical Center
0000-0002-8908-9165,Tatsuki,Koyama,,,Biostatistics,Vanderbilt University Medical Center
0000-0002-5225-354X,Daniel,Foster,2010,,Pharmacology,Vanderbilt University
0000-0002-4054-6564,Gilbert,Gonzales,2015-09-01,,Health Policy,Vanderbilt University Medical Center
0000-0002-6613-1439,Jennifer,Sucre,2016-07,,Pediatrics: Neonatology,Vanderbilt University Medical Center
0000-0001-6952-7482,Bing,Han,2017-06-01,2018-11-01,Molecular Physiology and Biophysics,Vanderbilt University
0000-0001-6952-7482,Bing,Han,2012-06-01,2017,The Department of Molecular Physiology and Biophysics ,Vanderbilt University School of Medicine
0000-0003-0357-3835,Kelsey,Dreier,2011-10,2015-04,Education and Brain Research Lab,Vanderbilt University
0000-0001-6584-5264,Jamis,Gouge,2004-12,2007-05,Biological Sciences/Structural Biology,Vanderbilt University Department of Biological Sciences
0000-0001-7012-906X,Begum,Erdogan Utz,2010-03-01,2012-07-05,"Pathology, Microbiology and Immunology",Vanderbilt University Medical Center
0000-0003-2721-6859,Jacek,Hawiger,1989-12-01,,Medicine,Vanderbilt University
0000-0003-4759-489X,Pinki,Prasad,2009-07-01,2011-04-01,Pediatrics,Vanderbilt University Medical Center
0000-0003-4759-489X,Pinki,Prasad,2005-07-01,2009-07-01,Pediatrics,Vanderbilt University Medical Center
0000-0001-5513-9243,Kimberly,Vinson,2008-07-01,,Otolaryngology-Head and Neck Surgery,Vanderbilt University Medical Center
0000-0002-4824-9898,Valeria,Reyes Ruiz,2019-08-05,,"Pathology, Microbiology, and Immunology",Vanderbilt University Medical Center
0000-0002-7637-5330,William,Burnette,2014-09-01,,Pediatrics,Vanderbilt University Medical Center
0000-0002-7637-5330,William,Burnette,2013-10-01,2014-08-31,Pediatrics,Vanderbilt University Medical Center
0000-0002-7637-5330,William,Burnette,2007-07-01,2013-09-30,Neurology,Vanderbilt University Medical Center
0000-0002-3496-3214,PAULA M,CAMPBELL,2013-09-08,2015-05-31,,Vanderbilt University Vanderbilt Institute for Global Health
0000-0002-3496-3214,PAULA M,CAMPBELL,2011-07-05,2013-06-15,Kennedy Center,Vanderbilt University
0000-0003-4412-9087,Pamela,Hull,2011-08-01,2020-05-31,"Department of Medicine, Division of Epidemiology",Vanderbilt University School of Medicine
0000-0001-5628-5760,Oscar G.,Gomez-Duarte,2016-04-01,2016-06-30,Pediatrics,Vanderbilt University School of Medicine
0000-0001-5628-5760,Oscar G.,Gomez-Duarte,2012-07-01,2016-03-30,Pediatrics,Vanderbilt University
0000-0002-8759-0837,Emelina,Vienneau,2018-08-22,,Biomedical Engineering,Vanderbilt University
0000-0001-5867-8162,Sarah,Williams,,,,Vanderbilt University Medical Center
0000-0001-5051-9159,Paul,Russell,2005-07-01,,Otolaryngology Head & Neck Surgery,Vanderbilt University Medical Center
0000-0002-2722-4149,kristin,burnum-johnson,2003-07,2008-12,Biochemistry,Vanderbilt University
0000-0002-3704-124X,Lealani Mae,Acosta,2013-07-01,,Neurology,Vanderbilt University Medical Center
0000-0001-7049-1560,慧勇,尹,2009-09-01,2011-08-31,"Pharmacology, Medicine, and Chemistry",Vanderbilt University Medical Center
0000-0001-7049-1560,慧勇,尹,2005-09-01,2009-08-31,"Pharmacology, Medicine, and Chemistry",Vanderbilt University School of Medicine
0000-0001-7049-1560,慧勇,尹,2002-06-01,2005-08-31,"Pharmacology, Medicine, and Chemistry",Vanderbilt University School of Medicine
0000-0001-8430-0120,Dhananjay,Sakrikar,2012-05,2014-06,"Biochemistry, Mass Spectrometry Research Center",Vanderbilt University Medical Center
0000-0002-1649-9008,Jason,Hammonds,2005-05,2005-12,Pediatric Infectious Diseases,Vanderbilt University Medical Center
0000-0003-1809-102X,Tokesha,Warner,1997-08-19,2013-09-14,various,Vanderbilt University Medical Center
0000-0002-6088-1781,Anna,Word,2015-09,2018-04,Pathology,Vanderbilt University Medical Center
0000-0002-6130-6121,Olivia,Knoll,2018-07,2019-07,Orthopedic Trauma,Vanderbilt University Medical Center
0000-0001-9849-1466,Ajit,Tiwari,2017-10-01,2018-10-31,Molecular Physiology and Biophysics,Vanderbilt University
0000-0001-9849-1466,Ajit,Tiwari,2013-12-02,2017-09-30,Molecular Physiology and Biophysics,Vanderbilt University 
0000-0003-2681-7150,Hatun,Zengin-Bolatkale,2011-08-15,,Hearing and Speech Sciences,Vanderbilt University Medical Center
0000-0003-2681-7150,Hatun,Zengin-Bolatkale,2017-01-01,2019-12-10,Hearing and Speech Sciences,Vanderbilt University
0000-0003-3083-0809,Erin,Picou,,,Hearing and Speech Sciences,Vanderbilt University Medical Center
0000-0003-1390-508X,Jiun-Ruey,Hu,2018,,Internal Medicine,Vanderbilt University Medical Center
0000-0002-0977-290X,Jonathan,Casey,2019-07-01,,"Allergy, Pulmonary, and Critical Care",Vanderbilt University Medical Center
0000-0002-4398-8237,John,Carr,2013-07-01,,"Radiology, Biomedical Informatics & Cardiovascular Medicine",Vanderbilt University School of Medicine
0000-0003-4911-4239,Patrick,Kelly,2015-07-01,,Neurosurgery,Vanderbilt University Medical Center
