qid,artistLabel,birthdate,deathdate,sexgender,ulan,birthplace,birthLabel,citizenship,citizenLabel,count,added
Q2547129,William Strang,1859-02-13,1921-04-12,male,500016057,Q34779,Dumbarton,Q174193,United Kingdom of Great Britain and Ireland,1,False
Q65051176,William Wiley,1931-01-01,1999-12-07,male,,Q3495331,St James,,,1,False
Q26707502,Willie Betty Newman,1863-01-21,1935-02-06,female,,Q501766,Murfreesboro,Q30,United States of America,1,False
Q62059821,Willy Dzubas,1877-07-21,1947-01-01,male,500485782,,,Q183,Germany,1,False
Q344838,Winslow Homer,1836-02-24,1910-09-29,male,500019202,Q100,Boston,Q30,United States of America,1,False
Q8029853,Wolf Kahn,1927-10-04,2020-03-15,male,500084815,Q1022,Stuttgart,Q30,United States of America,1,False
Q27050361,Wouter van Riessen,1967-09-12,,male,,Q9908,Bloemendaal,Q29999,Kingdom of the Netherlands,1,False
Q65832435,Yu Zhiding,,,male,,,,,,1,False
Q105090198,Yves Johnston,1920-01-01,,male,,,,,,1,True
Q105090662,Zhongbao Yao,1870-01-01,1924-01-01,,,Q956,Beijing,Q13426199,Republic of China 1912–1949,1,True
Q245361,Zygmunt Menkes,1896-05-06,1986-08-20,male,500004834,Q36036,Lviv,Q36,Poland,1,False
Q3588699,Émile Peynot,1850-11-22,1932-01-01,male,,Q898114,Villeneuve-sur-Yonne,Q142,France,1,False
