RecordNumber,DateUpdated,DateCreated,LocationCountry,MaterialMedium,Description,RelScriptureChapter,CopyrightStatement,BibliographyLink,StaffNotes,DateCreation,RelScriptureBook,LectionaryLink,CopyrightStatus,RelICANumber,RelScripture,SubjectBuildingName,ImageLink,Unit,Title,SubjectLC,RelScriptureVerse,Subject,ImageAvailable,ObjectFunction,CreatorArtist,SubjectName,LocationCreationSite,LocationState,IconClassNumber,OriginalLocation,BCAD,SortDate,LectionaryRank,CopyrightPermission
46997,2021-02-21 10:53:16.0,2006-09-09 00:00:00.0,Italy,,"<p>""Life is being with Christ, because where Christ is, there is his Kingdom."" St. Ambrose, 4th century  [from: WordofGodEveryday.com]</p><br>From The Yorck Project.",||||,https://commons.wikimedia.org/wiki/File:Correggio_017.jpg,,,1520-1521,||||,,Educational Use Permitted,,,San Evangelista,Correggio_017,,"Luke, the Apostle, and Ambrose, the Church Father",,||||,,on,,"Correggio, 1489?-1534","Ambrose, Bishop of Milan, ca. 340-397 |Luke, the Apostle (Biblical figure) ",Parma,,11H(LUKE)|11H(AMBROSE),,2,1520,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
46999,2021-02-21 10:54:01.0,2006-09-09 00:00:00.0,Italy,,From The Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Cimabue_-_Christ_Enthroned_between_the_Virgin_and_St_John_the_Evangelist_(detail)_-_WGA04939.jpg,,,1301-1302,||||,CEast06,Educational Use Permitted,,,"Duomo (Pisa, Italy)",Cimabue_001,,"John, the Evangelist",Christian art and symbolism,||||,,on,,Cimabue,"John, the Apostle (Biblical figure) ",Pisa,,11H(JOHN),,2,1301,40,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47003,2021-02-21 10:56:21.0,2006-09-09 00:00:00.0,Hungary,,,||||,https://commons.wikimedia.org/wiki/File:Claes_Cornelisz._Moeyaert_001.jpg,,,1633,||||,,Educational Use Permitted,,Genesis 44,Szépművészeti Múzeum (Hungary)	,Claes_Cornelisz_Moeyaert_001,,Joseph's Brothers return with the Cup,Christian art and symbolism,||||,,on,,"Moeyaert, Claes Cornelisz, 1592 or 3-1655","Joseph, the son of Jacob (Biblical figure) ",Budapest,,71D193,,2,1622,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47004,2021-02-20 10:28:26.0,2006-09-09 00:00:00.0,Italy,Paint,Lower church level,||||,https://commons.wikimedia.org/wiki/File:Cimabue_020.jpg,,,1278-1280,||||,,Educational Use Permitted,,,"San Francesco (Church : Assisi, Italy)",Cimabue_020,,"Angel, detail from Enthroned Madonna",Christian art and symbolism,||||,Angels,on,Fresco,Cimabue,,Assisi,,11G,,2,1278,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47005,2021-08-06 07:56:20.0,2006-09-09 00:00:00.0,Italy,,,||||,https://commons.wikimedia.org/wiki/File:Arezzo-Chiesa_di_san_Domenico-Crocifisso_di_Cimabue-closeup.jpg,,,1268-1271,||||,APass|BPass|CPass,Educational Use Permitted,,Matthew 26:14-27:66|Mark 14:1-15:47|Luke 22:14-23:56,"San Domenico (Church : Arezzo, Italy)",Cimabue_029,,"Christ, detail from Crucifixion",Christian art and symbolism,||||,Passion of Jesus Christ: Crucifixion of Jesus,on,,Cimabue,,Arezzo,,73D641,,2,1268,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47006,2021-02-26 13:06:50.0,2006-09-09 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Cimabue_030.jpg,,,1268-1271,||||,,Educational Use Permitted,,,"San Domenico (Church : Arezzo, Italy)",Cimabue_030,,"John, detail from Crucifixtion",Christian art and symbolism,||||,,on,,Cimabue,"John, the Apostle (Biblical figure) ",Arezzo,,72D641,,2,1268,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47010,2021-02-26 13:09:01.0,2006-09-10 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Cimabue_034.jpg,,,1285-1286,||||,,Educational Use Permitted,,,Uffizi Gallery,Cimabue_034,,"Madonna, detail from Enthroned Madonna with Angels and Prophets",Christian art and symbolism,||||,Madonna and Child,on,,Cimabue,,Florence,,11F4,,2,1285,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47011,2021-02-26 13:09:42.0,2006-09-10 00:00:00.0,Italy,Paint,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Cimabue_035.jpg,,,1285-1286,||||,,Educational Use Permitted,,,Uffizi Gallery,Cimabue_035,,"Angel, detail from Enthroned Madonna with Angels and Prophets",Christian art and symbolism,||||,Angels,on,Altarpiece,Cimabue,,Florence,,11G,,2,1285,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47012,2021-02-26 13:11:53.0,2006-09-10 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Cimabue_036.jpg,,,1285-1286,||||,,Educational Use Permitted,,,Uffizi Gallery,Cimabue_036,,"Prophets, detail from Enthroned Madonna with Angels and Prophets",Christian art and symbolism,||||,Prophets,on,,Cimabue,,Florence,,11I1,,2,1285,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47013,2021-02-26 13:12:37.0,2006-09-10 00:00:00.0,Italy,Paint,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Correggio_003.jpg,,,1518,||||,AEpDy|BEpDy|CEpDy,Educational Use Permitted,,Matthew 2:1-12,Pinacoteca di Brera,Correggio_003,,"Adoration of the Christ Child by the Three Wise Men, detail",Christian art and symbolism,||||,Adoration of the Magi|Adoration of the Child (Mary),on,Painting,"Correggio, 1489?-1534",Wise Men (Biblical figures) ,Milan,,73B57,,2,1518,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47015,2021-02-26 13:14:15.0,2006-09-10 00:00:00.0,Hungary,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Jan_Victors_002.jpg,,,1635,||||,,Public Domain,,,,Jan_Victors_002,,Joseph and Jacob,Christian art and symbolism,||||,,on,,"Victors, Jan, 1619-1676","Joseph, the son of Jacob (Biblical figure) |Jacob (Biblical figure) ",Budapest,,71B341,,2,1635,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47298,2021-05-26 09:26:20.0,2006-09-25 00:00:00.0,Austria,,,||||,https://commons.wikimedia.org/wiki/File:Egon_Schiele_027.jpg,,,1912,||||,BAdvt01,Educational Use Permitted,,Mark 13:24-37,Leopold Collection,Egon_Schiele_027,,Autumn Tree in the Wind,,||||,Nature|Tree|Wind,on,Painting,"Schiele, Egon, 1890-1918",,Vienna,,,,2,1912,8,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47413,2021-08-18 05:59:17.0,2006-10-10 00:00:00.0,Italy,Other,Scrovegni Chapel,||||,https://commons.wikimedia.org/wiki/File:Giotto_di_Bondone_033.jpg,,,1304-1306,||||,CEpip02,Educational Use Permitted,,John 2:1-11,"Cappella degli Scrovegni nell'Arena (Padua, Italy)",Giotto_di_Bondone_033,,"Wedding at Cana, detail",Christian art and symbolism -- Italy,||||,Marriage at Cana,on,Fresco,"Bondone, Giotto di, 1266?-1337",,Padua,,73C611,,2,1304,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47419,2021-08-27 06:48:30.0,2006-10-10 00:00:00.0,Germany,,,||||,https://commons.wikimedia.org/wiki/File:Ferdinand_Bol_001.jpg,,,1650,||||,AProp11,Educational Use Permitted,,Genesis 28:10-19a,Gemäldegalerie Alte Meister (Dresden),Ferdinand_Bol_001,,Jacob's Dream,Christian art and symbolism -- Netherlands,||||,Angels,on,,"Bol, Ferdinand, 1616-1680",Jacob (Biblical figure) |Angel (Biblical figure) ,Dresden,,71C3121,,2,1650,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47420,2021-06-10 09:33:47.0,2006-10-10 00:00:00.0,Italy,,,||||,https://commons.wikimedia.org/wiki/File:Federico_Zuccari_001.jpg,,,1566,||||,,Educational Use Permitted,,,"Palazzo Farnese (Caprarola, Italy)",Federico_Zuccari_001,,John the Baptist,Christian art and symbolism -- Italy,||||,,on,,"Zuccari, Federico, ca. 1540-1609","John, the Baptist (Biblical figure) ",Caprarola,,73A4,,2,1566,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47421,2021-07-13 11:12:39.0,2006-10-10 00:00:00.0,Germany,,,||||,https://commons.wikimedia.org/wiki/File:Ferdinand_Georg_Waldm%C3%BCller_001.jpg,,,1831,||||,AProp24,Public Domain,,,Hamburger Kunsthalle,Ferdinand_Georg_Waldmuller_001,,Landscape,,||||,Landscape,on,,"Waldmüller, Ferdinand Georg, 1793-1865",,Hamburg,,,,2,1830,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47422,2021-07-13 11:12:48.0,2006-10-10 00:00:00.0,Austria,,,||||,https://commons.wikimedia.org/wiki/File:Ferdinand_Georg_Waldm%C3%BCller_004.jpg,,,1835,||||,,Public Domain,,,Österreichische Galerie Belvedere,Ferdinand_Georg_Waldmuller_004,,Landscape - Austria,,||||,Landscape,on,,"Waldmüller, Ferdinand Georg, 1793-1865",,Vienna,,,,2,1830,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47424,2021-06-10 09:36:05.0,2006-10-10 00:00:00.0,Germany,,,||||,https://commons.wikimedia.org/wiki/File:Ferdinand_Hodler_001.jpg,,,1908,||||,BProp28,Public Domain,,,,Ferdinand_Hodler_001,,Soldiers Preparing,,||||,War,on,,"Hodler, Ferdinand, 1853-1918",,Jena,,,,2,1908,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47426,2021-06-10 09:36:54.0,2006-10-10 00:00:00.0,Germany,,,||||,https://commons.wikimedia.org/wiki/File:Ferdinand_Olivier_003.jpg,,,1840,||||,BEpip03|BEpip02|BProp09,Public Domain,,Mark 1:14-20|Mark 6:1-13,Sammlung Georg Schäfer,Ferdinand_Olivier_003,,Jesus with Disciples,,||||,,on,,"Olivier, Ferdinand, 1785-1841",Disciples (Biblical figures) |Jesus Christ (Biblical figure) ,,,73C7112,,2,1840,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47434,2021-06-10 09:40:24.0,2006-10-10 00:00:00.0,Italy,,,||||,https://commons.wikimedia.org/wiki/File:Filippino_Lippi_004.jpg,,,1481,||||,,Public Domain,,,"Santa Maria del Carmine (Church : Florence, Italy)",Filippino_Lippi_004,,Peter and Paul Disputing Simon Magus,,||||,,on,,"Lippi, Filippino, d. 1504","Peter, the Apostle (Biblical figure) |Paul, the Apostle (Biblical figure) ",Florence,,73F2143,,2,1481,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47435,2021-06-10 09:41:25.0,2006-10-10 00:00:00.0,Italy,,,||||,https://commons.wikimedia.org/wiki/File:Filippino_Lippi_008.jpg,,,1481,||||,,Public Domain,,,"Santa Maria del Carmine (Church : Florence, Italy)",Filippino_Lippi_008,,Martyrdom of Peter and Peter and Paul in Dispute Before Nero,,||||,,on,,"Lippi, Filippino, d. 1504","Peter, the Apostle (Biblical figure) |Paul, the Apostle (Biblical figure) ",Florence,,73F2143,,2,1481,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47436,2021-06-10 09:41:53.0,2006-10-10 00:00:00.0,Italy,,,||||,https://commons.wikimedia.org/wiki/File:Filippino_Lippi_006.jpg,,,1481,||||,,Public Domain,,,"Santa Maria del Carmine (Church : Florence, Italy)",Filippino_Lippi_006,,Martyrdom of Peter - detail,,||||,,on,,"Lippi, Filippino, d. 1504","Peter, the Apostle (Biblical figure) ",Florence,,73F2143,,2,1481,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47440,2021-06-10 09:43:40.0,2006-10-10 00:00:00.0,United Kingdom,,,||||,https://commons.wikimedia.org/wiki/File:Francis_Danby_001.jpg,,,1841,||||,,Public Domain,,,National Gallery (Great Britain),Francis_Danby_001,,Norwegian Sea,,||||,Water|Sea,on,,"Danby, Francis, 1793-1861",,London,,,,2,1840,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47448,2021-06-10 09:49:47.0,2006-10-10 00:00:00.0,Spain,,,||||,https://commons.wikimedia.org/wiki/File:Francisco_de_Zurbar%C3%A1n_020.jpg,,,1639,||||,BAshW,Public Domain,,Isaiah 58:1-12,,Francisco_de_Zurbaran_020,,Basket of bread,Christian art and symbolism -- Spain,||||,Bread,on,Painting,"Zurbarán, Francisco, 1598-1664",,Guadelupe,,,,2,1639,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47449,2021-08-30 12:26:21.0,2006-10-10 00:00:00.0,Italy,,Real name was Maso di Stefano or Tommaso di Stefano. <br><br>From The Yorck Project.,||||,"https://commons.wikimedia.org/wiki/File:Giotto_di_Bondone_-_Piet%C3%A0,_Detail.jpg",,,1365,||||,AHoly06|BHoly06|CHoly06,Educational Use Permitted,,"Matthew 27:57-66|Mark 15:1-39, (40-47)|Luke 22:14-23:56|John 19:38-42",Uffizi Gallery,Giotto_di_Bondone_089,,Pieta,Christian art and symbolism -- Italy,||||,Lamentation|Pieta,on,"Painting, panel","Giottino, fl. 1324-1369",,Florence,,73D721,San Remigio,2,1365,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47450,2021-08-30 12:26:58.0,2006-10-10 00:00:00.0,France,,Louvre. <br><br>From The Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Franz%C3%B6sischer_Meister_um_1390_001.jpg,,,1390,||||,AHoly06|BHoly06|CHoly06,Public Domain,,"Matthew 27:57-66|Mark 15:1-39, (40-47)|Luke 22:14-23:56|John 19:38-42",Louvre,Franzosischer_1390_001,,Pieta,Christian art and symbolism -- France,||||,Pieta,on,,,,Paris,,73D721,,2,1390,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47451,2021-02-26 13:18:32.0,2006-10-10 00:00:00.0,Hungary,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Claes_Cornelisz._Moeyaert_002.jpg,,,1627,||||,,Educational Use Permitted,,Genesis 44,Szépművészeti Múzeum (Hungary)	,Claes_Cornelisz_Moeyaert_002,,Joseph's Servants Find the Cup in Benjamin's Sack,Christian art and symbolism,||||,Servants,on,,"Moeyaert, Claes Cornelisz, 1592 or 3-1655","Benjamin (Biblical figure) |Joseph, the son of Jacob (Biblical figure) ",Budapest,,71D1922,,2,1627,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47455,2021-06-10 09:52:26.0,2006-10-10 00:00:00.0,Germany,,,||||,https://commons.wikimedia.org/wiki/File:Fl%C3%A4mischer_Meister_des_13._Jahrhunderts_001.jpg,,,13th century,||||,,Public Domain,,,,Flemischer_001,,History of Alexander,,||||,Griffins,on,Manuscript illumination,,,Berlin,,,,2,1200,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47679,2021-09-09 13:32:31.0,2006-11-13 00:00:00.0,Italy,,epigraph,||||,https://commons.wikimedia.org/wiki/File:Good_shepherd_m2.jpg,,,4th century,||||,AEast04|BEast04,Public Domain,,John 10:1-10|John 10:11-18,Museo Epigrafico,Good_shepherd_m2,,Christ the Good Shepherd,,||||,Good Shepherd,on,,,,Rome,,11D3271,,2,300,3,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47680,2021-02-26 13:24:29.0,2006-11-13 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Fra_Angelico_003.jpg,,,1450,||||,AXmas01,Educational Use Permitted,,Matthew 2:13-23,,Fra_Angelico_003,,Massacre of the Innocents in Bethlehem,Christian art and symbolism -- Italy,||||,Massacre of the Innocents|Bethlehem,on,,"Angelico, fra, approximately 1400-1455",,Florence,,73B6331,,2,1450,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47681,2021-02-26 13:25:14.0,2006-11-13 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Fra_Angelico_005.jpg,,,1450,||||,AXmas01,Educational Use Permitted,,Matthew 2:13-23,,Fra_Angelico_005,,Flight into Egypt,Christian art and symbolism -- Italy,||||,Flight into Egypt,on,,"Angelico, fra, approximately 1400-1455",,Florence,,73B641,,2,1450,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47682,2021-02-26 13:26:00.0,2006-11-13 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Fra_Angelico_012.jpg,,,1450,||||,,Educational Use Permitted,,,,Fra_Angelico_012,,"Crucifixion, detail",Christian art and symbolism -- Italy,||||,,on,,"Angelico, fra, approximately 1400-1455",,Florence,,73D,,2,1450,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47683,2021-08-16 08:42:58.0,2006-11-13 00:00:00.0,Italy,,,||||,https://commons.wikimedia.org/wiki/File:Presentation_of_Jesus_at_the_Temple_by_Fra_Angelico_(San_Marco_Cell_10).jpg,,,1450,||||,BXmas01,Educational Use Permitted,,Luke 2:22-40,,Fra_Angelico_018,,"Presentation in the Temple, detail",Christian art and symbolism -- Italy,||||,Presentation of Jesus at the Temple,on,,"Angelico, fra, approximately 1400-1455",,Florence,,73B4,,2,1450,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47684,2021-08-11 13:44:58.0,2006-11-13 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Fra_Angelico_008.jpg,,,1450,||||,APass|BPass|CPass,Educational Use Permitted,,Matthew 26:14-27:66|Mark 14:1-15:47|Luke 22:14-23:56,,Fra_Angelico_008,,Scenes from the Life of Christ,Christian art and symbolism -- Italy,||||,Passion of Jesus Christ,on,,"Angelico, fra, approximately 1400-1455",,Florence,,73D,,2,1450,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47688,2021-08-10 12:02:13.0,2006-11-13 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Fra_Angelico_010.jpg,,,1450,||||,ANYDy,Educational Use Permitted,,Matthew 25:31-46,,Fra_Angelico_010,,Scenes of the Last Judgment,Christian art and symbolism -- Italy,||||,Hell|Last Judgment,on,,"Angelico, fra, approximately 1400-1455",,Florence,,11U1,,2,1450,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47756,2021-08-10 12:02:34.0,2006-11-15 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Fra_Angelico_011.jpg,,,1450,||||,ANYDy,Educational Use Permitted,,Matthew 25:31-46,,Fra_Angelico_011,,"Scenes of the Last Judgment, detail",Christian art and symbolism -- Italy,||||,Rising of the dead|Last Judgment,on,,"Angelico, fra, approximately 1400-1455",,Florence,,11U1,,2,1450,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
47757,2021-08-09 10:29:54.0,2006-11-15 00:00:00.0,Italy,,From the Yorck Project.,||||,https://commons.wikimedia.org/wiki/File:Fra_Angelico_016.jpg,,,1450,||||,APass|BPass,Educational Use Permitted,,Matthew 26:14-27:66|Mark 14:1-15:47,,Fra_Angelico_016,,Christ in Garden of Gethsemane,Christian art and symbolism -- Italy,||||,Passion of Jesus Christ: Gethsemane,on,,"Angelico, fra, approximately 1400-1455",,Florence,,73D31211,,2,1450,999,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
