qid,type,label,object_description,form_description,design_description,includes
Q102966833,work of art,Kanzashi (Woman's Hair Ornament) Comb with a Design of Branches of Flowers and Leaves,Kanzashi (Woman's Hair Ornament) Comb,,of Branches of Flowers and Leaves,
Q102966840,work of art,Kanzashi (Woman's Hair Ornament) Comb with a Design of Geese Flying Over Dew-Covered Grasses,Kanzashi (Woman's Hair Ornament) Comb,,of Geese Flying Over Dew-Covered Grasses,
Q102966851,work of art,Kanzashi (Woman's Hair Ornament) Comb with a Design of Kikyo (Chinese Balloon Flowers),Kanzashi (Woman's Hair Ornament) Comb,,of Kikyo (Chinese Balloon Flowers),
Q102966860,work of art,Kanzashi (Woman's Hair Ornament) Comb with Inlaid and Perforated Floral Motifs,Kanzashi (Woman's Hair Ornament) Comb,,,Inlaid and Perforated Floral Motifs
Q102966866,work of art,Kanzashi (Woman's Hair Ornament); Comb with a Design of Water and Chrysanthemums,Kanzashi (Woman's Hair Ornament); Comb,,of Water and Chrysanthemums,
Q102966871,work of art,Kanzashi (Woman's Hair Ornament); Comb with Appliqué Design of Lilies and an Ivory Motif of the Sun Rising Over Waves,Kanzashi (Woman's Hair Ornament); Comb,,,Appliqué Design of Lilies and an Ivory Motif of the Sun Rising Over Waves
Q102966879,ceramics,Karatsu ware cup with an abstract bird design,Karatsu ware cup,,,an abstract bird design
Q102966897,work of art,Kashira (pummel cap) of a Japanese sword,Kashira (pummel cap) of a Japanese sword,,,
Q102966901,work of art,Kashira (Sword Handle Pommel) with a Design of a Wind God,Kashira (Sword Handle Pommel),,of a Wind God,
Q102966906,ceramics,Kayari (insect repellent incense burner) with green glazes,Kayari (insect repellent incense burner),,,green glazes
Q102966911,work of art,Kettle for tea with a knob in the shape of two No masks from Morioka,Kettle for tea with a knob,two No masks from Morioka,,
Q103302091,work of art,Kidney-Shaped Suiteki (water dropper),Kidney-Shaped Suiteki (water dropper),,,
Q102966925,textile,Kimono,Kimono,,,
Q106568625,clock,Klok,Klok,,,
Q103302120,sculpture,Kneeling female figure,Kneeling female figure,,,
Q103302127,ceramics,Kneeling female figure with large ear spools,Kneeling female figure,,,large ear spools
Q103302136,ceramics,Kneeling female figure with spots of brown glaze,Kneeling female figure,,,spots of brown glaze
Q102966961,ceramics,Kneeling female figure in prayerful attitude with green glaze,Kneeling female figure in prayerful attitude,,,green glaze
Q103302142,ceramics,Kneeling female human effigy,Kneeling female human effigy,,,
Q103302150,ceramics,Kneeling figure with bundle on back,Kneeling figure,,,bundle on back
Q106582722,weapon,Knife,Knife,,,
Q103302170,work of art,Kogai (Dagger Handle) with a Design of a Phoenix and Paulownia Blossoms and Leaves,Kogai (Dagger Handle),,of a Phoenix and Paulownia Blossoms and Leaves,
Q102966970,ceramics,Kogo (incense container) in the Form of a Lion,Kogo (incense container),a Lion,,
Q102966976,ceramics,Kogo (Incense Container) in the Form of a Pine Cone,Kogo (Incense Container),a Pine Cone,,
Q102966983,ceramics,Kogo (Incense container) in the shape of a boar's head,Kogo (Incense container),a boar's head,,
Q102966990,ceramics,Kogo (Incense Container) with a Design of a Chrysanthemum and Paulownia Leaves and Flowers,Kogo (Incense Container),,of a Chrysanthemum and Paulownia Leaves and Flowers,
Q102966997,work of art,Kogo (Incense Container) with a Design of a Family Crest with Three Leaves,Kogo (Incense Container),,of a Family Crest with Three Leaves,
Q102967011,work of art,Kogo (Incense Container) with a Design of a Lion Dog on the Lid and Peonies on the Bottom,Kogo (Incense Container),,of a Lion Dog on the Lid and Peonies on the Bottom,
Q102967019,ceramics,Kogo (Incense Container) with a Design of Bamboo Grass,Kogo (Incense Container),,of Bamboo Grass,
Q102967026,ceramics,Kogo (Incense Container) with a Flame-Shaped Lid,Kogo (Incense Container),,,a Flame-Shaped Lid
Q102967036,ceramics,Kogo (Incense Container) with a Floral Motif,Kogo (Incense Container),,,a Floral Motif
Q102967041,ceramics,Kogo (Incense Container) with Comma-Shaped Design on Lid,Kogo (Incense Container),,,Comma-Shaped Design on Lid
Q103302177,ceramics,Kogo (Incense Container) in the form of a papier-maché tiger folk toy,Kogo (Incense Container),a papier-maché tiger folk toy,,
Q104032119,ceramics,Kogo (Incense Container),Kogo (Incense Container),,,
Q104032120,ceramics,Kogo (Incense Container),Kogo (Incense Container),,,
Q104032121,ceramics,Kogo (Incense Container),Kogo (Incense Container),,,
Q104032123,ceramics,Kogo (Incense Container) in the Form of a Sash Knot,Kogo (Incense Container),a Sash Knot,,
Q104032124,ceramics,Kogo (Incense Container) in the Form of a Sash Knot,Kogo (Incense Container),a Sash Knot,,
Q102967047,ceramics,Kogo (Lidded Incense Container),Kogo (Lidded Incense Container),,,
Q106568626,container,Ku beaker,Ku beaker,,,
Q102967066,ceramics,Kuan type jar with handles with green crackle glaze,Kuan type jar,,,handles with green crackle glaze
Q102967071,sculpture,Kuan Yin with Mandorla,Kuan Yin,,,Mandorla
Q106566934,ceramics,"Kutani ware brush holder with a design of two Taoist Chinese immortals in red, gold, and black enamel glazes with three feet in the shape of three children",Kutani ware brush holder,,"of two Taoist Chinese immortals in red, gold, and black enamel glazes with three feet in the shape of three children",
Q102967246,work of art,Lacquer box with inlaid coins and a design of lucky symbols with a staff and gourd,Lacquer box,,,inlaid coins and a design of lucky symbols with a staff and gourd
Q103302347,work of art,Lacquer box with deer and tree motif,Lacquer box,,,deer and tree motif
Q102967251,work of art,"Lacquer pipe case with pipe, drawstring bead (ojimi) with geometric",Lacquer pipe case,,,"pipe, drawstring bead (ojimi) with geometric"
Q102967289,sculpture,Lamp with a human mask on lid,Lamp,,,a human mask on lid
Q102967878,work of art,Large eagle pendant,Large eagle pendant,,,
Q103304422,ceramics,Large hollow head,Large hollow head,,,
Q102967892,ceramics,Large plate with auspicious symbols,Large plate,,,auspicious symbols
Q103304427,ceramics,Large seated hollow figure of a woman,Large seated hollow figure of a woman,,,
Q103304434,ceramics,Large tapering container with abstract slip design,Large tapering container,,,abstract slip design
Q102967902,currency,"Large type two-headed dragon Ch'ing (also referred to as ""chime"" or ""Bridge Money"")","Large type two-headed dragon Ch'ing (also referred to as ""chime"" or ""Bridge Money"")",,,
Q104032130,work of art,Lid to a butter churn,Lid to a butter churn,,,
Q104032131,work of art,Lid to a butter churn,Lid to a butter churn,,,
Q104032133,work of art,Lid to a butter churn,Lid to a butter churn,,,
Q104032134,work of art,Lid to a butter churn,Lid to a butter churn,,,
Q102968060,ceramics,Lidded bowl with a saucer (rose medallion ware),Lidded bowl,,,a saucer (rose medallion ware)
Q102968066,work of art,Lidded container with a design of the Seven Lucky Gods,Lidded container,,of the Seven Lucky Gods,
Q102968078,ceramics,Lidded jar,Lidded jar,,,
Q102968085,ceramics,Lidded jar with grey-brown underglaze painting,Lidded jar,,,grey-brown underglaze painting
Q103304609,ceramics,Lidded jar with a design in blue under glaze of a boy in a landscape,Lidded jar,,in blue under glaze of a boy in a landscape,
Q102968092,ceramics,Lidded rectangular box with a design in blue underglaze of a dog,Lidded rectangular box,,in blue underglaze of a dog,
Q103304616,work of art,Lidded rectangular vessel on four tall round legs in the form of fang ting (bronze vessel) Traditional mask carving to the front of vessel,Lidded rectangular vessel on four tall round legs,fang ting (bronze vessel) Traditional mask carving to the front of vessel,,
Q103304621,work of art,Lidded round censer with lotus pattern and lion head handles with loose rings,Lidded round censer,,,lotus pattern and lion head handles with loose rings
Q102968099,ceramics,Lidded seal ink container with a design in blue underglaze of a bird and plants,Lidded seal ink container,,in blue underglaze of a bird and plants,
Q102968105,ceramics,Lidded seal ink container with a design of prawns and leaves,Lidded seal ink container,,of prawns and leaves,
Q102968111,sculpture,Lidded Seal Ink Container with Floral Pattern,Lidded Seal Ink Container,,,Floral Pattern
Q102968119,ceramics,"Lidded soy sauce pot with a design in blue underglaze of a boat, reeds and birds",Lidded soy sauce pot,,"in blue underglaze of a boat, reeds and birds",
Q104032137,ceramics,Lidded suwankolok ware bowl with a design in black slip of a combination of geometric patterns and flowers,Lidded suwankolok ware bowl,,in black slip of a combination of geometric patterns and flowers,
Q104032138,ceramics,Lidded suwankolok ware bowl with a design in black slip of a combination of geometric patterns and flowers,Lidded suwankolok ware bowl,,in black slip of a combination of geometric patterns and flowers,
Q104032140,ceramics,Lidded suwankolok ware bowl with a design in black slip of a combination of geometric patterns and flowers,Lidded suwankolok ware bowl,,in black slip of a combination of geometric patterns and flowers,
Q102968127,ceramics,Lidded suwankolok ware jar with a design in black slip of a combination of floral and geometric patterns with gold lacquer repair,Lidded suwankolok ware jar,,in black slip of a combination of floral and geometric patterns with gold lacquer repair,
Q102968134,ceramics,Lidded suwankolok ware jar with a design in blue underglaze of a bird and water plants with geometric patterns,Lidded suwankolok ware jar,,in blue underglaze of a bird and water plants with geometric patterns,
Q102968142,ceramics,Lidded teacup with a design in blue and red underglaze of peonies with gold enamel,Lidded teacup,,in blue and red underglaze of peonies with gold enamel,
Q102968148,ceramics,Lidded teapot with a design of Taoist immortal Shoulau and a boy in a landscape with a large peach and five orange bats,Lidded teapot,,of Taoist immortal Shoulau and a boy in a landscape with a large peach and five orange bats,
Q103304626,work of art,"Lidded, Four-Legged Censer","Lidded, Four-Legged Censer",,,
Q103304644,ceramics,Limoge candle stick,Limoge candle stick,,,
Q102968171,work of art,Lion bobble-head toy,Lion bobble-head toy,,,
Q102968179,work of art,Lion dogs sword ornaments,Lion dogs sword ornaments,,,
Q103304649,sculpture,Lion of St. Mark,Lion of St. Mark,,,
Q103304690,ceramics,Long Neck vase with a red and gold swirl pattern (Kutani ware),Long Neck vase,,,a red and gold swirl pattern (Kutani ware)
Q105095837,sculpture,Long-legged bird,Long-legged bird,,,
Q102968243,ceramics,Longquan celadon ware charger,Longquan celadon ware charger,,,
Q102968250,ceramics,Longquan celadon ware dish with twin-fish motif,Longquan celadon ware dish,,,twin-fish motif
Q103304703,sculpture,Lotus Flowers in a Wood Vase (Ornament for a scholar's table),Lotus Flowers in a Wood Vase (Ornament for a scholar's table),,,
Q103304730,work of art,Louis XVI Style Credenza,Louis XVI Style Credenza,,,
Q102968270,textile,Lovers in a Garden,Lovers in a Garden,,,
Q105095956,sculpture,"Low relief votive fragment depicting the Egyptian God Ptah, standing in profile with the was scepter",Low relief votive fragment,,"the Egyptian God Ptah, standing in profile with the was scepter",
Q103304751,sculpture,Luluwa (carved magical figure),Luluwa (carved magical figure),,,
Q103304834,work of art,Magical chest pendant with boar tusks,Magical chest pendant,,,boar tusks
Q103304839,sculpture,Magical figure,Magical figure,,,
Q103304843,work of art,Magical pendant,Magical pendant,,,
Q103304869,sculpture,Male figure,Male figure,,,
Q103304875,sculpture,Male figure with a bird head,Male figure,,,a bird head
Q106568637,mask,Male Mask,Male Mask,,,
Q103304887,ceramics,Male standing figurine,Male standing figurine,,,
Q103304939,ceramics,Man holding a dog,Man holding a dog,,,
Q103304980,sculpture,Man's Head,Man's Head,,,
Q103304988,textile,Man's Padded Winter Kimono with a Design of Squares,Man's Padded Winter Kimono,,of Squares,
Q103304996,textile,Man's Silk Obi (Kimono Sash) with Tie-Dye Design of White Geometric Forms at Both Ends,Man's Silk Obi (Kimono Sash),,,Tie-Dye Design of White Geometric Forms at Both Ends
Q103305004,ceramics,Mandolin,Mandolin,,,
Q103305031,work of art,Marble-topped table,Marble-topped table,,,
Q103305057,furniture,Marital stool with male and female caryatids,Marital stool,,,male and female caryatids
Q103305073,work of art,"Marriage Mirror with a Design of Two Cranes, a Tortoise, and a Pine Tree",Marriage Mirror,,"of Two Cranes, a Tortoise, and a Pine Tree",
Q102968458,ceramics,"Mashiko ware plate with an abstract design in brown, black and cream colored glazes",Mashiko ware plate,,,"an abstract design in brown, black and cream colored glazes"
Q103305107,mask,Mask,Mask,,,
Q103305119,sculpture,Mask,Mask,,,
Q106568797,mask,Mask,Mask,,,
Q102968463,work of art,Mask of a Tengu with inscription on inside,Mask of a Tengu,,,inscription on inside
Q102968471,work of art,"Mask, Representing an Antelope","Mask,",an Antelope,,
Q103305153,sculpture,Maz,Maz,,,
Q102968494,work of art,Mbuya (initiation mask),Mbuya (initiation mask),,,
Q106568642,work of art,Medicated Lamp,Medicated Lamp,,,
Q102968507,work of art,Medicine steamer,Medicine steamer,,,
Q102968519,ceramics,Melon shaped hagi ware dish with an inlaid design,Melon shaped hagi ware dish,,,an inlaid design
Q106582723,work of art,Menuki (Sword Hilt Ornament) with a Design of a Bear,Menuki (Sword Hilt Ornament),,of a Bear,
Q106582725,work of art,Menuki (Sword Hilt Ornament) with a Design of a Blowfish and a Giant Radish,Menuki (Sword Hilt Ornament),,of a Blowfish and a Giant Radish,
Q106582726,work of art,Menuki (Sword Hilt Ornament) with a Design of a Boy with a Broom Standing by a Tub with a Tortoise,Menuki (Sword Hilt Ornament),,of a Boy with a Broom Standing by a Tub with a Tortoise,
Q106582727,work of art,Menuki (Sword Hilt Ornament) with a Design of a Bundle of Flowers,Menuki (Sword Hilt Ornament),,of a Bundle of Flowers,
Q106582729,work of art,Menuki (Sword Hilt Ornament) with a Design of a Ceremonial Whisk,Menuki (Sword Hilt Ornament),,of a Ceremonial Whisk,
Q106582730,work of art,Menuki (Sword Hilt Ornament) with a Design of a Chinese Lion-Dog,Menuki (Sword Hilt Ornament),,of a Chinese Lion-Dog,
Q106582731,work of art,Menuki (Sword Hilt Ornament) with a Design of a Chrysanthemum and Water,Menuki (Sword Hilt Ornament),,of a Chrysanthemum and Water,
Q106582732,work of art,Menuki (Sword Hilt Ornament) with a Design of a Figure Holding a Fan in Front of Chrysanthemums,Menuki (Sword Hilt Ornament),,of a Figure Holding a Fan in Front of Chrysanthemums,
Q106582734,work of art,"Menuki (Sword Hilt Ornament) with a Design of a Fisherman in a Boat, Holding a Dip Net",Menuki (Sword Hilt Ornament),,"of a Fisherman in a Boat, Holding a Dip Net",
Q106582735,work of art,Menuki (Sword Hilt Ornament) with a Design of a Flat Ceremonial Fan,Menuki (Sword Hilt Ornament),,of a Flat Ceremonial Fan,
Q106582736,work of art,Menuki (Sword Hilt Ornament) with a Design of a Flying Bat and a Crescent Moon,Menuki (Sword Hilt Ornament),,of a Flying Bat and a Crescent Moon,
Q106582737,work of art,Menuki (Sword Hilt Ornament) with a Design of a Man Holding a Sake Cup,Menuki (Sword Hilt Ornament),,of a Man Holding a Sake Cup,
