,accession_number,locale,description,qid,label_en,ratio,partial_ratio,prop,category,type,title
286,2000.089,en,thrillpeddlers present live on stage shocktoberfest madness 3 dramas spanking 8 pm sissies stay home! only $15 at the door no one under 18 will be admitted * c-1999 ,Q105092098,"shocktoberfest - 3 disturbing dramas - exit theatre, san francisco oct. 21-23, 27-30",36,45,0.8,,poster,"Shocktoberfest - 3 Disturbing Dramas - Exit Theatre, San Francisco Oct. 21-23, 27-30"
287,2007.063,en,lms express & cunard liner the highest standard of comfort in rail and ocean travel wa 104-51 10451 t,Q105092340,vintage poster for lms express & cunard liner,36,42,0.857,,poster,Vintage poster for LMS Express & Cunard Liner
288,2017.001.042,en,14-70 da forens het we wame the story of donale 148/200 zrizhirlendury,Q103310176,"the story of jonah, from ""ten wood engravings from the old testament""",36,37,0.973,,print,"The Story of Jonah, from ""Ten Wood Engravings from the Old Testament"""
289,2000.039,en,tod cooper banda*** 12th & porter s v3rd copyric ol f sro p e ל כל m s6,Q105092226,tod cooper band,35,100,0.35,,poster,Tod Cooper Band
290,2001.018,en,leadership music 2000 artist day feb. 11 appearing: tr janis ian kirk whalum del reeves karen roberts sixpence none the richer john hiatt victoria shaw tommy womack rosie flores and more... k,Q103304548,leadership music 2000 artist day feb. 11,35,100,0.35,,poster,Leadership Music 2000 Artist Day Feb. 11
291,2001.154,en,those wandering jook-joint amusement legendary shack shakers roots music from nashville live in person      ,Q105091924,legendary shack shakers,35,100,0.35,,poster,Legendary Shack Shakers
292,1988.036,en,"fter e in emotion. /21 200 j. velmia, 1960",Q103296815,an emotion,35,90,0.389,,print,An Emotion
293,2004.019,en,x wwwwwmane men wirt ofi gmockhurt. ai,Q103296490,a mountain man,35,50,0.7,,poster,A Mountain Man
294,2017.001.035,en,fritz eicheling,Q102977377,wuthering heights: chapter head,35,47,0.745,,print,Wuthering Heights: Chapter Head
295,2015.037jj,en,19/140 point to point ce roser 1987,Q103306749,"point-to-point, from american abstract artists 50th anniversary print portfolio",35,46,0.761,,print,"Point-to-Point, from American Abstract Artists 50th Anniversary Print Portfolio"
296,2012.008v,en,85%/100 untitled refentse mann 1997,Q102976323,"untitled, from american abstract artists 60th anniversary print portfolio",35,43,0.814,,print,"Untitled, from American Abstract Artists 60th Anniversary Print Portfolio"
297,2002.041.001,en,diar sonsther farming it ongex cordialement crust,Q104032271,"quelques fleurs pour des amis, avec un coup d'oeil sur le jardin ",35,41,0.854,,print,"Quelques fleurs pour des amis, avec un coup d'oeil sur le jardin (A few flowers for some friends, with a glance upon the garden)"
298,1970.020,en,john stermart cung,Q102973672,summer afternoon,35,40,0.875,,print,Summer Afternoon
299,2001.125,en,ricochet june 14 n berry hill park 4pm ,Q105092073,ricochet,34,100,0.34,,poster,Ricochet
300,2018.008,en,man man and two wives deep etching veroun tod dabai bruce onobrakpeya july 1970 hup.,Q102968338,man and two wives,34,100,0.34,,print,Man and Two Wives
301,2001.112,en,f if you have the jones for some primal tones then take a trip to 1946 a classic bluegrass experience wednesday july vato whinhos & the station inn ,Q105091574,a classic blue grass experience,34,97,0.351,,poster,A Classic Blue Grass Experience
302,2017.001.027,en,jumber fard a.p. eichenbery finz eshinber.,Q103304756,lumber yard,34,82,0.415,,print,Lumber Yard
303,1982.092,en,i eg bauttiate baparliksmi nima,Q102970654,"russian language lesson, from the revolutions per minute ",34,39,0.872,,print,"Russian Language Lesson, from the Revolutions Per Minute (The Art Record)"
304,1999.141e,en,eichenerg jam ww heret na ink eichenberg,Q106567662,"the follies of teaching, from in praise of folly ",34,36,0.944,,print,"The Follies of Teaching, from In Praise of Folly (Encomium Moriae)"
305,2015.037i,en,"a{ad h composition suzy trelinghuysen, 86",Q103298710,"composition, from american abstract artists 50th anniversary print portfolio",34,32,1.062,,print,"Composition, from American Abstract Artists 50th Anniversary Print Portfolio"
306,2001.174,en,bisbee's comedians band & orchestra * july 8-13 *1946+ kuttawa.ky gomedy drama vodvil tya ,Q105091657,bisbee's comedians,33,100,0.33,,poster,Bisbee's Comedians
307,2001.120,en," black dog records present ther mertons ""girandole"" black dog records www.blackdogrecords.com www.blackdogrecords.com ",Q105092200,"the mertons ""girandole""",33,96,0.344,,poster,"The Mertons ""Girandole"""
308,2001.013,en, phil leadbetter president for 200 o  candidate on the independent dobro ticket mtv and vh1 shutdown  all karaoke machines destroyed  no more rap vote for a bluer america put a real g-string in the oval office visit us www.bluegrasstelegraph.com/philibuster_campaign.htm listen to www.solidgoldbluegrass.com all donations gladly accepted (cash only) ,Q105092019,"phil ledbetter for president 2000, candidate on the independent dobro ticket",33,89,0.371,,poster,"Phil Ledbetter for President 2000, Candidate on the Independent Dobro Ticket"
309,2003.009,en,"coch www lorus rre del mangin, diena john taylor army-1931 via s.agat",Q103302290,"la mangia, siena ",33,82,0.402,,poster,"La Mangia, Siena (also called La Torre Del Mangia, Siena)"
310,2005.002,en,"ayuubilly all stars bluegrassinn thur fri sat nite nite nite podar, tilb",Q105091857,hillbilly all stars,33,79,0.418,,poster,Hillbilly All Stars
311,2000.071,en,"********* announcing best of silicon valley 1999- the fattest issue of the year and maybe of the century publication date- septen.ber 30, 1999 deadline- september 21, 1999 call for information- 408-298-8000 newspaper metro, silicon valley's weekly ****** * ",Q105091611,"announcing the best of silicon valley 1999, september 30",33,77,0.429,,poster,"Announcing The Best of Silicon Valley 1999, September 30"
312,2001.182,en,the station inn presents thursday 2000* october 12 ronnie mccoury terry eldredge jason carter mandolin rob mccour y banjo mike bub bass station inn 615-255-3307 guitar ,Q105092215,the station inn presents mac wiseman,33,75,0.44,,poster,The Station Inn Presents Mac Wiseman
313,2000.055,en,proud of your rooster ? pad show it! deadline for entries july 10 livestock july 19 rabbits july 1 arts & crafts july 1 everything else entucky state fair aug. 19-29 1999 everybody's state fair batch show print co.-nashville,Q103307239,"proud of your rooster show it! aug 19-29, 1999",33,72,0.458,,poster,"Proud of your Rooster Show It! Aug 19-29, 1999"
314,1979.0767P,en,artists brong signilliet angers,Q105091831,girl and dog,33,58,0.569,,print,Girl and Dog
315,2003.028,en,de to lan p of her gr aloring valai,Q102969614,paul verlaine,33,54,0.611,,print,Paul Verlaine
316,2001.060,en,"--------- jomo entertainment and presents steve earle tickets are available at bigshot records or charge by phone at 706.543.6666. dukes georgia theater athens, georgia friday, november 17 50000 odoo ",Q105092129,"steve earle and the dukes november 17, georgia theater",33,50,0.66,,poster,"Steve Earle and The Dukes November 17, Georgia Theater"
317,1999.152,en,"coming soon city grocery proudly presents blue mountain 2 shows! nov: 16-30 mon. for show info & showtimes please call 601-232-8080 city grocery - 152 courthouse square-oxford, miss-38655 tickets available at the door only coptrigny 1908 matom show print company all rights reserved",Q105092035,"poster for blue mountain at city grocery, oxford, mississippi",33,48,0.688,,poster,"Poster for Blue Mountain at City Grocery, Oxford, Mississippi"
318,1982.095,en,metapho kb-.. metaphos metod metaphors rat' maia n sks jns tions ا۔ ان ان onjen! atomy تر مردم !.. vibrations! ***jons for schle,Q102976709,"vibrations/metaphors, from the revolutions per minute ",33,44,0.75,,poster,"Vibrations/Metaphors, from the Revolutions Per Minute (The Art Record)"
319,1999.141d,en,eichenberg int eichenbing,Q106567681,"the human comedy, from in praise of folly ",33,36,0.917,,print,"The Human Comedy, from In Praise of Folly (Encomium Moriae)"
320,1957.003,en,h martin barooshian. 1952,Q106577448,the four horsemen,33,35,0.943,,print,The Four Horsemen
321,1982.080,en,a word repeated becomes another word. /07/5/06 aguetti,Q102969736,"pieces of sound, from the revolutions per minute ",33,35,0.943,,print,"Pieces of Sound, from the Revolutions Per Minute (The Art Record)"
322,2015.037m,en,'drawings' 19/140 2 г о учни goon yeaл іfу,Q102964610,"drawings, from american abstract artists 50th anniversary print portfolio",33,33,1,,print,"Drawings, from American Abstract Artists 50th Anniversary Print Portfolio"
323,2008.162,en,ervine mizi the peristyle north end grant park by the elevated lines,Q102974664,the peristyle,32,100,0.32,,poster,The Peristyle
324,2001.029,en,"nickelodeon presents the third season of oh yeah! cartoons created by fred seibert a kid's life baxter and bananas the dan danger show elise the fairly oddparents jamal, the funny frog the kameleon kid moville mysteries the semprini triplets sick and tired skippy spankerton super santa tales from the goose lady the tantrum a frederator production executive producers: larry huber & fred seibert oh yeah! original cartoons since 1998 ",Q105091987,"nickelodeon presents the third season of oh yeah! cartoons, created by fred seibert",32,99,0.323,,poster,"Nickelodeon presents The Third Season of OH YEAH! Cartoons, Created by Fred Seibert"
325,2001.076,en,"alison krauss union station featuring & jerry douglas 8 pm august 18 & the salem civic center-salem. ya poo tickets are available at the salem civic center box office, all ticketmaster outlets, or on-line at www.ticketmaster.com produced by outback concerts ",Q105091590,"alison krauss and union station, featuring jerry douglas",32,91,0.352,,poster,"Alison Krauss and Union Station, featuring Jerry Douglas"
326,1988.040,en,dec jº. m.& antell fecit. liotard pins. 1754 the right honearable henry fox exqf- secretary of state. a from an original in the possession of the hon's horace walpole.,Q103310090,the right honourable henry fox esq.,32,89,0.36,,print,The Right Honourable Henry Fox Esq.
327,1999.155,en,"rhythm hive productions presents in association with black gemini untouchable by the fbi by interpol untouchable untouchable by cointelpro ✰✰✰✰  the untouchable sound ** make-up electric gospel band and show walking on the dune"" the choice"" ""every baby(cries the same)"" in 3 dimensions n 8 live at the lost nude 99 it's got no fingerprintz on it⁹⁹ make-up* copyright 1900 matom show print company all rights reserved",Q105092040,poster for make-up. electric gospel band and show in 3 dimensions at the lost nude,32,68,0.471,,poster,Poster for Make-Up. Electric Gospel Band and Show in 3 Dimensions at the Lost Nude
328,2000.058,en,вану design show print- m. bad da,Q105091627,bah! design,32,64,0.5,,poster,Bah! Design
329,2001.151,en,"in her only crescent city preformance *the one & only* colleen sept -11- 1999 black reviving her most requested numbers*** grand chandelier tour voodoo nuns of sacred heart ****  chevy chase impressions *** sept -11- 1999 broussards laissez les bon temps roulez hatch shew print - nashville, tn",Q105092205,the one and only colleen black in her only crescent city performance,32,60,0.533,,poster,The One and Only Colleen Black In Her Only Crescent City Performance
330,1957.046,en,troyo ??,Q105096053,two figures,32,38,0.842,,print,Two Figures
331,2012.008t,en,85/100 letter-gebren. jane logemain 1997.,Q102968049,"letter-hebrew-1997, from american abstract artists 60th anniversary print portfolio",32,29,1.103,,print,"Letter-Hebrew-1997, from American Abstract Artists 60th Anniversary Print Portfolio"
332,2000.011,en,fri may 14 the rev. horton heat junior brown br5-49 mississippi nights 914 n. 1st st. louis mo. all tickets at metro ticket outlets 1-314-421-3853 for info c-1999 hatah show print,Q105092211,the rev. horton heat junior brown,31,100,0.31,,poster,The Rev. Horton Heat Junior Brown
333,2001.099,en,royal albert hall a asgard presents the mavericks may *16* * 17 * *18* n,Q105092198,the mavericks,31,100,0.31,,poster,The Mavericks
334,2001.138,en,"the bluebird cafe nashville, tennessee 4104 hillsboro rd. 615-383-1461 - www.bluebirdcafe.com ",Q105092163,the bluebird cafe,31,100,0.31,,poster,The Bluebird Cafe
335,2005.014,en,pushers 21. astronaut pushers with jennifer nicely basement july 9 doors at 8pm the $5 *****,Q105091621,astronaut pushers,31,100,0.31,,poster,Astronaut Pushers
336,2001.040,en,"nashville downtown partnership a presents avenue of the arts rd saturday arts umatinee w a walking tour of visual arts venues along 5th ave ✰✰✰✰✰✰ every third saturday of the month  participants are: the arts company 215 5th ave. n.254-2040 artsynergy 615 5th aveds-256-9001 downtown presbyterian church 1545th ave. n 254-7584 lord entertainment center adway 170 ruby green gallery 5145th ave. s.-244-7179 the ryman auditorium 16 5th ave.n. - 254-1445 , tennessee performing arts center 505 deaderick street-255-2787 tennessee state museum 5th ave. n & deaderick street 741-2692 upcoming dates: march 18 april 15 may 20 (mother's day june 17(father's day) for more info call 259-4763 or www.nashvilledowntown.com",Q105091983,"nashville downtown partnership presents avenue of the arts, 3rd saturday arts matinee a walking tour of arts venues along 5th avenue",31,91,0.341,,poster,"Nashville Downtown Partnership Presents Avenue of the Arts, 3rd Saturday Arts Matinee A Walking Tour of Arts Venues along 5th Avenue"
