qid,dimension,type,label
Q102965653,2D,photograph,"Gabriel Found Guilty of Murdering his Wife in Front of their Children - Sentenced to 6 years, Paroled after serving only 4 years"
Q103300349,2D,photograph,Gale Smith (1 of 8)
Q103300357,2D,photograph,Gale Smith (2 of 8)
Q103300361,2D,photograph,Gale Smith (3 of 8)
Q103300366,2D,photograph,Gale Smith (4 of 8)
Q103300373,2D,photograph,Gale Smith (5 of 8)
Q103300379,2D,photograph,Gale Smith (6 of 8)
Q103300390,2D,photograph,Gale Smith (7 of 8)
Q103300396,2D,photograph,Gale Smith (8 of 8)
Q103300418,2D,photograph,Gardenias from Intimacy
Q103551049,2D,photograph,"George Hamilton, Woman and Man"
Q103300482,2D,photograph,Georgia O'Keefe and Juan Hamilton
Q103300494,2D,photograph,Gerbera Daisy from Intimacy
Q103300500,2D,photograph,Ghada from Our House is On Fire
Q105091830,2D,photograph,"Ginko Tree, Spring Leaves and Pistillate Flowers"
Q102965944,2D,photograph,"Hamas militant, Gaza"
Q103300873,2D,photograph,"Hand to Niemeyer, Niteroi, Brazil"
Q103300916,2D,photograph,"Harlequin, Arles"
Q103300924,2D,photograph,Hawaii
Q103301102,2D,photograph,Henry Geldzahler
Q103551052,2D,photograph,Henry Geldzahler and Unidentified Men
Q103551057,2D,photograph,"Henry Geldzahler, Raymond Foy and Unidentified Woman and Waiter"
Q103301136,2D,photograph,"Hermitas de Córdoba, from Fotografias de los Anõs 40, Volumen I"
Q102966135,2D,photograph,"Homage to N.S. ""Your thoughts don't have words-/ Like signal esoteric sips-"""
Q103301306,2D,photograph,Howdy Doody
Q102966235,2D,photograph,Hundred Guilder Print
Q103301355,2D,photograph,"Hydrangea, from Flower Portraits: The Life Cycle of Beauty"
Q103301391,2D,photograph,"Ibiza, from Fotografias de los Anõs 40, Volumen I"
Q103301538,2D,photograph,Improvisation Front Page for Steichen the Photographer
Q103301620,2D,photograph,"Ingerborg Haeff Ten, 78, from Wise Women: A Celebration of Their Insights, Courage, and Beauty"
Q103551073,2D,photograph,Interior
Q103301656,2D,photograph,"Interior of the Studio in Palma de Mallorca, from Creación Miró 1961"
Q103301673,2D,photograph,Iranian Princess II
Q102966472,2D,photograph,"Iraqi Kurd refugees, Southern Turkey, Gulf War"
Q106577351,2D,photograph,"Itaparica Landing, Bahia, Brazil"
Q102966599,2D,photograph,"James and Taylor, from the series, I Am Unbeatable"
Q104032093,2D,photograph,"James, the Bug Whisperer, from the series, I Am Unbeatable"
Q104032094,2D,photograph,"James, the Bug Whisperer, from the series, I Am Unbeatable"
Q103301760,2D,photograph,"Jane Goodall, 67, from Wise Women: A Celebration of Their Insights, Courage, and Beauty"
Q104032095,2D,photograph,Jane Holzer
Q104032096,2D,photograph,Jane Holzer
Q102966624,2D,photograph,"Janice, Boulder Colo 1987"
Q102966681,2D,photograph,"Jean Cocteau and Sphinx, les Baux"
Q103301828,2D,photograph,Jed Johnson
Q104032097,2D,photograph,Jerry Moss
Q104032098,2D,photograph,Jerry Moss
Q104032099,2D,photograph,Jerry Moss
Q104032100,2D,photograph,Jerry Moss
Q104032101,2D,photograph,Jerry Moss
Q104032102,2D,photograph,Jerry Moss
Q104032103,2D,photograph,Jerry Moss
Q104032104,2D,photograph,Jerry Moss
Q103301835,2D,photograph,"Jessica Tandy, 84, from Wise Women: A Celebration of Their Insights, Courage, and Beauty"
Q103301840,2D,photograph,"Jewel-Joy Stevens, America's Little Yankee Miss, from ""America: Now + Here"" a portfolio"
Q103551075,2D,photograph,John
Q104032107,2D,photograph,Jon Gould and Unidentified Men
Q104032109,2D,photograph,Jon Gould and Unidentified Men
Q104032112,2D,photograph,Jon Gould and Unidentified Men
Q103301955,2D,photograph,Karen Lerner (1 of 10)
Q103301963,2D,photograph,Karen Lerner (10 of 10)
Q103301968,2D,photograph,Karen Lerner (2 of 10)
Q103301982,2D,photograph,Karen Lerner (3 of 10)
Q103302000,2D,photograph,Karen Lerner (4 of 10)
Q103302009,2D,photograph,Karen Lerner (5 of 10)
Q103302020,2D,photograph,Karen Lerner (6 of 10)
Q103302029,2D,photograph,Karen Lerner (7 of 10)
Q103302036,2D,photograph,Karen Lerner (8 of 10)
Q103302046,2D,photograph,Karen Lerner (9 of 10)
Q102966888,2D,photograph,"Karen, Minneapolis"
Q103302097,2D,photograph,"Kiln of the Ceramist Josep Llorens Artigas, Barcelona from Creation in Space of Joan Miró"
Q104032117,2D,photograph,"Kiln of the Ceramist Josep Llorens Artigas, Barcelona from Creation in Space of Joan Miró"
Q106577357,2D,photograph,"Kiln of the Ceramist Josep Llorens Artigas, Barcelona from Creation in Space of Joan Miró"
Q106577358,2D,photograph,"Kiln of the Ceramist Josep Llorens Artigas, Barcelona from Creation in Space of Joan Miró"
Q106577359,2D,photograph,"Kiln of the Ceramist Josep Llorens Artigas, Barcelona from Creation in Space of Joan Miró"
Q103302115,2D,photograph,"Kitty Carlisle Hart, 90, from Wise Women: A Celebration of Their Insights, Courage, and Beauty"
Q102967051,2D,photograph,"Kosavar-Albanian Refugee, Albanian Border with Kosovo"
Q102967055,2D,photograph,"Kosovar-Albanian Refugees During the War in Kosovo, Kosovo-Albanian Border"
Q102967058,2D,photograph,"Kosovar-Albanian refugees, Macedonia"
Q103302187,2D,photograph,"Krista Gottlieb, 70, from Wise Women: A Celebration of Their Insights, Courage, and Beauty"
Q102967076,2D,photograph,"Kurdish Refugees from Iraq, the Gulf War, Southern Turkey"
Q105091893,2D,photograph,La Bruja/The Witch Violencia Religiosa/Religious Violence
Q103302302,2D,photograph,"La Molina, from Fotografias de los Anõs 40, Volumen I"
Q103304439,2D,photograph,Las Animas
Q102967996,2D,photograph,Le sang je ne veux pas le voir
Q103304559,2D,photograph,"Lela Rose's Fundraiser, from the series Tribeca, 10013"
Q104032127,2D,photograph,Lester Persky
Q104032129,2D,photograph,Lester Persky
Q103304633,2D,photograph,Lily from Intimacy
Q103304638,2D,photograph,"Lily, from Flower Portraits: The Life Cycle of Beauty"
Q102968195,2D,photograph,"Lisa and Garth, Plato's Retreat"
Q103304660,2D,photograph,"Lloret de Mar, from Fotografias de los Anõs 40, Volumen I"
Q106577372,2D,photograph,"Lloret de Mar, from Fotografias de los Anõs 40, Volumen I"
Q103304685,2D,photograph,"Lola Santos, 76, from Wise Women: A Celebration of Their Insights, Courage, and Beauty"
Q103551086,2D,photograph,"London Grey (London), from the ongoing project Material Witness"
Q103304778,2D,photograph,"Macarao Capoeira, Salvador, Brazil"
Q103304807,2D,photograph,Madonna and Child
Q105091946,2D,photograph,"Maid of Honor, Chicago '93"
Q103304914,2D,photograph,"Man and Woman on Thomas Street, from the series ""Tribeca, 10013"""
Q103304944,2D,photograph,"Man in White, Rio de Janeiro, Brazil"
Q103305017,2D,photograph,Mango Calla Lily from Intimacy
Q102968439,2D,photograph,"Mark Wynn at the Tennessee Medical Association Exhibition, ""Living With the Enemy"""
Q105091961,2D,photograph,Markings 14-3
Q102968452,2D,photograph,"Marly le roi, France"
Q104032170,2D,photograph,Martin Blinder
Q104032171,2D,photograph,Martin Blinder
Q104032173,2D,photograph,Martin Blinder
Q103305079,2D,photograph,Martin Blinder (1 of 6)
Q103305088,2D,photograph,Martin Blinder (2 of 6)
Q103305093,2D,photograph,Martin Blinder (3 of 6)
Q105091965,2D,photograph,Mathematics #57
Q103305142,2D,photograph,"Mathilde Krim, 70, from Wise Women: A Celebration of Their Insights, Courage, and Beauty"
Q102968542,2D,photograph,"Mickey Rourke, from the series Tribeca, 10013"
Q103305256,2D,photograph,"Milkweed, from Flower Portraits: The Life Cycle of Beauty"
Q103305261,2D,photograph,"Mimi Weddell, 85, from Wise Women: A Celebration of Their Insights, Courage, and Beauty"
Q103305307,2D,photograph,Miró's Studio in Palma de Mallorca An image related to Creation in Space of Joan Miró.
Q103305393,2D,photograph,Mme. Charles De Pauw
Q103305401,2D,photograph,"Modern Art Museum, Niteroi, Brazil"
Q103305443,2D,photograph,"Montgat, from Fotografias de los Anõs 40, Volumen I"
Q103305452,2D,photograph,Montroig's Studio (Mas Miró) An image related to Creation in Space of Joan Miró.
Q104032185,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q104032186,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q104032187,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q104032189,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q104032190,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q104032191,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q104032192,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q104032193,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q104032194,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q104032195,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q106577376,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q106577377,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q106577378,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q106577380,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q106577381,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q106577382,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q106577383,2D,photograph,Montroig's Studio (Mas Miró) from Creation in Space of Joan Miró
Q102968712,2D,photograph,"Morse Code (Gattinara, Italy)"
Q103305511,2D,photograph,Mother and Child
Q102968793,2D,photograph,"Mozambican Refugee Camp, Malawi"
Q103305554,2D,photograph,Mrs. Damencian
Q103305562,2D,photograph,Mrs. Edwards (1 of 5)
Q103305568,2D,photograph,Mrs. Edwards (2 of 5)
Q103305577,2D,photograph,Mrs. Edwards (3 of 5)
Q103305583,2D,photograph,Mrs. Edwards (4 of 5)
Q103305591,2D,photograph,Mrs. Edwards (5 of 5)
Q102968848,2D,photograph,"Net Repair, Baicul, Itaparica, Brazil"
Q103305819,2D,photograph,New York
Q102968999,2D,photograph,"New York, 9-11-01"
Q102969035,2D,photograph,"Nobu Girl, from the series Tribeca, 10013"
Q103305974,2D,photograph,Not Manet's Type
Q103306004,2D,photograph,Nude Back
Q104032199,2D,photograph,Nude Model (Male)
Q104032200,2D,photograph,Nude Model (Male)
Q104032202,2D,photograph,Nude Model (Male)
Q104032203,2D,photograph,Nude Model (Male)
Q104032204,2D,photograph,Nude Model (Male)
Q103306021,2D,photograph,"Nude on a Beach, Camargue"
Q103306045,2D,photograph,O.J. Simpson
Q106577397,2D,photograph,"Objects, from Creación Miró 1961"
Q103306073,2D,photograph,"Ocean Without a Shore, from ""America: Now + Here"" a portfolio"
Q102969203,2D,photograph,"Odeon Table, from the series ""Tribeca, 10013"""
Q106577399,2D,photograph,"Old Olive Trunk, from Atmósfera Miró"
Q103306155,2D,photograph,"Orchid, from Flower Portraits: The Life Cycle of Beauty"
Q103306165,2D,photograph,"Ordem e Progresso, Rio de Janeiro, Brazil"
Q103306211,2D,photograph,"Pablo Picasso, Cannes"
Q103306322,2D,photograph,Panama Hat
Q106577404,2D,photograph,"Parco degli Aquedotti, Rome"
Q104032218,2D,photograph,"Park Güell, Gaudí from Fotografias de los Anõs 40, Volumen I"
Q104032219,2D,photograph,"Park Güell, Gaudí from Fotografias de los Anõs 40, Volumen I"
Q102969594,2D,photograph,"Park Provenzano, from the series ""Tribeca, 10013"""
Q103551096,2D,photograph,"Passages, Family 3"
Q102969601,2D,photograph,Passion de Washington
Q103551097,2D,photograph,People on the Street
Q103306474,2D,photograph,Perfect Future
Q103551098,2D,photograph,Peter Wise and Jon Gould Outside a Ski Lodge
Q103551099,2D,photograph,Pig
Q95743325,2D,photograph,Polaroid of Dolly Parton
Q103306773,2D,photograph,Poppy Bouquet from Intimacy
Q103306781,2D,photograph,Poppy from Intimacy
Q103306791,2D,photograph,"Poppy, from Flower Portraits: The Life Cycle of Beauty"
Q103307152,2D,photograph,Portrait Painting
Q103307224,2D,photograph,"Procession, Rio de Contas, Brazil, 2004"
Q103307248,2D,photograph,Puglia
Q103307264,2D,photograph,"Quinta Pitanga Window, Itaparica, Brazil"
Q103307291,2D,photograph,"Raleigh Tavern, Williamsburg"
Q102970296,2D,photograph,"Red Dune, from ""America: Now + Here"" a portfolio"
Q103307439,2D,photograph,"Reeds in Vaccares, Camargue"
Q104032276,2D,photograph,Reimer Claussen
Q104032278,2D,photograph,Reimer Claussen
Q104032279,2D,photograph,Reimer Claussen
Q104032280,2D,photograph,Reimer Claussen
Q104032281,2D,photograph,Reimer Claussen
Q104032282,2D,photograph,Reimer Claussen
Q104032284,2D,photograph,Reimer Claussen
Q103307560,2D,photograph,"Rigi Kuhlm, Suiza, from Fotografias de los Anõs 40, Volumen I"
Q103551106,2D,photograph,Robin and Abby Weisman
Q103307673,2D,photograph,Rose from Intimacy
Q103307679,2D,photograph,"Rose, from Flower Portraits: The Life Cycle of Beauty"
Q102970658,2D,photograph,"Russian troops combat an attempted coup d'etat, Moscow, Russia"
Q103307768,2D,photograph,"Ruth, Philadelphia"
Q103307787,2D,photograph,"S'agaro, Girona, from Fotografias de los Anõs 40, Volumen I"
Q104032292,2D,photograph,"Sagrada Familia, Gaudí,  from Fotografias de los Anõs 40, Volumen I"
Q104032293,2D,photograph,"Sagrada Familia, Gaudí,  from Fotografias de los Anõs 40, Volumen I"
Q103307826,2D,photograph,Sam Bolton
Q103307853,2D,photograph,"San Juan, Ibiza, from Fotografias de los Anõs 40, Volumen I"
Q102970776,2D,photograph,"San Quentin, California, Death House Prison"
Q103307858,2D,photograph,"San Vicente, from Fotografias de los Anõs 40, Volumen I"
Q103307863,2D,photograph,"Sandersonia, from Flower Portraits: The Life Cycle of Beauty"
Q103307882,2D,photograph,"Sao Joao in Salvador, Bahia, Brazil"
Q102970796,2D,photograph,"Sarah after Court Hearing, from the series, I Am Unbeatable"
Q102970805,2D,photograph,"Sarah and a member of B.A.C.A. discussing a strategy to protect the boys, from the series, I Am Unbeatable"
Q102970812,2D,photograph,"Sarah and Her Family, from the series, I Am Unbeatable"
Q102970819,2D,photograph,"Sarah and Her Mother, from the series, I Am Unbeatable"
Q102970824,2D,photograph,"Sarah and Taylor, from the series, I Am Unbeatable"
Q104032294,2D,photograph,"Sarah and Tommy, from the series, I Am Unbeatable"
Q104032295,2D,photograph,"Sarah and Tommy, from the series, I Am Unbeatable"
Q103307899,2D,photograph,"Sarah Augusta, 26, Finally Free from Abuse, from the series, I Am Unbeatable"
Q102970832,2D,photograph,"Sarah with her Family Attend the ""Meet us at the Bridge"" Ceremony, from the series, I Am Unbeatable"
Q104032296,2D,photograph,"Sarah, from the series, I Am Unbeatable"
Q104032297,2D,photograph,"Sarah, from the series, I Am Unbeatable"
Q102970839,2D,photograph,"Sarah, James and Taylor, from the series, I Am Unbeatable"
Q102970850,2D,photograph,"Sarah's New World, from the series, I Am Unbeatable"
Q103307905,2D,photograph,"Sarracenia, from Flower Portraits: The Life Cycle of Beauty"
Q103307938,2D,photograph,Sayed from Our House is On Fire
Q103307975,2D,photograph,"Sculpture Project from the Studio at Palma de Mallorca, from Joaquim Gomis Photographs 1941-1981."
Q104032307,2D,photograph,Sean McKeon
Q104032308,2D,photograph,Sean McKeon
Q104032309,2D,photograph,Sean McKeon
Q105096052,2D,photograph,Sepulveda Dam #7
Q103551108,2D,photograph,Serial Objects
Q103308413,2D,photograph,"Shodenji, Kyoto, Japan"
Q102971457,2D,photograph,"Shore/Coast (Varigotti, Italy)"
Q103308561,2D,photograph,Sistie Fischer (1 of 6)
Q103308570,2D,photograph,Sistie Fischer (2 of 6)
Q103308577,2D,photograph,Sistie Fischer (3 of 6)
Q103308584,2D,photograph,Sistie Fischer (4 of 6)
Q103308589,2D,photograph,Sistie Fischer (5 of 6)
Q103308595,2D,photograph,Sistie Fischer (6 of 6)
Q104032344,2D,photograph,"Sitges, from Fotografias de los Anõs 40, Volumen I"
Q104032347,2D,photograph,"Sitges, from Fotografias de los Anõs 40, Volumen I"
Q105092106,2D,photograph,"Smoke and Fog (Udaipur, India)"
Q106577432,2D,photograph,"Son Boter (Miró's property), Palma de Mallorca, from Creation in Space of Joan Miró"
Q106577433,2D,photograph,"Son Boter (Miró's property), Palma de Mallorca, from Creation in Space of Joan Miró"
Q103551110,2D,photograph,"Son Boter (Miró's property), Palma de Mallorca. An image related to Creation in Space of Joan Miró."
Q106577434,2D,photograph,"Son Boter (Miró's property), Palma de Mallorca. An image related to Creation in Space of Joan Miró."
Q103309027,2D,photograph,Statue
Q102973361,2D,photograph,"Stay Alert (Matauri Bay, New Zealand)"
Q103309051,2D,photograph,"Steam on Church Street, from the series ""Tribeca, 10013"""
Q105092134,2D,photograph,Stipendium/Stipend Violencia Pagada/ Paid Violence
Q103309165,2D,photograph,Studio in Palma de Mallorca from Creation in Space of Joan Miró
Q106577438,2D,photograph,Studio in Palma de Mallorca from Creation in Space of Joan Miró
Q106577439,2D,photograph,"Studio of Miró in the Pasaje del Crédito, Barcelona, An image related to Creation in Space of Joan Miró."
Q106577440,2D,photograph,"Studio of Miró in the Pasaje del Crédito, Barcelona, from Creation in Space of Joan Miró"
Q106577441,2D,photograph,"Studio of Palma de Mallorca, from Creation in Space of Joan Miró"
Q103309264,2D,photograph,"Sugar Loaf & Plastic Balls, Rio de Janiero, Brazil"
