qid,label,doi,pmid
Q115678340,"Contested rituals: circumcision, kosher butchering, and Jewish political life in German, 1843-1933",,
Q115678342,The philosopher as witness: Fackenheim and responses to the Holocaust,,
Q115678343,"Roots of theological anti-Semitism: German biblical interpretation and the Jews, from Herder and Semler to Kittel and Bultmann",,
Q115678344,Postmemories of the Holocaust,,
Q115678345,Bestiarium Judaicum:  unnatural histories of the Jews,,
Q115678346,Genocide in Jewish Thought by David Patterson (review),,
Q115678347,Reading Freud's Reading,,
Q115678348,'A State within a State': Freud's Disavowal of Anti-Semitism,,
Q115678354,"The Godfather of Psychoanalysis : Circumcision, Antisemitism, Homosexuality, and Freud's “Fighting Jew”",10.1093/JAAREL/67.2.355,
Q115681114,"‘Only an animal’: Antisemitism, Racism, and the Human-Animal Great Divide",,
Q115681117,Circumcision and Male Jewish Survival during the Holocaust” (XX Century: “If this is a woman…”,,
Q115681118,A Genealogy of How He Changed His Mind or Not,,
Q115681122,"'Odradek: Judeophobia and Other Sorgen' (Feeling Beyond the Human: Animals, AI, Machines",,
Q115681127,"The Freudian Orient: Early Psychoanalysis, Anti-semitic Challenge, and the Vicissitudes of Orientalist Discourse",,
Q115681129,The Construction of Testimony: Claude Lanzmann's Shoah and Its Outtakes,10.1093/HGS/DCAB043,
Q115681130,Book Review: God and Community Organizing: A Covenantal Approach by Hak Joon Lee,10.1177/00405736211062842B,
Q115681131,The church is a house of mourning,,
Q115681132,"Proper 21, Twenty-Sixth Sunday in Ordinary Time: September 28, 2008",,
Q115681133,"Proper 20, Twenty-Fifth Sunday in Ordinary Time: September 21, 2008",,
Q115681135,"Proper 19, Twenty-Fourth Sunday in Ordinary Time: September 14, 2008",,
Q115681136,"Proper 18, Twenty-Third Sunday in Ordinary Time: September 7, 2008",,
Q115681139,"Being a Chaplain: call, conversation and charity",,
Q115681140,Becoming a pastor : forming self and soul for ministry,,
Q115681141,When steeples cry : leading congregations through loss and change,,
Q115681144,"Becoming a pastor: forming self and soul for ministry / Cole, Allan Hugh.",,
Q115681145,Review of : Doing theology in context : South African perspectives,,
Q115681146,Growing down:  theology and human nature in the virtual age,,
Q115681147,The millennial narrative: sharing a good life with the next generation,,
Q115681149,The millennial narrative participant guide: sharing a good life,,
Q115681150,The Image of God: A Theology for Pastoral Care and Counseling,,
Q115681151,Open-hearted ministry: play as key to pastoral leadership,,
Q115681152,Fragile connections: memoirs of mental illness for pastoral care professionals,,
Q115681153,Developing a capacity for concern: the Million Man March as transitional object,,
Q115681155,Towards a Postmodern Methodology for Pastoral Counseling,,
Q115681156,A Brief Pastoral Topography for Migrating People,10.1007/S11089-022-01010-6,
Q115681157,Stories from the edge: a theology of grief,,
Q115681158,The Millennial Generation and the Church: Doing It Differently,10.1080/10649867.2015.1122425,
Q115681160,Mediating faith: faith formation in a trans-media era,10.1177/0040573616658393G,
Q115681162,The Reproduction of the Hypermasculine Male: Select Subaltern Views,10.1007/S11089-017-0775-Z,
Q115681164,A call to a national dialogue and reflection on What does it mean to be black and Christian?,,
Q115681165,Ministry for social crisis : theology and praxis in the black church tradition,,
Q115681166,South Africa beyond Apartheid,,
Q115681167,"What does it mean to be Black and Christian?: pulpit, pew, and academy in dialogue, volume 2, the survival of a whole people : the meaning of the African American church",,
Q115681168,Facing the future with faith,,
Q115681169,Why Black Theology,,
Q115681170,The history of the Riverside Church in the city of New York,,
Q115681960,Market models for understanding religion,,
Q115681961,"Looking for God in the suburbs : the religion of the American dream and its critics, 1945-1965",,
Q115681962,"Review of American congregations, volume 1: Portraits of twelve congreations and American congregations",,
Q115681963,A New Dean Meets a New Day in Theological Education,,
Q115681965,Conscience and justice : interpreting the social teachings of the Presbyterian Church,,
Q115681966,Generous saints : congregations rethinking ethics and money,,
Q115681967,In pursuit of the Almighty's dollar a history of money and American Protestantism,,
Q115681968,"Review of Hard, Hard Religion: Interracial Faith in the Poor South, HayesJohn",,
Q115681969,Review of The Fifties Spiritual Marketplace: American Religion in a Decade of Conflict by Robert S. Ellwood,,
Q115681970,Review of the United Synod of the South: the Southern New School Presbyterian Church,,
Q115681971,Review of Tradition and Transformation in Catholic Culture,,
Q115681974,"Review of Illusions of innocence: protestant primitivism in America, 1630-1875",,
Q115681975,Social teachings of the Presbyterian Church,,
Q115681976,Book Review of Shaker Fever: America's Twentieth-Century Fascination with a Communitarian Sect,10.1093/JAHIST/JAAC076,
Q115681978,The story of religion in America: an introduction,,
Q115681979,"At the Altar of Wall Street: The Rituals, Myths, Theologies, Sacraments, and Mission of the Religion Known as the Modern Global Economy",10.1177/0040573616658393E,
Q115681980,Idols of nations: biblical myth and the origins of capitalism,,
Q115681981,The Blessings of Business: How Corporations Shaped Conservative Christianity,10.1017/S0009640717001214,
Q115681984,Understanding the social practices that sustain a bir[a]cial congregation,,
Q115681985,Tradition et Théologie dans l'Ancien Testament,,
Q115681986,"Herrens bud- elitens interesser? Lov, makt og rettferdighet i Det gamle testamente",,
Q115681987,Discovering Eve: Ancient Israelite Women in Context,,
Q115681988,"La création dans l'Orient ancien: Congrès de l'ACFEB, Lille (1985)",,
Q115681989,Old Testament ethics,,
Q115681990,Moral values and literary traditions : the case of the succession narrative (2 Samuel 9-20; 1 Kings 1-2),,
Q115681991,Canon and the history of tradition : a critique of Brevard S Childs' Introduction to the Old Testament as scripture,,
Q115681994,Wellhausen and the interpretation of Israel's literature,,
Q115681995,Prophet und Tradition: Versuch einer Problemstellung,,
Q115681996,"The understanding of ""Sitz im Leben"" in form criticism",,
Q115681998,Humanizing America's iconic book,,
Q115681999,The meaning of the Bible : what the Jewish scriptures and Christian Old Testament can teach us,,
Q115682374,Tradition and theology in the Old Testament,,
Q115682375,The Hebrew Bible and its modern interpreters,,
Q115682376,Studies in the Hebrew Bible / Old Testament in the Americas of the Twentieth Century,,
Q115682377,Rediscovering the traditions of Israel,,
Q115682378,"Law, power, and justice in ancient Israel",,
Q115682379,Justice and the holy : essays in honor of Walter Harrelson,,
Q115682380,Why study the Bible,,
Q115682381,Julius Wellhausen and His Prolegomena to the History of Israel,,
Q115682383,"Introduction: Ethics, Ancient Israel, and the Hebrew Bible",,
Q115682384,With Friends Like David Klinghoffer...,,
Q115682385,"The new interpreter's Bible, v 1: general articles on the Bible; general articles on the Old Testament; Genesis; Exodus; Leviticus",,
Q115682386,A feminist companion to the New Testament Apocrypha,,
Q115682387,A feminist companion to the Catholic Epistles and Hebrews,,
Q115682388,A feminist companion to the Acts of the Apostles,,
Q115682389,A feminist companion to Paul,,
Q115682390,A feminist companion to Mark,,
Q115682391,The Jewish annotated New Testament : New Revised Standard Version Bible translation,,
Q115682392,"The Social and Ethnic Dimensions of Matthean Salvation History: ""Go Nowhere Among the Gentiles"" (Matt. 10:5b)",,
Q115682393,Paul and the Law,,
Q115682394,"Seventy Times Seven: Sin, Judgment, and Forgiveness in Matthew",,
Q115682395,Towards a Feminist Critical Reading of the Gospel according to Matthew,,
Q115682396,No Longer Be Silent: First Century Jewish Portraits of Biblical Women: Studies in Pseudo-Philo's Biblical Antiquities and Josephus's Jewish Antiquities,,
Q115682397,But SHE said: feminist practices of biblical interpretation,,
Q115682398,"Studies in exegesis: Christian critiques of Jewish law and Rabbinic responses, 70-300 C.E",,
Q115682399,Mary Magdalene understood,,
Q115682400,Matthew and his world: the gospel of the open Jewish Christians--studies in biblical theology,,
Q115682401,Contesting texts: Jews and Christians in conversation about the Bible,,
Q115682402,Misusing Jesus: how the church divorces Jesus from Judaism,,
Q115682404,"Mel Gibson, the scribes, and the Pharisees",,
Q115682405,Response by Levine,,
Q115682406,Yeshua: A Model for Moderns,,
Q115682407,Messianic Exegesis: Christological Interpretation of the Old Testament in Early Christianity,,
Q115682408,Who's catering the Q affair : Feminist observations on Q paraenesis,,
Q115682409,Jewish Christianity reconsidered: rethinking ancient groups and texts,,
Q115682411,Pain and Polemic: Anti-Judaism in the Gospels,,
Q115682412,Israel's Law and the Church's Faith: Paul and His Recent Interpreters,,
Q115682413,Jew and Gentile in the ancient world: attitudes and interactions from Alexander to Justinian,,
Q115682414,The changing faces of Jesus,,
Q115682415,Sacrifice and Salvation: Otherness and Domestication in the book of Judith,,
Q115682416,The Halakah of Jesus of Nazareth according to the Gospel of Matthew,,
Q115682417,A feminist companion to Mariology,,
Q115682418,A feminist companion to John,,
Q115682419,"Who counts?:  100 sheep, 10 coins, and 2 sons",,
Q115682420,The Jewish annotated New Testament:  New Revised Standard Version Bible translation,,
Q115682421,Habits of anti-Judaism: critiquing a PCUSA report on Israel/Palestine,,
Q115682422,A feminist companion to Matthew,,
Q115682423,Matthew and anti-Judaism,,
Q115682522,"The Earth Moved: Jesus, Sex, and Eschatology",,
Q115682523,"""Jesus the Hillelite"" -- A Response to Harvey Falk",,
Q115682524,"The New Testament apocrypha and pseudepigrapha: a guide to publications, with excursuses on Apocalypses",,
Q115682525,Rebecca's Children,,
Q115682527,"Oxen, Women or Citizens? Slaves in the System of the Mishnah",,
Q115682528,Who Was a Jew?,,
Q115683704,"Correcting Anti-Jewish Stereotypes, The Gospel of Luke",,
Q115683705,"A Marginal Jew: Rethinking the Historical Jesus. Volume 5, Probing the Authenticity of the Parables.",,
Q115683706,The New Testament : methods and meanings,,
Q115683707,"Religious writings and religious systems : systemic analysis of holy books in Christianity, Islam, Buddhism, Greco-Roman religions, ancient Israel, and Judaism",,
Q115683708,"Medjugorje and the supernatural: science, mysticism, and extraordinary religious experience.",,
Q115683709,Light of the world: a beginner's guide to Advent,,
Q115683710,A Saint for East and West: Maximus the Confessor's contribution to Eastern and Western Christian theology,,
Q115683712,Entering the passion of Jesus: a beginner's guide to Holy Week,,
Q115683713,Who Is My Neighbor?,,
Q115683714,The marvelous mustard seed,,
Q115683715,The Magdalene in the Reformation.,,
Q115683716,The Gospel of Luke,,
Q115683717,The Bible and Feminism: Remapping the Field,,
Q115683719,Jewish radical feminism: voices from the women's liberation movement.,,
Q115683720,The house of the mother: the social roles of maternal kin in biblical Hebrew narrative and poetry,,
Q115683721,The beginning of politics: power in the biblical Book of Samuel,,
Q115683722,"New Jewish feminism : probing the past, forging the future",,
Q115683723,Gospels: narrative and history,,
Q115683724,A feminist companion to the Deutero-Pauline epistles,,
Q115683725,A Feminist Companion to the Apocalypse of John,,
Q115683726,A Feminist Companion to Patristic Literature,,
Q115683727,Women Like This: New Perspectives on Jewish Women in the Greco-Roman World,,
Q115683728,Women in Tobit,,
Q115683729,What Jews (and Christians Too) Should Know about the New Testament,,
Q115683730,Tobit: Teaching Jews How to Live in the Diaspora,,
Q115683731,"Theory, apologetic, history: reviewing Jesus' Jewish context",,
Q115683732,The misunderstood Jew : the Church and the scandal of the Jewish Jesus,,
Q115683733,The Jewish People and Their Sacred Scriptures in the Christian Bible: A Jewish Reading of the Document,,
Q115683735,Putting Jesus where he belongs: the man from Nazareth in his Jewish world,,
Q115683736,Is the New Testament Anti-Jewish?,,
Q115683737,"Review of Bread Not Stone: The Challenge of Feminist Biblical Interpretation, Elisabeth Sch&#xfc;ssler Fiorenza; Feminist Interpretation of the Bible, ; Feminist Perspectives on Biblical Scholarship",,
Q115683738,Feminist interpretation of the Bible,,
Q115683739,Character Construction and Community Formation in Judith,,
Q115683740,Biblical Views: The Many Faces of the Good Samaritan—Most Wrong,,
Q115683741,Anti-Judaism in Christian Biblical Scholarship,,
Q115683742,Acknowledging Jewish and Christian Differences,,
Q115683743,Historical Fictions and Hellenistic Jewish Identity: Third Maccabees in its Cultural Context,,
Q115683744,The Impact of Jesus in First-Century Palestine,,
Q115683745,A Women’s History of the Christian Church: Two Thousand Years of Female Leadership,,
Q115683746,A feminist companion to Luke,,
Q115683747,The Gospel of Matthew,,
Q115684157,"Ogni parabola è una sfida,",,
Q115684158,Jesus wasn't killed by the Jews: reflections for Christians in Lent,,
Q115684159,Luke 1-9,,
Q115684160,Sermon on the Mount: a Beginner's Guide to the Kingdom of Heaven,,
Q115684161,A very big problem,,
Q115684163,Le parabole di Gesù: i racconti enigmatici di un rabbi controverso,,
Q115684164,Jewish Feminist Scholar Runs Sex Program in the Bible Belt: On Testaments and Testosterone,,
Q115684165,Anti-Judaism and postcolonial biblical interpretation: The disease of postcolonial new testament studies and the hermeneutics of healing,,
Q115684166,"The Cambridge companion to the bible, second edition",10.1017/CBO9781139167376,
Q115684167,Albert H. Friedlander: An American appreciation,10.3167/EJ.2020.530205,
